Time(Iteration),LinUCB
0,1.75931673768
1,3.49516425072
2,5.92490185627
3,7.77306014925
4,9.722111922
5,11.1286853602
6,12.7796361694
7,15.0059009469
8,16.5446157182
9,18.3321560814
10,19.936386317
11,21.3098048942
12,22.7307087171
13,23.9833967868
14,25.5224524259
15,27.0021704778
16,28.3461282545
17,29.9467278186
18,31.5385217278
19,32.8709862765
20,34.092980654
21,35.2229665222
22,36.9362330606
23,37.9664358598
24,39.121119942
25,40.2412096661
26,41.0937936736
27,43.0551042466
28,44.1758121371
29,44.6715332994
30,45.3927654829
31,46.4014456957
32,47.199763969
33,48.0810996004
34,48.91393108
35,49.7229845469
36,50.4503024117
37,51.3297731178
38,51.9010908408
39,52.6785186368
40,53.7180117714
41,54.3257130397
42,55.2231259489
43,56.07580699
44,56.8649056688
45,57.2723563895
46,57.9847195805
47,58.8791788797
48,59.2619316068
49,60.0091832458
50,60.5758110379
51,61.2502759866
52,61.8255757235
53,62.5641622752
54,63.3397725809
55,64.1214304891
56,64.619379101
57,65.0705902093
58,65.5680516817
59,65.8171376384
60,66.3629818119
61,66.863278533
62,67.3004564293
63,67.7844442896
64,68.4289225203
65,68.765557185
66,69.2809841444
67,69.6535829649
68,69.999524469
69,70.3990813993
70,70.9460174836
71,71.4014728816
72,71.895063875
73,72.3778830004
74,73.033018602
75,73.7326626864
76,74.2357865982
77,74.5526783548
78,75.066052235
79,75.4148459715
80,76.0200023528
81,76.6486637108
82,76.9737378835
83,77.1603752033
84,77.5262431531
85,78.0264906162
86,78.4057722668
87,78.842495932
88,79.3673801329
89,79.7575430009
90,80.0115405436
91,80.3172213024
92,80.8733924367
93,81.4183224387
94,81.7276771535
95,82.0338663719
96,82.7857705049
97,83.2195114084
98,83.5801730646
99,84.0977537964
100,84.3383335163
101,84.6531508022
102,85.2078851981
103,85.6998581562
104,86.1598406298
105,86.5132314551
106,86.8387606855
107,87.172049939
108,87.4857319828
109,87.7614154689
110,88.1677401344
111,88.5774045235
112,88.9847208747
113,89.1831830609
114,89.3689006257
115,89.7132365047
116,90.013192574
117,90.2499743433
118,90.6220566351
119,90.9272598378
120,91.3189419365
121,91.6714748761
122,92.0630821415
123,92.362206222
124,92.5218000106
125,92.8225576633
126,93.0511945137
127,93.3453931627
128,93.5911953909
129,93.9167344221
130,94.3650854598
131,94.7963986714
132,95.0802668693
133,95.4839708936
134,95.6521630557
135,95.8254191832
136,96.0765951294
137,96.5770188273
138,96.7577928222
139,97.0433726677
140,97.4692306919
141,97.8302486964
142,98.1257423085
143,98.3274911356
144,98.4734874792
145,98.6146457971
146,98.8278845854
147,99.0770495149
148,99.2089161812
149,99.8598149
150,100.207989875
151,100.600814974
152,101.005381155
153,101.370159345
154,101.801080618
155,102.090671916
156,102.352893559
157,102.633890648
158,102.974530764
159,103.11120389
160,103.454200378
161,103.651578189
162,103.773989415
163,103.970780892
164,104.253778423
165,104.505990614
166,104.809785297
167,104.972431117
168,105.147529351
169,105.432895594
170,105.67206551
171,105.847878488
172,106.088663699
173,106.347939375
174,106.543435149
175,106.744558661
176,106.91773814
177,107.181486205
178,107.521378803
179,107.751955374
180,108.029100694
181,108.2700557
182,108.48529784
183,108.689280347
184,108.926248868
185,109.174160198
186,109.511911056
187,109.704264381
188,109.832256024
189,110.068109361
190,110.150343879
191,110.284575461
192,110.684543666
193,111.04151435
194,111.196475673
195,111.41852951
196,111.804588181
197,111.936042045
198,112.008404979
199,112.126781509
200,112.323769071
201,112.685517923
202,112.912279976
203,113.106676093
204,113.284565942
205,113.453097828
206,113.661027916
207,113.901098201
208,114.048876209
209,114.234868805
210,114.403204658
211,114.474197512
212,114.673457605
213,114.946274429
214,115.213880639
215,115.467007598
216,115.700295663
217,115.972195594
218,116.090289022
219,116.288653225
220,116.492577538
221,116.64670426
222,116.828619301
223,117.024974957
224,117.131806659
225,117.373235294
226,117.537932418
227,117.826262442
228,117.989657874
229,118.103658895
230,118.368744518
231,118.714806704
