Time(Iteration),LinUCB
232,118.839833587
233,119.10079714
234,119.222076545
235,119.347639316
236,119.463000606
237,119.580327321
238,119.76069099
239,119.911331588
240,120.235223966
241,120.536991576
242,120.682065946
243,120.744263718
244,120.841905862
245,121.038974557
246,121.156068364
247,121.360528565
248,121.660088237
249,121.83012406
250,121.903130858
251,122.156891536
252,122.471644505
253,122.612443059
254,122.711541487
255,122.825914002
256,123.067826889
257,123.164929997
258,123.303822032
259,123.480888856
260,123.654208137
261,123.776080012
262,123.969934024
263,124.094960901
264,124.236963136
265,124.546627488
266,124.613811179
267,124.726329004
268,124.805195485
269,125.018166455
270,125.302721856
271,125.444581622
272,125.595534366
273,125.816481902
274,125.981539125
275,126.105171424
276,126.19498739
277,126.404472058
278,126.558391753
279,126.675053014
280,126.867616392
281,127.104989776
282,127.221952855
283,127.446685316
284,127.765274593
285,127.878048881
286,127.973006768
287,128.171665765
288,128.287264438
289,128.375751034
290,128.465698682
291,128.626177034
292,128.872281719
293,129.014447595
294,129.091710611
295,129.287424746
296,129.505047645
297,129.687119602
298,129.81867723
299,129.854807025
300,130.004728816
301,130.244962566
302,130.336802245
303,130.468026971
304,130.702620279
305,130.887830314
306,131.089765974
307,131.225587546
308,131.262850888
309,131.297958823
310,131.482590377
311,131.688658052
312,131.864426435
313,131.970862956
314,132.068852875
315,132.228486059
316,132.463413722
317,132.545663694
318,132.776732124
319,132.841289656
320,132.908416624
321,133.138239255
322,133.275511746
323,133.416183955
324,133.466750463
325,133.676056462
326,133.78692494
327,133.954729051
328,134.081930051
329,134.126925391
330,134.356711722
331,134.500287771
332,134.659158533
333,134.887508683
334,134.958420654
335,135.034869606
336,135.135982235
337,135.238616549
338,135.501511336
339,135.642560795
340,135.811487163
341,135.971583193
342,136.053717427
343,136.120414892
344,136.301688537
345,136.392120083
346,136.459373919
347,136.55687232
348,136.755025962
349,136.857328228
350,136.986436991
351,137.200174839
352,137.270203514
353,137.420119806
354,137.514529673
355,137.726009111
356,137.827268886
357,138.002958175
358,138.074376283
359,138.236109465
360,138.341777599
361,138.468345762
362,138.619257536
363,138.878446376
364,138.958919308
365,139.151324795
366,139.303191027
367,139.505710806
368,139.677287317
369,139.791266172
370,139.897795727
371,140.068317229
372,140.213678975
373,140.342456505
374,140.554077098
375,140.639155533
376,140.864018763
377,140.966327979
378,141.050773221
379,141.189499211
380,141.394762929
381,141.660265975
382,141.784076847
383,141.856084187
384,141.964039982
385,142.055040958
386,142.224791184
387,142.355148937
388,142.536438661
389,142.654335448
390,142.836369107
391,142.898482228
392,142.966133617
393,142.999105008
394,143.134838574
395,143.204897051
396,143.245759385
397,143.363321365
398,143.534637798
399,143.612838865
400,143.736824017
401,143.836936829
402,144.05023036
403,144.165797595
404,144.288553281
405,144.382547759
406,144.460122602
407,144.541561342
408,144.659194849
409,144.808235572
410,144.975419411
411,144.991276134
412,145.082349651
413,145.143042627
414,145.271233421
415,145.446611766
416,145.554409928
417,145.650972697
418,145.736581366
419,145.852579637
420,145.918168904
421,146.031695915
422,146.245562448
423,146.329949444
424,146.430095901
425,146.578838604
426,146.671211568
427,146.820380998
428,146.876312974
429,147.000154908
430,147.113422858
431,147.235901809
432,147.343741754
433,147.487911763
434,147.625458256
435,147.743895419
436,147.840007422
437,147.876399329
438,147.974044085
439,148.1100606
440,148.200030769
441,148.280725279
442,148.383575096
443,148.452103735
444,148.609592763
445,148.742389649
446,148.764267391
447,148.872361348
448,148.972530501
449,149.109182821
450,149.227925727
451,149.282959227
452,149.484892085
453,149.595436215
454,149.66242086
455,149.76743137
456,149.852593686
457,149.880302727
458,149.985204117
459,150.052540993
460,150.17401107
461,150.37374606
462,150.436499412
463,150.486488339
464,150.543792203
465,150.626883259
466,150.66991523
467,150.715798442
468,150.789684698
469,150.838758522
470,150.923459024
471,151.124294141
472,151.243968167
473,151.343938658
474,151.461645258
475,151.507782945
476,151.615535024
477,151.737654984
478,151.859018567
479,151.900499192
480,152.039705351
481,152.134880866
482,152.256775726
483,152.466493073
484,152.611511316
485,152.666468767
486,152.768638823
487,152.854300819
488,152.973082629
489,153.094137607
490,153.131633867
491,153.257224754
492,153.403742478
493,153.521295833
494,153.587083201
495,153.666850013
496,153.755978403
497,153.799030064
498,153.952228511
499,154.083445779
