Time(Iteration),CAB_original
0,4.69040038472
1,9.56990170315
2,13.8632527892
3,16.725525395
4,20.0928803086
5,22.3967964905
6,25.3171649557
7,27.3321332102
8,29.6210698618
9,31.5105511682
10,32.6449649972
11,34.0923676756
12,35.5539081174
13,37.2074316353
14,38.1093336345
15,38.6917676689
16,39.2559231841
17,39.8148987328
18,40.4172333107
19,40.8178338634
20,41.1691989475
21,41.6588516386
22,42.0397774045
23,42.5358280314
24,42.9405529094
25,43.3821636788
26,43.6326320343
27,43.8091828526
28,44.1611353075
29,44.4115557644
30,44.8353830678
31,45.1345621535
32,45.5564636661
33,45.7279598445
34,46.0796286801
35,46.316651462
36,46.4966940893
37,46.8738793963
38,47.1990932357
39,47.4544183335
40,47.7778482978
41,48.0179976534
42,48.3574680326
43,48.3897453803
44,48.414572145
45,48.6521591705
46,48.8723219832
47,48.9130414722
48,49.3427322354
49,49.4921116469
50,49.5205464845
51,49.7447058506
52,50.0298108481
53,50.2405012137
54,50.2738441321
55,50.3867206207
56,50.5134370271
57,50.6510648848
58,50.8474504641
59,50.8949816306
60,50.9742220124
61,51.1097277304
62,51.5346540997
63,51.5450560608
64,51.7642992647
65,51.8172366072
66,51.8360829461
67,51.9908347572
68,52.0336267607
69,52.0471016903
70,52.0583713523
71,52.1815955554
72,52.4553752815
73,52.4825256689
74,52.7933414012
75,52.8050339976
76,53.3234011648
77,53.3328860315
78,53.4614683624
79,53.4915467526
80,53.5341947476
81,53.5615385406
82,53.6551322799
83,53.7612090599
84,53.9548646863
85,54.0211066264
86,54.3128489571
87,54.3703220982
88,54.3952221222
89,54.4636140298
90,54.5444659681
91,54.5482889133
92,54.6829997435
93,54.6829997435
94,54.8344534743
95,54.8450663288
96,54.9600731779
97,55.1674793781
98,55.1700416943
99,55.2527100666
