Time(Iteration),LinUCB_newCoTheta,LinUCBCoTheta,,,,,,
0,0.980634129579,0.979152458384,,,,,,
1,0.966862930113,0.963684052489,,,,,,
2,0.943267574498,0.941080984915,,,,,,
3,0.926319149949,0.924103267139,,,,,,
4,0.90778724269,0.906459158002,,,,,,
5,0.88792806069,0.885880591799,,,,,,
6,0.870649643701,0.86792325394,,,,,,
7,0.851598358604,0.847493988418,,,,,,
8,0.828051478634,0.825381648337,,,,,,
9,0.805346606147,0.800998892067,,,,,,
10,0.785756575247,0.78231434375,,,,,,
11,0.762168832545,0.763893287505,,,,,,
12,0.749865043684,0.748311273631,,,,,,
13,0.742328178632,0.735302988017,,,,,,
14,0.728667185344,0.723364780453,,,,,,
15,0.711301974073,0.708390785024,,,,,,
16,0.694870295166,0.69399610174,,,,,,
17,0.680086907398,0.679964643082,,,,,,
18,0.66700095867,0.668597643176,,,,,,
19,0.659787817321,0.660832512204,,,,,,
20,0.648497240221,0.649047543147,,,,,,
21,0.638622501869,0.639327981675,,,,,,
22,0.626718361301,0.62644819619,,,,,,
23,0.618788852646,0.620028700283,,,,,,
24,0.607565006128,0.607967763398,,,,,,
25,0.594893726254,0.594703833296,,,,,,
26,0.585373287673,0.587699691989,,,,,,
27,0.58072904876,0.581227448798,,,,,,
28,0.563964501103,0.564965923314,,,,,,
29,0.556649824771,0.55805753687,,,,,,
30,0.547944945657,0.552485062559,,,,,,
31,0.536250148325,0.54146376248,,,,,,
32,0.524743450282,0.530167064028,,,,,,
33,0.516237457466,0.520378259957,,,,,,
34,0.510809138104,0.513281876349,,,,,,
35,0.504219831911,0.506770263985,,,,,,
36,0.493273262731,0.493775641658,,,,,,
37,0.48827534193,0.487685521988,,,,,,
38,0.479426030008,0.479600729016,,,,,,
39,0.465024513952,0.467749383255,,,,,,
40,0.460501533976,0.463963745224,,,,,,
41,0.457012936771,0.460340415719,,,,,,
42,0.45146607021,0.450486709013,,,,,,
43,0.443880654085,0.443652532142,,,,,,
44,0.439611720291,0.441504485746,,,,,,
45,0.436522317203,0.43406402881,,,,,,
46,0.433083436659,0.429412765494,,,,,,
47,0.429627562159,0.425491666331,,,,,,
48,0.425750958543,0.421619561743,,,,,,
49,0.416697352609,0.413161634606,,,,,,
50,0.413639536827,0.410556591211,,,,,,
51,0.408673085895,0.407191882011,,,,,,
52,0.401784473719,0.402570821731,,,,,,
53,0.394825519753,0.397648176631,,,,,,
54,0.392170424221,0.394526157866,,,,,,
55,0.387550908334,0.389434062895,,,,,,
56,0.385445351639,0.387541822583,,,,,,
57,0.382380237515,0.383870305882,,,,,,
58,0.378885216246,0.378884496432,,,,,,
59,0.37293328723,0.373450451229,,,,,,
60,0.371299691872,0.371216698568,,,,,,
61,0.366061186151,0.367479364695,,,,,,
62,0.363905639129,0.365417902665,,,,,,
63,0.362540850703,0.363673839724,,,,,,
64,0.361486642371,0.362142806261,,,,,,
65,0.359242341087,0.360624711697,,,,,,
66,0.356204641832,0.359435497709,,,,,,
67,0.3523717589,0.355867749662,,,,,,
68,0.350209207116,0.354129297692,,,,,,
69,0.348715483124,0.351877500514,,,,,,
70,0.345120004979,0.348394609153,,,,,,
71,0.340074003649,0.343478511855,,,,,,
72,0.33636457368,0.341220792879,,,,,,
73,0.334896761618,0.340031122944,,,,,,
74,0.329030103652,0.335705838323,,,,,,
75,0.327071676552,0.333888957545,,,,,,
76,0.326070736533,0.33318299464,,,,,,
77,0.320828259969,0.327844800703,,,,,,
78,0.319453243353,0.326794905672,,,,,,
79,0.318490200582,0.325312218271,,,,,,
80,0.316720517505,0.32402135142,,,,,,
81,0.313300504874,0.321944329396,,,,,,
82,0.311920201338,0.320769110594,,,,,,
83,0.31148388474,0.320754958619,,,,,,
84,0.309585034821,0.318975629527,,,,,,
85,0.309276729247,0.31781374341,,,,,,
86,0.307427321533,0.316477006298,,,,,,
87,0.306279314628,0.315575272458,,,,,,
88,0.306706776949,0.315876412102,,,,,,
89,0.303848518055,0.312389913262,,,,,,
90,0.302226993145,0.306540639957,,,,,,
91,0.300212513091,0.30540032911,,,,,,
92,0.299842821566,0.304824210533,,,,,,
93,0.298545871027,0.303506553222,,,,,,
94,0.297477505865,0.299941431744,,,,,,
95,0.294883814262,0.298934653545,,,,,,
96,0.294402061505,0.298435720954,,,,,,
97,0.290653728452,0.295444892246,,,,,,
98,0.290257123159,0.295464217329,,,,,,
99,0.286165162222,0.292288501424,,,,,,
100,0.284535868339,0.290429246151,,,,,,
101,0.283915434904,0.289618369995,,,,,,
102,0.282850987751,0.28840205151,,,,,,
103,0.279426675252,0.283894551386,,,,,,
104,0.277477146099,0.282065412727,,,,,,
105,0.275581351495,0.280439367094,,,,,,
106,0.274563190933,0.279514907366,,,,,,
107,0.272143395416,0.278745499698,,,,,,
108,0.270754553759,0.277746979759,,,,,,
109,0.269576101754,0.276837087388,,,,,,
110,0.268738840498,0.275881107334,,,,,,
111,0.267963010376,0.274992573603,,,,,,
112,0.267509779686,0.274198036633,,,,,,
