Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,CAB_cbjCoTheta,CAB_cbijCoTheta,,,,,,
0,0.977969027739,0.979244904449,0.979244904449,0.982794088661,0.979244904449,0.979244904449,,,,,,
1,0.956780500744,0.943528255239,0.941849577482,0.960151770964,0.960829627896,0.959628491578,,,,,,
2,0.945790851891,0.921426824132,0.917136029796,0.947758854946,0.940326262925,0.932151629252,,,,,,
3,0.926031481094,0.886531168351,0.899300570186,0.929211443214,0.91351708242,0.912986439647,,,,,,
4,0.903809549768,0.870075869965,0.876898342997,0.917263177473,0.897530088295,0.894923750249,,,,,,
5,0.886379344397,0.85603514828,0.859963648568,0.89446170772,0.878247024316,0.87579274321,,,,,,
6,0.875026318659,0.828623076097,0.849878718373,0.882243403029,0.862826542354,0.86010155933,,,,,,
7,0.852024490594,0.800039430058,0.830799450514,0.866378860557,0.844299977089,0.843146723581,,,,,,
8,0.834510890937,0.781496946117,0.811080089026,0.848929871898,0.827901013493,0.821838129991,,,,,,
9,0.821799825605,0.762306783855,0.797796836722,0.839519007259,0.806938951277,0.803351874425,,,,,,
10,0.79113058559,0.743034313758,0.788110804094,0.82153883415,0.782748453091,0.782232375,,,,,,
11,0.784212943058,0.729746280409,0.780611086127,0.812881536095,0.766510403265,0.76689052163,,,,,,
12,0.763797131687,0.714019330943,0.773355924226,0.799966756256,0.74752702509,0.749257815575,,,,,,
13,0.751208607521,0.707712378067,0.764706627422,0.788370360931,0.742057966405,0.737132113794,,,,,,
14,0.744049719179,0.690678862562,0.757750366542,0.782083225172,0.732879175641,0.725113806744,,,,,,
15,0.730379608905,0.669112433831,0.741867730387,0.775558212866,0.719576206308,0.705288993407,,,,,,
16,0.719487817784,0.655258658764,0.731439261307,0.762572463959,0.699537503995,0.684416858501,,,,,,
17,0.709564803647,0.647941180592,0.723340408236,0.744476229105,0.693817214519,0.675698117636,,,,,,
18,0.699513725381,0.633123546781,0.71055632257,0.735922328915,0.677290006234,0.659023714275,,,,,,
19,0.695129916679,0.621173605378,0.704476821052,0.730010182358,0.666600652668,0.650541839417,,,,,,
20,0.690251050632,0.606204518906,0.699290522906,0.723714104901,0.648366539554,0.629773544055,,,,,,
21,0.68261820772,0.595603377997,0.696489151646,0.71295678512,0.636626665269,0.615012851713,,,,,,
22,0.673351445001,0.589722621626,0.691764019406,0.708404573548,0.629040895996,0.606515715717,,,,,,
23,0.665373363869,0.580716076394,0.680565879719,0.699596878564,0.619942018507,0.597327270352,,,,,,
24,0.65495315469,0.561859113651,0.674744642257,0.690032699354,0.612946916881,0.583060991255,,,,,,
25,0.651480028677,0.552864945672,0.667640238591,0.684502894125,0.598411923166,0.57204883981,,,,,,
26,0.645035799198,0.545371451052,0.661445603011,0.676087349317,0.587976225961,0.563054801983,,,,,,
27,0.639306789066,0.532769127565,0.654523343976,0.668228615986,0.580827107549,0.553790535149,,,,,,
28,0.632140749068,0.520921036814,0.646923181695,0.660612784275,0.56909874892,0.541141060386,,,,,,
29,0.624920289259,0.513370813046,0.640513412016,0.650356253286,0.558190235558,0.53500547352,,,,,,
30,0.621236909669,0.509542734224,0.636766544398,0.646739679225,0.551221852223,0.530032698991,,,,,,
31,0.616060200375,0.501014198102,0.633698671059,0.643436949116,0.545119181116,0.512589023961,,,,,,
32,0.602093739504,0.492220575253,0.622605378495,0.629912285794,0.533223640326,0.503461601377,,,,,,
33,0.599965130072,0.4879736032,0.616707719676,0.626519636744,0.527601866061,0.498192422496,,,,,,
34,0.592386852638,0.479843275353,0.611640722101,0.621459773715,0.519846427686,0.492318000124,,,,,,
35,0.58685072092,0.472271572711,0.60723479972,0.615862346761,0.511433607967,0.480414127238,,,,,,
36,0.580301917058,0.465650164594,0.597003951121,0.608011281129,0.504026107437,0.475609757448,,,,,,
37,0.573674057522,0.463317474714,0.590576776019,0.604431766996,0.498652857779,0.470179537722,,,,,,
38,0.57155046021,0.462028283565,0.588871933811,0.599835680784,0.492614728908,0.466052316013,,,,,,
39,0.569648295204,0.459193960386,0.581579477556,0.593989210814,0.488588780242,0.463880472964,,,,,,
40,0.558303474621,0.45004899914,0.570204028825,0.589196053735,0.481832735092,0.45583057198,,,,,,
41,0.554563819141,0.445059890975,0.567371971326,0.584062536798,0.478446081935,0.447901447346,,,,,,
42,0.549244681554,0.440462337597,0.56318522296,0.577673210132,0.473961828632,0.444845852428,,,,,,
43,0.54761220042,0.438445258469,0.561080208416,0.562353667793,0.472114727802,0.443528066296,,,,,,
44,0.544524246473,0.432981478196,0.556269708597,0.560652146713,0.46485035839,0.440725066018,,,,,,
45,0.542550483915,0.430565847885,0.552559851438,0.556219960168,0.461800367329,0.438204969384,,,,,,
46,0.538850116108,0.426885044898,0.550883370761,0.550892127918,0.457709907751,0.434391282489,,,,,,
47,0.5311726232,0.423794838902,0.544263744582,0.547445643855,0.453750311702,0.430364683703,,,,,,
48,0.525484386241,0.413945942006,0.536347272798,0.539870178087,0.445617928977,0.423002223364,,,,,,
49,0.521469191494,0.40904103406,0.532886412917,0.535548533044,0.436193914418,0.417883886942,,,,,,
50,0.51593703386,0.40363732379,0.525872356657,0.52712455356,0.432387294196,0.414056411783,,,,,,
51,0.509640914907,0.397414305532,0.520388936986,0.523470221122,0.429608242388,0.411848286505,,,,,,
52,0.503030900768,0.394317852952,0.514106353193,0.514579527495,0.426736333893,0.408748702054,,,,,,
53,0.496930418582,0.38971198069,0.507848616601,0.508812858926,0.420609845615,0.404369218585,,,,,,
54,0.492394544098,0.38699826539,0.503454828561,0.50667217026,0.417133892611,0.400732900854,,,,,,
55,0.491559384162,0.383967806769,0.503226162777,0.500838795793,0.415862166443,0.393761960793,,,,,,
56,0.486984514334,0.380247174008,0.498971312304,0.495845133621,0.411906578205,0.389838104084,,,,,,
57,0.485283951739,0.374812575699,0.496021918677,0.492277045786,0.408282761257,0.384898813558,,,,,,
58,0.484345248474,0.373915904326,0.494400636512,0.489574533961,0.405782351331,0.383476542242,,,,,,
59,0.48116897337,0.369349521479,0.492380926985,0.487413331472,0.400367917491,0.37921663117,,,,,,
60,0.478443620915,0.367468609701,0.488713382843,0.485439347502,0.39294063563,0.377880222475,,,,,,
61,0.473692042195,0.36557615205,0.487991483039,0.482204023994,0.390057479818,0.376349402557,,,,,,
62,0.470969072101,0.36238331466,0.484482712708,0.477676640482,0.38711130979,0.373910933039,,,,,,
63,0.468617908981,0.359001848815,0.482720936089,0.475311148475,0.384000437866,0.37119354045,,,,,,
64,0.465392860062,0.358461592001,0.47801590077,0.469905987327,0.38320728521,0.370102948835,,,,,,
65,0.462803047819,0.357496367488,0.475363284367,0.466766000771,0.381373848507,0.36892458961,,,,,,
66,0.461434775105,0.356437159222,0.472906329247,0.464348960946,0.378934187999,0.367415308161,,,,,,
67,0.454002659345,0.352801286785,0.46873856541,0.46128467348,0.374616795819,0.365231765885,,,,,,
68,0.449673032508,0.349496242093,0.465475293233,0.457182398177,0.371782143273,0.362365536736,,,,,,
69,0.444662278052,0.348152469206,0.4643290534,0.455401769173,0.370217376103,0.360750014742,,,,,,
70,0.442959992657,0.345646600247,0.463188639103,0.45504867213,0.367301632623,0.359013789536,,,,,,
71,0.440593057632,0.344672315132,0.460656819218,0.451602544468,0.363971299807,0.357711674041,,,,,,
72,0.438244822873,0.343908883305,0.458155045246,0.450575747082,0.363016018416,0.357060065321,,,,,,
73,0.437764749485,0.342985855961,0.456836494711,0.449182799291,0.361902516093,0.355895393836,,,,,,
74,0.436113534043,0.341188558651,0.455121303089,0.4479408918,0.360303438573,0.354632233284,,,,,,
75,0.432654494007,0.33897145119,0.454182033919,0.444909677166,0.357990905119,0.352875813347,,,,,,
76,0.43137216258,0.338021715131,0.453099295854,0.441979675793,0.357566741007,0.35161158133,,,,,,
77,0.427101990241,0.336023638286,0.450903725334,0.436073343216,0.355871424029,0.349498724604,,,,,,
78,0.425235103197,0.334615872044,0.448673438832,0.433302029701,0.354426909036,0.347749819831,,,,,,
79,0.423636462352,0.327602607074,0.443679784657,0.42822010989,0.346545108079,0.34023346167,,,,,,
80,0.421241193436,0.325977656478,0.440322081209,0.425454316777,0.34498750342,0.338580080458,,,,,,
81,0.419425059695,0.323616689454,0.436683064321,0.422865719936,0.343717386328,0.337525101849,,,,,,
82,0.41893782971,0.322632449618,0.436187775965,0.41892271893,0.342290206293,0.336759187673,,,,,,
83,0.416081437888,0.32148900798,0.433502078468,0.416297586084,0.340083275422,0.335360228387,,,,,,
84,0.413340447877,0.321235570754,0.431514473628,0.414385421473,0.339578795404,0.334294261323,,,,,,
85,0.4106229835,0.3177567904,0.427691724142,0.411055100161,0.335719220028,0.33063632437,,,,,,
86,0.409834502475,0.315343668197,0.421640373613,0.40941032638,0.333428763519,0.32886036555,,,,,,
87,0.407943606801,0.314289042567,0.417473631083,0.407837408335,0.332535740407,0.327737335276,,,,,,
88,0.406770591357,0.313878578636,0.414167227875,0.406740228883,0.331016454757,0.326597717441,,,,,,
89,0.402273158433,0.313298277498,0.409481702669,0.40634963717,0.32991250303,0.325726195306,,,,,,
90,0.40208164865,0.311970488942,0.408945560734,0.40605931307,0.328414781598,0.325168596654,,,,,,
91,0.399219076743,0.311152230799,0.408181489984,0.404379453185,0.327561239135,0.324425254925,,,,,,
92,0.397606990508,0.309391234042,0.406065332534,0.402085047725,0.32613412077,0.322757227358,,,,,,
93,0.395039627028,0.308615978759,0.400337509498,0.399013330348,0.324070953976,0.320979601754,,,,,,
94,0.393376665717,0.307996363366,0.392979131195,0.395739895803,0.323206637238,0.319989451563,,,,,,
95,0.391493160956,0.307379058718,0.389944920684,0.394554659846,0.322365815804,0.318786251865,,,,,,
96,0.389747060061,0.30663360832,0.389933042192,0.392996639552,0.31948648832,0.318000859732,,,,,,
97,0.388519056153,0.305403028627,0.388215554286,0.391744879566,0.318673852395,0.317256637945,,,,,,
98,0.387595993445,0.304539901279,0.38804096203,0.390956435243,0.318103650281,0.316506228759,,,,,,
99,0.386732097881,0.303470433299,0.386494752829,0.39012193002,0.315543363838,0.315569307578,,,,,,
100,0.38621051239,0.302918555569,0.385827634887,0.388943883466,0.314840683234,0.314897109506,,,,,,
