Time(Iteration),LinUCB_new,LinUCB
0,8.02216750858,8.02216750858
1,16.6098481389,16.6098481389
2,25.5527622019,25.5527622019
3,34.267249532,34.267249532
4,38.6789800215,38.6789800215
5,45.6703979749,45.3963196562
6,50.8322623556,51.0392460163
7,54.7996633789,54.9190815575
8,59.7650125399,60.4176285396
9,62.6635303829,63.5462312858
10,65.1322619716,66.1882677083
11,68.822426088,70.0371871603
12,71.6770723691,72.8307896534
13,73.8964174693,75.83029333
14,74.9419421841,77.850462347
15,76.581017537,79.8093909674
16,77.1367187897,80.7019243181
17,78.7185469413,82.287210428
18,79.9116092959,83.0565683586
19,81.1373363889,84.4376375158
20,82.0696833339,85.227217846
21,82.4615132212,86.077984202
22,83.3630813241,86.9236891933
23,83.8379204368,87.5987086917
24,84.2260430534,88.119888322
25,85.1460973071,89.2909919379
26,85.5931361595,89.6899807043
27,86.0192792567,90.2791940285
28,86.3455434038,90.8115692224
29,87.2567495205,92.0582112089
30,87.4931958281,92.8099039945
31,88.1707234951,93.6600431902
32,88.5887806501,94.2263094985
33,89.1977636784,95.1656016313
34,89.3181256672,95.3455906221
35,89.8225224096,96.3884036584
36,90.1320274212,96.8361218498
37,90.3088169733,96.9695762979
38,90.8983143676,97.7570213592
39,91.1230564179,98.0691979323
40,91.46417175,98.7339731464
41,91.9039120788,99.3161327362
42,92.0851507183,99.6233513619
43,92.2979361252,100.276219721
44,92.4543997763,100.635989484
45,92.5688926629,100.931937236
46,92.6637928382,101.117019502
47,92.6672032492,101.121805722
48,93.186200655,101.906283426
49,93.3733261462,102.332698847
50,93.5030661674,102.55267013
51,93.9554522578,102.911009408
52,94.365930102,103.615561293
53,94.4549055675,104.047869635
54,94.6255169694,104.272514727
55,94.890268607,104.360135304
56,95.1075600286,104.614686039
57,95.2241094784,104.741573628
58,95.517386417,105.216676129
59,95.8271457198,105.592905924
60,95.9774079296,106.247155598
61,96.12526268,106.627317899
62,96.1321754353,106.787743546
63,96.2176223052,106.971248174
64,96.3861186808,107.299863266
65,96.6517032857,107.615098816
66,96.8201834703,108.064226375
67,97.2116273823,108.488026251
68,97.6970353328,109.038389221
69,97.905025089,109.12788577
70,98.3394055667,109.771367505
71,98.4036592055,110.112594552
72,98.5386290864,110.371631944
73,98.5536426164,110.4258478
74,98.8147279602,110.518167764
75,98.9130561079,110.622158722
76,99.1654938245,110.978767534
77,99.310588279,111.139587656
78,99.6645996344,111.43337473
79,99.6913055503,111.613102984
80,100.038264794,112.18333248
81,100.163565592,112.306491071
82,100.301497453,112.489778983
83,100.301497453,112.497707795
84,100.507448075,112.750006876
85,100.558324715,112.949331821
86,100.583544813,112.974551919
87,100.615573311,113.185551425
88,100.785215866,113.337969241
89,100.897739367,113.377630694
90,101.150947368,113.630838695
91,101.430886564,113.82165113
92,101.495871055,113.853526483
93,101.612322558,113.959811729
94,101.764038434,114.073653586
95,101.766331563,114.080105661
96,101.879126013,114.192900111
97,102.02004317,114.328562907
98,102.134561165,114.344508816
99,102.166801136,114.376748786
100,102.269907221,114.509148414
101,102.290833448,114.619258602
102,102.617379786,114.94580494
103,102.677279867,114.962394792
104,102.746894728,115.028673957
105,102.811810004,115.107502061
106,102.811810004,115.112617159
107,103.243855378,115.47641956
108,103.338513979,115.537460863
109,103.603993113,115.700329636
110,103.663335216,115.807504984
111,103.695758287,115.834738903
112,103.804106066,115.943086683
113,103.809194226,116.006497471
114,104.050837715,116.070260727
115,104.249611537,116.149189902
116,104.26062722,116.162242829
117,104.306475565,116.319129341
118,104.389909954,116.360775535
119,104.4253821,116.379798868
120,104.890595319,116.572671429
121,104.997885169,116.572671429
122,105.036706089,116.75021879
123,105.036706089,116.75021879
124,105.058996534,116.855121521
125,105.159181975,117.124676165
126,105.313904265,117.240748865
127,105.367766943,117.295689569
128,105.567460336,117.509871969
129,105.659558791,117.569684198
130,105.866649703,117.687043864
131,105.887269743,117.69113738
132,105.887269743,117.69113738
133,105.924263355,117.715038702
134,105.975269694,117.948080914
135,106.145735515,118.253555433
136,106.255767915,118.363587833
137,106.36761796,118.370272184
138,106.386288094,118.382377441
139,106.50316262,118.425806287
140,106.596824683,118.51946835
141,106.823590346,118.669368434
142,107.143514767,118.972322817
143,107.326465858,119.155273908
144,107.353689025,119.172666516
145,107.437864735,119.204022961
146,107.559553498,119.300122702
147,107.588963137,119.329532342
148,107.598336439,119.382459594
149,107.827715331,119.470462833
150,107.955955829,119.651367013
151,108.085454904,119.651367013
152,108.086027433,119.651939542
153,108.243771488,119.797990727
154,108.272709274,119.826928513
155,108.597936372,120.140963245
156,108.651798871,120.546029433
157,108.651798871,120.546029433
158,108.738732177,120.552666379
159,108.810357162,120.552666379
160,108.824736352,120.671951145
161,108.897884994,120.788798011
162,109.026553342,120.848449874
163,109.04672117,121.084531984
164,109.145699026,121.195928173
165,109.20692461,121.320530986
166,109.33662374,121.450453987
167,109.546552797,121.578913062
168,109.577121727,121.583826281
169,109.702772021,121.820422243
170,109.72941085,121.824583651
171,109.803479372,121.869791347
172,109.803479372,121.879845514
173,109.909591569,121.940166486
174,109.933575131,121.964150048
175,109.950758909,121.984724758
176,110.018226924,122.085389765
177,110.021934353,122.10207456
