Time(Iteration),CAB,CAB_original
0,6.70320553072,7.69830165351
1,13.7450201703,13.1108796557
2,18.2617881692,17.6492163617
3,22.0629727173,19.9463521453
4,25.1626991797,23.0660384309
5,27.6523477212,25.7071855073
6,30.2804960133,27.2963868255
7,32.1695582666,28.7935787168
8,33.2073170869,31.0992345777
9,34.929859912,32.4518846719
10,36.6212619647,34.1342497724
11,37.7313647364,35.5357069121
12,39.4412415757,37.2537533686
13,40.3306803623,38.1533849098
14,41.1075027043,39.3093432353
15,42.4686269461,40.2533223671
16,43.2308494885,41.0482089341
17,43.9749411286,41.9341247643
18,45.239124461,43.173919488
19,46.6484095162,44.4690382201
20,47.6742685894,45.6728130838
21,48.1069737425,46.346877991
22,48.8963959645,47.0890672401
23,49.3940169392,47.5140408282
24,49.8002806847,47.9447197611
25,50.2641476237,48.3695376747
26,50.7590914023,48.7939221463
27,51.1185180107,49.3156314444
28,51.6762631865,49.5490431804
29,52.0605968202,49.9723089639
30,52.5174786565,50.1024256906
31,52.9385975174,50.6741080729
32,53.1140586725,50.7970861326
33,53.3784612263,51.215951876
34,54.0484471512,51.5377604409
35,54.8197031487,52.1403575334
36,55.1468516527,52.337360302
37,55.3995669744,52.7502589224
38,55.5563021243,52.9846822532
39,55.6981189997,53.0375002251
40,56.0141040727,53.2573039381
41,56.1737050364,53.5912575287
42,56.5868857929,53.7630757018
43,56.6125537919,53.9012341471
44,56.7456502902,54.0618464874
45,56.8962422676,54.120232045
46,57.159964531,54.459691987
47,57.5781626049,54.6127267268
48,57.7333564913,54.9197864721
49,57.8750961793,55.1175183543
50,58.1181407182,55.5122876706
51,58.345517414,55.9608089762
52,58.4892244003,56.2934953549
53,58.6301586158,56.5342480864
54,58.7512503482,56.5806359059
55,58.8548240921,56.6176718973
56,58.9007939221,56.6979069664
57,58.9428324855,56.8368430676
58,59.1369080972,57.0524854878
59,59.3954078459,57.3368065407
60,59.4979171567,57.3793483385
61,59.6418369658,57.453560215
62,59.6675561917,57.6244830612
63,59.7217785698,57.7002018973
64,59.9442980042,58.0661110197
65,59.961347335,58.1871127467
66,60.0188346858,58.2089367991
67,60.3269558163,58.3552369444
68,60.3606160461,58.5343050081
69,60.3744295611,58.6640029405
70,60.534954805,58.7594460403
71,60.5721602131,58.826147652
72,60.5721602131,58.8400194736
73,60.6813425344,59.0761755674
74,60.74581519,59.2861789286
75,60.8125922079,59.3277208482
76,60.9584570309,59.4406079362
77,61.0260520347,59.4526057704
78,61.0753602647,59.6545939418
79,61.1088157717,59.7435767754
80,61.1688257729,59.8130180074
81,61.1891171949,59.8302674896
82,61.1891171949,60.0340573716
83,61.2134158429,60.1855915116
84,61.2198023221,60.1956071824
85,61.2229579708,60.3046371079
86,61.4140624558,60.4957415929
87,61.4364473457,60.5181264828
88,61.4432921551,60.5790405722
89,61.4470957446,60.5841889824
90,61.4804346935,60.5887977434
91,61.493161836,60.5942670225
92,61.5197476434,60.6618997126
93,61.5289394406,60.6715708315
94,61.536586726,60.705005118
95,61.8054952185,61.0868599255
96,61.8314372763,61.234241612
97,61.8322423496,61.2350466853
98,61.8834480156,61.3428602618
99,61.8847928363,61.3462905396
