Time(Iteration),CAB_idealNew,CAB_original,CAB_optimal,LinUCB
58,50.8335224766,55.1175331089,38.1694490749,55.6452120073
59,51.0148697225,55.2581898657,38.2701581292,55.7947476182
60,51.0148697225,55.4378174614,38.310189524,55.8070437549
61,51.0738590574,55.6114820187,38.3250560848,55.8377818981
62,51.1117953914,55.6768837429,38.3629924189,55.9865093413
63,51.1813575644,55.8088912923,38.3984529048,56.0339603789
64,51.2977722056,56.1898212569,38.4934871665,56.1918829031
65,51.3526152369,56.4523947471,38.5483301978,56.2824487562
66,51.444598478,56.5266799407,38.6155270935,56.3786989543
67,51.4652730882,56.7230047374,38.6877306765,56.5171777562
68,51.526914241,56.9055302895,38.6949059988,56.5553488792
69,51.583644535,57.2186079204,38.6949059988,56.6563100914
70,51.5904628088,57.3142268267,38.6965161593,56.6617948012
71,51.6597938812,57.4405415758,38.7102189841,56.7771090177
72,51.7658299186,57.6364628989,38.7265591335,56.8680843508
73,51.8058050425,57.8763449782,38.8687098652,56.9011008018
74,51.8177056339,58.215544166,38.9379653998,57.1658869064
75,51.8255286235,58.3287658529,38.9457178963,57.2695517059
76,51.8255286235,58.3971313672,38.9655702225,57.3565456642
77,51.9812276364,58.6790392381,39.2101578864,57.7402923567
78,51.9851985763,59.1382131104,39.2141288263,57.9527674971
79,52.0051960986,59.2061540601,39.2492916452,58.0037833506
80,52.0109048484,59.2433581424,39.3031305673,58.1489740859
81,52.0590749501,59.4382045407,39.3249511804,58.1681540092
82,52.1145627264,59.4789477577,39.3755325431,58.2413555923
83,52.1357945366,59.738615432,39.3886760768,58.3945030541
84,52.1544403795,59.9953377629,39.4818849687,58.4252816495
85,52.1549786047,60.0232620601,39.4818849687,58.4366012385
86,52.1792882017,60.0934953849,39.5199102837,58.4690770031
87,52.1792882017,60.396782531,39.5199102837,58.5936564501
88,52.2048020779,60.4640500957,39.5805390888,58.6130504396
89,52.2048020779,60.7883499205,39.5872846393,58.8303610185
90,52.2200282769,61.1158157646,39.6134959362,58.8303610185
91,52.2246680792,61.3069622171,39.6134959362,58.9597448776
92,52.2719086777,61.6103408715,39.645259477,59.1859488041
93,52.320453503,61.956663745,39.7008501953,59.1862546005
94,52.320453503,62.0430585381,39.7008501953,59.2113274682
95,52.3404602634,62.2689141482,39.7382745939,59.2522346027
96,52.3439034237,62.3299984197,39.7527301209,59.255677763
97,52.3439034237,62.3795517944,39.7527301209,59.255677763
98,52.3549716146,62.442755687,39.7527301209,59.3657586421
99,52.4138039301,62.6235487861,39.8564331579,59.4923081807
100,52.4398282095,62.8260597044,39.8824574373,59.51833246
101,52.4697519843,62.9746068744,39.893563623,59.6582749377
102,52.5199745204,63.1289703178,39.8962059634,59.709271775
103,52.5273267944,63.1448561293,39.9225026538,59.7211748505
104,52.5299413941,63.1905723629,39.9348073457,59.7663060784
105,52.5301793121,63.4876571848,39.9360659566,59.8324309771
106,52.5502444008,63.5792454099,39.941792002,59.8435074328
107,52.5980907137,63.7740296429,39.962747578,59.8986631225
108,52.6317640154,63.8190962313,39.9964208797,59.9356291836
109,52.6317640154,63.8190962313,39.9964208797,59.9356291836
110,52.6544082411,64.1431516274,40.0086726072,59.9699192846
111,52.6866810801,64.2340970659,40.032820048,60.0245546574
112,52.7111149388,64.437602569,40.0570086906,60.0835843054
113,52.7324883909,64.5808744344,40.0759439824,60.1365646022
114,52.7664244193,64.5826697893,40.1098800107,60.3282803344
115,52.8446651729,64.634491485,40.1983755265,60.3690058982
116,52.8729251044,64.7367909298,40.1990689894,60.3690058982
117,52.9124782814,64.7930229343,40.2432105702,60.4132586585
118,52.9124782814,64.9193723681,40.2592871719,60.5650335224
119,52.9482860684,64.9448253808,40.2939227229,60.6008413094
120,52.9538669689,65.0674578054,40.2995036234,60.6107800089
121,53.0160506725,65.4198707666,40.3755195379,60.6371340618
122,53.0200980546,65.5503936514,40.3755195379,60.7392833249
123,53.0200980546,65.5735023821,40.3781095804,60.7392833249
124,53.0200980546,65.6326993759,40.3781095804,60.7740164364
125,53.0378818449,65.7122698741,40.4558346633,60.8300314402
126,53.0378818449,66.0222151866,40.4558346633,60.8849446477
127,53.0482826045,66.0939072861,40.4662354229,60.8874217681
128,53.0635842976,66.2392329984,40.4815371159,60.9440502769
129,53.1146073922,66.2812066143,40.5332459624,60.9486935393
130,53.1296940201,66.323637953,40.5483325903,60.9800785637
131,53.1296940201,66.3970404061,40.582168192,61.0467438686
132,53.1297265594,66.510392565,40.5833322038,61.124752025
133,53.1775676538,66.60650535,40.6311732981,61.1328822179
134,53.1988215625,66.6272263416,40.6522113531,61.1328822179
135,53.1988215625,66.694458956,40.6522113531,61.1328822179
136,53.2503450392,66.8170134991,40.6832654613,61.2643818112
137,53.2964436697,66.9135515376,40.7135174426,61.473964351
138,53.2964436697,66.9923990251,40.7135174426,61.5446625228
139,53.3045901318,67.1508596399,40.7182351288,61.5860151883
140,53.3778948925,67.1996674171,40.7930448016,61.6133748227
141,53.3816366852,67.2205078533,40.7947715191,61.6153898979
142,53.4444005227,67.2995551143,40.9170337088,61.7436297007
143,53.4635539527,67.4959918599,41.0178801351,61.8181260307
144,53.4749680968,67.5340617986,41.0178801351,61.8570904015
145,53.4843430193,67.631455493,41.0448400004,61.999616466
146,53.496033568,67.6940134346,41.0503045199,61.999616466
147,53.5192736203,67.8777096801,41.1129212018,62.0436069113
148,53.5394734022,67.9068796462,41.1331209838,62.0638066933
149,53.5403819547,67.9304039682,41.1340295362,62.0664490904
150,53.5434198067,68.0006670896,41.1611776922,62.0881883138
151,53.5453170709,68.0136803272,41.1630749565,62.1384808184
152,53.5453170709,68.0274622794,41.1880854203,62.2170424252
153,53.5649304192,68.112080974,41.2076987686,62.2170424252
154,53.5798205981,68.1355466088,41.269804598,62.2261523482
155,53.6029540778,68.1463795178,41.2929380778,62.2628653643
156,53.6034626868,68.2088026591,41.2934466867,62.2633739732
157,53.6260919572,68.2694775456,41.3174714272,62.2860032436
158,53.6522233938,68.3006446852,41.3436028638,62.3218804677
159,53.6747825444,68.3395681084,41.3618975157,62.3605655616
160,53.6747825444,68.390414062,41.3618975157,62.3713890427
161,53.6747825444,68.4058110354,41.3618975157,62.3749657109
162,53.6868389812,68.5515507309,41.3767579956,62.3898261908
163,53.7081099861,68.6113285575,41.3767579956,62.40279823
164,53.7126081408,68.6113285575,41.3812561504,62.4460192067
165,53.7478563554,68.646576772,41.4165043649,62.4546517456
166,53.7635071471,68.682447986,41.4321551567,62.4703025373
167,53.769973278,68.7595909721,41.4386212876,62.479317535
168,53.7798028992,68.779771923,41.4484509087,62.6738901208
169,53.8028957192,68.8154255566,41.4549640372,62.6807637625
170,53.8263764054,68.8389395079,41.4784447233,62.7006052961
171,53.9031092359,68.8785185083,41.5227640632,62.7789419842
172,53.9148489257,68.9018489344,41.5329308601,62.8047848378
173,53.9457685885,68.9783003294,41.5913188803,62.8357045006
174,53.9457685885,68.9783003294,41.5913188803,62.8357045006
175,53.9457685885,69.0192773549,41.5913188803,62.862265692
176,53.9457685885,69.2767407757,41.5913188803,62.862265692
177,53.9457685885,69.2831197974,41.5913188803,62.862265692
178,53.957845751,69.3160724564,41.5935821636,62.8821281429
179,53.957845751,69.3254404753,41.6029501824,62.8941137405
180,53.9692439704,69.3752143549,41.6143484019,62.9553790782
181,53.9714304569,69.3951927142,41.6165348884,63.0018341164
182,53.9908783893,69.4576682018,41.6359828207,63.0222435951
183,53.9908783893,69.5039177045,41.6359828207,63.0356096113
184,54.0111724931,69.5456579881,41.6359828207,63.0958562908
185,54.0168662154,69.571993965,41.6416765431,63.1327008828
186,54.0417790043,69.5804881399,41.6424319799,63.1334563197
187,54.0417790043,69.6139603613,41.6424319799,63.1539804192
188,54.117397884,69.6696927741,41.667203457,63.1620166869
189,54.117397884,69.6696927741,41.667203457,63.1620166869
190,54.117397884,69.7289403588,41.667203457,63.1620166869
191,54.1261791096,69.798175579,41.6750598033,63.1671996038
192,54.1351498499,69.8186634419,41.6814090576,63.2988928298
193,54.1810195667,69.8534465182,41.7233923477,63.3027792565
194,54.2084312747,69.8934157172,41.7508040557,63.332726474
195,54.2084312747,69.8934157172,41.7508040557,63.3400147976
196,54.2558159744,69.9423669379,41.7959308321,63.3473863512
197,54.2570013855,69.943552349,41.7971162432,63.3485717623
198,54.2609663611,69.943552349,41.8081888908,63.3661822103
199,54.2672892144,70.0013956881,41.8218424727,63.3970424689
