Time(Iteration),LinUCB
0,1.56644030095
1,3.64969397117
2,5.64355327153
3,7.97961121543
4,9.1876628844
5,10.8459026365
6,12.6214209897
7,14.1641758337
8,15.7036677207
9,17.5233866886
10,19.1686149642
11,20.6854514422
12,22.4072280789
13,24.2442988968
14,25.5410402932
15,26.6391715026
16,28.3077732445
17,29.3985597297
18,30.5112386443
19,32.0137236672
20,33.3281081475
21,35.0749342684
22,36.7387021912
23,38.0374541772
24,38.9606208516
25,39.9798275879
26,41.012537861
27,41.9607232633
28,43.0646312385
29,44.7196587485
30,46.1031090885
31,47.0807796821
32,48.3221012487
33,49.3466867179
34,50.4475396156
35,51.4887757929
36,52.5208357389
37,53.7504853077
38,54.7886397946
39,55.6011491898
40,56.1533794152
41,57.2293848711
42,57.8991282342
43,58.7906671795
44,59.3685200378
45,59.9011326062
46,60.9437521798
47,61.7611780093
48,62.4681807808
49,63.2355132687
50,64.1470056643
51,64.9462541831
52,65.8470013275
53,66.5068573519
54,66.9096554649
55,67.4767603627
56,68.10202172
57,69.0266343765
58,69.4635015694
59,69.9909574586
60,70.4775391393
61,71.0187307404
62,71.4817480252
63,72.2167683152
64,72.8044402698
65,73.4002459273
66,73.8932846879
67,74.6577815887
68,75.4059385417
69,76.037603711
70,76.5069135946
71,76.9116252283
72,77.4315858699
73,77.9560722934
74,78.2972020917
75,78.7608344512
76,79.4328499137
77,80.199734297
78,80.7270126543
79,81.1995364433
80,81.7714143536
81,82.2985440658
82,83.0394821044
83,83.5925267873
84,84.1434120739
85,84.793354124
86,85.232797072
87,85.7626487438
88,85.9137271992
89,86.0501540749
90,86.715800991
91,87.2646591794
92,87.4376419962
93,87.6476056973
94,88.1486817277
95,88.590472773
96,89.0907569813
97,89.6521440034
98,90.2760758861
99,90.6427212703
100,91.0309114308
101,91.3623267038
102,91.724734999
103,92.3275211003
104,92.8548373258
105,93.2905892299
106,93.7463185695
107,94.1843943188
108,94.7321268812
109,94.9331114504
110,95.2117939859
111,95.7375116803
112,96.1267551766
113,96.6062981302
114,96.8268382671
115,97.0152267691
116,97.4676153013
117,97.9023498152
118,98.1321500376
119,98.3540747865
120,98.8281724609
121,99.2542464099
122,99.4741065271
123,99.7804240966
124,100.038999466
125,100.45421138
126,100.767613674
127,101.096155031
128,101.462732317
129,101.955942968
130,102.324809381
131,102.506751328
132,102.6913481
133,102.983123765
134,103.242938033
135,103.512912706
136,103.691849392
137,104.024150975
138,104.266896933
139,104.45279552
140,104.70609435
141,105.005006185
142,105.31669393
143,105.528872024
144,105.796055324
145,106.130541368
146,106.455796332
147,106.700600863
148,107.015445968
149,107.271832973
150,107.62334703
151,108.068143556
152,108.301780528
153,108.533499996
154,108.875913408
155,109.089509383
156,109.305509707
157,109.445973086
158,109.592774567
159,109.722195636
160,110.0301939
161,110.224138361
162,110.399182484
163,110.609369993
164,110.824714596
165,111.058491207
166,111.332362066
167,111.410203223
168,111.62984719
169,111.818088815
170,111.989291
171,112.274314303
172,112.532607011
173,112.917130412
174,113.084621591
175,113.340011984
176,113.585768344
177,113.812199833
178,114.023295322
179,114.298571972
180,114.610771682
181,114.902856339
