Time(Iteration),LinUCB
182,115.076947136
183,115.448829445
184,115.679220034
185,115.892440569
186,116.235135398
187,116.434315473
188,116.574948676
189,116.78406802
190,116.989757095
191,117.189521087
192,117.619606871
193,117.810934471
194,118.026265722
195,118.218325475
196,118.504547645
197,118.66180583
198,118.934241823
199,119.182236571
200,119.315721548
201,119.522945606
202,119.781258702
203,119.945700314
204,120.19843185
205,120.425025004
206,120.607222853
207,120.845444135
208,120.945421938
209,121.277234483
210,121.397802108
211,121.619251171
212,121.773860558
213,121.921100285
214,122.293556944
215,122.418223682
216,122.696657372
217,123.026451779
218,123.285816342
219,123.391907803
220,123.588455308
221,123.733520651
222,123.837720286
223,123.975955787
224,124.111844555
225,124.27910066
226,124.436332093
227,124.60996093
228,124.761076423
229,124.897674318
230,125.037479699
231,125.324311703
232,125.435643074
233,125.571378642
234,125.773132884
235,126.07245933
236,126.238306189
237,126.460321396
238,126.662590808
239,126.761993176
240,127.08978591
241,127.355854025
242,127.463548943
243,127.611653858
244,127.72037729
245,127.971947839
246,128.138023693
247,128.27707799
248,128.424752681
249,128.635643272
250,128.717564803
251,128.915906361
252,129.020701156
253,129.21186319
254,129.261831086
255,129.451831193
256,129.506353632
257,129.593155602
258,129.612024327
259,129.780347659
260,130.006456543
261,130.125725068
262,130.352082319
263,130.445944268
264,130.59850551
265,130.709343446
266,130.814891663
267,130.966927189
268,131.14065394
269,131.248347573
270,131.331304474
271,131.478518718
272,131.603720753
273,131.810851808
274,131.895849958
275,131.96008451
276,132.114609917
277,132.259554955
278,132.351788788
279,132.530971492
280,132.692818061
281,132.845917359
282,133.041477017
283,133.306362806
284,133.537444372
285,133.784308911
286,133.843205559
287,133.894136264
288,133.956346739
289,134.060319682
290,134.162546039
291,134.317046672
292,134.397236083
293,134.579396434
294,134.681375228
295,134.930679809
296,135.075936721
297,135.129620778
298,135.221215905
299,135.344519642
300,135.509953934
301,135.646893913
302,135.82711191
303,135.93997288
304,136.011301975
305,136.147107858
306,136.275304189
307,136.460171765
308,136.596548381
309,136.686630099
310,136.731309506
311,136.805368612
312,137.04512113
313,137.104763378
314,137.226356404
315,137.283895984
316,137.412722061
317,137.495770434
318,137.652362338
319,137.705538113
320,137.82290793
321,137.921871878
322,138.047549004
323,138.236616559
324,138.285483236
325,138.46805687
326,138.63971457
327,138.81401043
328,138.956461641
329,139.016329429
330,139.050077576
331,139.176461423
332,139.243167184
333,139.315953714
334,139.524152419
335,139.682352479
336,139.777717791
337,139.996696772
338,140.071820887
339,140.176131785
340,140.22593608
341,140.358011476
342,140.377469181
343,140.585644538
344,140.679830543
345,140.784115025
346,140.846451844
347,141.004574073
348,141.140642663
349,141.203068054
350,141.293920609
351,141.441838907
352,141.474676658
353,141.583336569
354,141.729482164
355,141.789803846
356,141.905040665
357,141.944687371
358,142.056348489
359,142.2263207
360,142.310725175
361,142.384343002
362,142.400534067
363,142.530556629
364,142.641383236
365,142.828676994
366,142.995183031
367,143.145130902
368,143.293262066
369,143.366133959
370,143.404375173
371,143.447875689
372,143.498638848
373,143.577207845
374,143.67382014
375,143.706128761
376,143.775836876
377,143.91905032
378,144.028523773
379,144.09376395
380,144.221010496
381,144.429210096
382,144.483254424
383,144.608057519
384,144.790018173
385,144.881473301
386,144.953198897
387,145.027704571
388,145.102232172
389,145.157790587
390,145.297942485
391,145.342394815
392,145.404062199
393,145.452959941
394,145.620283374
395,145.667186185
396,145.8624413
397,145.974820196
398,146.017256696
399,146.11743055
400,146.233673353
401,146.297415134
402,146.421189711
403,146.524480187
404,146.57279736
405,146.735958313
406,146.867574301
407,146.98595549
408,147.12226096
409,147.201260414
410,147.312199978
411,147.365915261
412,147.428468996
413,147.526087444
414,147.640724408
415,147.742680638
416,147.876425383
417,147.989802815
418,148.174683577
419,148.270141063
420,148.434516886
421,148.513115153
422,148.61731016
423,148.733619425
424,148.892148329
425,149.000404461
426,149.111493567
427,149.123410098
428,149.287308315
429,149.366479761
430,149.41091263
431,149.518320442
432,149.603541668
433,149.636546071
434,149.752659775
435,149.817598752
436,149.871841736
437,149.992298166
438,150.090509774
439,150.249041529
440,150.347621018
441,150.376318512
442,150.435379364
443,150.483695993
444,150.603216698
445,150.685256613
446,150.769671836
447,150.969199576
448,151.075448627
449,151.16551233
450,151.209867169
451,151.261567871
452,151.32579342
453,151.360576252
454,151.433430972
455,151.522321656
456,151.545532292
457,151.602376097
458,151.675034284
459,151.76835428
460,151.826251213
461,151.89333124
462,151.938786827
463,152.033823626
464,152.16219573
465,152.211163128
466,152.284556407
467,152.314353581
468,152.400257892
469,152.58374647
470,152.750733128
471,152.812873803
472,152.967029801
473,153.024466213
474,153.145265906
475,153.214224862
476,153.278578223
477,153.411815315
478,153.49426467
479,153.537884182
480,153.68459251
481,153.8023756
482,153.935086053
483,153.992901087
484,154.12803365
485,154.222502157
486,154.298365251
487,154.381609649
488,154.477501647
489,154.570798534
490,154.596930427
491,154.634527482
492,154.687019256
493,154.754749936
494,154.880382139
495,155.018703144
496,155.203328289
497,155.326519305
498,155.387182506
499,155.512497756
