Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,7.82171118764,7.82171118764,7.82171118764,7.99198676228
1,13.8160583245,15.5139200434,10.2266249397,14.4210441814
2,17.888607617,20.4068984923,12.0552624545,19.0384905934
3,21.3413622363,24.4350319059,13.0341454497,23.3016884917
4,24.3191532662,27.2414461347,14.9774834639,27.4026926303
5,26.7605122358,29.2231387522,15.8341229356,30.2542674221
6,30.0694180322,31.9406184504,16.6520504512,33.700143093
7,32.0796256256,34.4046003926,17.4134277335,36.1493532935
8,33.7729815899,37.1867180765,18.3906548427,39.0166506368
9,35.3187306323,38.6081648086,18.7887239735,40.8601507385
10,37.3094913468,40.4349971072,19.5449081652,42.8752294802
11,39.1064814349,42.3863153456,20.0117499237,45.1076663081
12,40.6042245181,43.4628018539,20.1225868663,47.0006326615
13,41.5451684881,44.3894856519,20.3697096017,48.6648574795
14,42.6671992712,45.2222895345,20.5158806629,49.690561156
15,43.9858327764,45.9044256955,20.5951715758,51.1047106069
16,45.1321577184,46.3325450283,20.9292764088,52.1249939701
17,46.738096487,47.3343407755,21.1455422088,54.0751541407
18,47.8895897665,48.2922130827,21.3128551232,55.2371003009
19,48.9687210984,48.709161679,21.5424728574,56.7379154574
20,50.1661478591,49.1532321027,22.0661401814,57.7332753437
21,51.0192114539,50.1836765978,22.2276601042,58.7292839984
22,52.3099285472,51.0401069941,22.6079185056,60.2224728973
23,53.8487901087,51.8209365669,22.768259517,61.6227977815
24,54.5775269926,52.6903624367,22.9225043173,62.4387144711
25,55.9612833586,53.4940862265,23.1293552309,63.6551682385
26,56.7218335928,54.1782036786,23.2733931907,64.6715964886
27,57.8701957948,54.6037798058,23.3743088534,66.0844055824
28,58.399746191,55.0247436197,23.5601222801,66.8204694799
29,58.9430188943,55.3356890532,23.7113439249,67.5643207309
30,59.7525167881,55.9045795272,24.1000932799,68.1169400979
31,60.5159597571,56.702981567,24.5302217587,68.6926374243
32,60.7543210183,57.2081489711,24.6288168801,69.2295379238
33,61.1175875899,57.644008094,24.7865135026,70.0532561035
34,61.328842445,58.3279195067,24.9146503543,70.5516039975
35,61.6510294589,59.2139464579,25.2461968358,71.3321300105
36,61.9685774459,59.5796799531,25.5534284759,71.9324432069
37,62.1745169216,59.9663515569,25.8014237173,72.563341683
38,62.1783551264,60.1255272746,25.8654494581,72.7156981526
39,62.3944556833,60.4575363039,25.9191025398,73.1067880556
40,62.6494072539,60.6886052177,25.9299987291,73.616090566
41,62.6707674929,60.8004950681,26.1420970241,74.0624591395
42,62.8090709661,61.2015958776,26.3811394966,74.4329338236
43,62.9517054284,61.5506779974,26.4953721148,74.7796713607
44,63.3066207896,62.0427913966,26.7240728416,75.3896927229
45,63.5144658238,62.5390163664,26.9135338639,75.9100844396
46,63.751184776,63.0279677653,27.0815257144,76.366171037
47,63.8885587859,63.4853434755,27.175943293,76.8216450704
48,63.9671811807,63.7510186165,27.2311316917,77.2093594062
49,64.5724741494,64.1567324201,27.4192526963,77.7076113845
50,64.6733641919,64.2010148289,27.4260704445,77.9824668624
