Time(Iteration),CAB,CAB_original
0,1.90631402469,1.90631402469
1,3.70212610236,3.70212610236
2,5.34663321777,5.34663321777
3,6.73291097094,6.73291097094
4,8.37631207488,8.37631207488
5,9.61801654828,9.61801654828
6,10.7269695351,10.7269695351
7,11.5343954086,11.5343954086
8,12.3845619618,12.3845619618
9,13.3921358675,13.3921358675
10,14.1407570374,14.1407570374
11,14.7853899514,14.7853899514
12,15.5478998517,15.5478998517
13,16.0517748388,16.0517748388
14,16.812636619,16.812636619
15,17.4316328536,17.4316328536
16,17.8189487881,17.8189487881
17,18.302247569,18.302247569
18,18.8975354514,18.8975354514
19,19.3343688528,19.3343688528
20,19.6750334341,19.6750334341
21,20.1151592757,20.1151592757
22,20.6121488084,20.6121488084
23,21.0225527137,21.0225527137
24,21.3393816351,21.3393816351
25,21.7897770509,21.7897770509
26,22.1670156232,22.1670156232
27,22.6921322836,22.6921322836
28,23.1541738179,23.1541738179
29,23.7699179937,23.7699179937
30,24.1664308875,24.1664308875
31,24.5690206401,24.5690206401
32,24.906715523,24.906715523
33,25.5046182688,25.4843129606
34,25.9943922989,25.9451923837
35,26.4016140577,26.3477438224
36,26.8161538746,26.744224953
37,27.2512112745,27.1415571317
38,27.6429446307,27.5335953954
39,28.0478052834,27.9718438457
40,28.499109829,28.4303630945
41,28.8051062676,28.753673575
42,29.1479526079,29.1213665155
43,29.7250291648,29.6984430724
44,29.9688471202,29.8998698442
45,30.3621877923,30.2932105162
46,30.6336178123,30.5979622731
47,31.0399172351,30.9655483511
48,31.3192495849,31.244880701
49,31.7398631214,31.6833657027
50,32.0772520004,32.0363452794
51,32.3606545109,32.3191894613
52,32.6659438506,32.6393047503
53,32.8773458752,32.8594058454
54,33.1065806616,33.1037887359
55,33.4319412279,33.5092718959
56,33.5758064421,33.5948721387
57,33.8532311354,33.8133663844
58,34.1301309756,34.1160208099
59,34.3469202502,34.304298741
60,34.5400908108,34.4592578635
61,34.8446857881,34.7744809499
62,35.0756966123,35.0083749483
63,35.3466203496,35.3068305933
64,35.5633646802,35.5324045592
65,35.887531652,35.8272522991
66,36.0637642677,36.0074259262
67,36.2597628705,36.1990755252
68,36.4670262057,36.3940162577
69,36.7160955589,36.615633595
70,36.9803020624,36.9200064921
71,37.2172316883,37.1113531732
72,37.3502476058,37.231369001
73,37.587932549,37.4903905944
74,37.7847347854,37.7148972876
75,38.0585038505,38.0057786998
76,38.2376793782,38.1849542274
77,38.4241671202,38.3828295043
78,38.6092870129,38.5815100001
79,38.9095366819,38.8614337202
80,39.0949585841,39.0461976425
81,39.2506653787,39.2240229469
82,39.6039255795,39.5922649379
83,39.7648329133,39.7946615599
84,39.8974285646,39.9161151045
85,39.9799582995,40.0154729288
86,40.0861752326,40.1534049775
87,40.2553790965,40.3332474993
88,40.4696356714,40.5475040743
89,40.5835278565,40.6613962593
90,40.7342375962,40.8157312538
91,40.8703855773,40.9352653567
92,40.9670491647,41.0559650175
93,41.1379084653,41.2029151634
94,41.311196697,41.4315284949
95,41.4442044096,41.5886483585
96,41.6417314732,41.8047556515
97,41.7992408352,41.9933191718
98,41.9882830629,42.1880442301
99,42.2053680648,42.4053705292
100,42.4794256145,42.70811837
101,42.7393181688,42.9562520708
102,42.8636162092,43.0805501111
103,43.0007112455,43.2373256414
104,43.1050369982,43.3468172124
105,43.2281751086,43.4699553228
106,43.2966365347,43.5486400979
107,43.4880301541,43.7469100457
108,43.6350258275,43.9155280695
109,43.8085299835,44.0710909158
110,43.928278486,44.2109628207
111,44.0702824419,44.3244728829
112,44.0900245043,44.3438271801
113,44.2155745535,44.4537298011
114,44.2988664113,44.5173042153
115,44.3849591091,44.603396913
116,44.51774,44.710461983
117,44.6369622362,44.829342914
118,44.8064694837,44.9958631132
119,44.9108843366,45.1693773966
120,45.0230671888,45.3345790511
121,45.0965324871,45.4848690156
122,45.1642589426,45.5841978604
123,45.3519298634,45.7768737832
124,45.4201481722,45.9313932048
125,45.5435209339,46.0657736536
126,45.6604378961,46.1849035566
127,45.6921441781,46.2431703702
128,45.7304376407,46.3033033549
129,45.776011159,46.3998682215
130,45.8094343864,46.4489112209
131,45.8813663031,46.5447636733
132,45.9005779879,46.7008972169
133,45.9690879297,46.8760343476
134,46.0811559163,47.0011619549
135,46.1648295656,47.1358216512
136,46.2069756048,47.1833795368
137,46.2534543998,47.3426408104
138,46.3379494582,47.5149093929
139,46.3564807585,47.5558609383
140,46.3778711974,47.6175773698
141,46.3826873185,47.6457328396
142,46.4360952199,47.7961718827
143,46.5171514974,47.9680624549
144,46.6573681591,48.17287371
145,46.6958328635,48.3190304792
146,46.7445756497,48.4476813329
147,46.7860388633,48.5722886573
148,46.7903259289,48.6474614894
149,46.8826439876,48.7846099349
150,46.9036766739,48.887231923
151,46.9036766739,49.0012339263
152,46.9197516294,49.0499234782
153,46.952357053,49.087853209
154,46.9749670434,49.1574293288
155,47.0682803324,49.2580051912
156,47.1046278017,49.3471070446
157,47.1152268087,49.4755545992
158,47.1330804877,49.4920247906
159,47.211570461,49.6215297427
160,47.2379525241,49.6709668044
161,47.2511239091,49.7381192004
162,47.2602851301,49.7602327504
163,47.2824576185,49.8170812323
164,47.2826662288,49.8727805601
165,47.3429577457,50.0179649319
166,47.3498553642,50.0307754773
167,47.3966552059,50.1167215027
168,47.4306809383,50.2156960902
169,47.4442393367,50.2415352979
170,47.4531563619,50.2549601051
171,47.4633871792,50.2880670322
172,47.4706099093,50.3822161224
173,47.4809782267,50.4261073477
174,47.5063591283,50.474234389
175,47.5456250172,50.5716980658
176,47.5708163997,50.6231070869
177,47.5747320806,50.7446402958
178,47.6405945873,50.8435162772
179,47.657317693,50.937559953
180,47.6697962929,51.0163021206
181,47.6740427902,51.0409432081
182,47.7223637307,51.1376108086
183,47.7256672924,51.1858575658
184,47.7375262547,51.2283548271
185,47.7914931863,51.3168782802
186,47.8517566448,51.4199921006
187,47.8963583855,51.546139501
188,47.937038907,51.6433746607
189,47.9501417346,51.6893161973
190,47.9531814885,51.722782023
191,47.9711246864,51.7832997574
192,48.0507381418,51.9140206306
193,48.0600565177,51.9280585688
194,48.0776741958,51.9938268979
195,48.1578508229,52.1338453327
196,48.1578508229,52.183210581
197,48.1912254288,52.2412811538
198,48.1919224886,52.2638251647
199,48.1944641611,52.3259791258
200,48.1944641611,52.3417361173
201,48.2325935208,52.3898573705
202,48.2394772739,52.434946444
203,48.2417109256,52.5115337979
204,48.3571450957,52.6143436021
205,48.3646418589,52.6759327624
206,48.3948601184,52.7597901882
207,48.4167191884,52.8668832821
208,48.4253968531,52.9233250936
209,48.4409615461,52.9641972475
210,48.4731371153,53.0370841381
211,48.4779002798,53.092202082
212,48.4848658157,53.1427305009
213,48.546111162,53.2560712649
214,48.546111162,53.2877122821
215,48.5720031293,53.3883832969
216,48.5816702379,53.4861762719
217,48.5847444649,53.5783836767
218,48.5859383319,53.6392129752
219,48.5859383319,53.6665025742
220,48.5862503893,53.6994514537
