Time(Iteration),CAB_idealNewCoTheta,CAB_originalCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.970543781733,0.963738770327,0.970543781733,0.973975145393,,,,,,
1,0.941977987867,0.928654725542,0.946357957611,0.945526556271,,,,,,
2,0.925228937857,0.905886118167,0.929183737716,0.930006956646,,,,,,
3,0.906172532215,0.884141308272,0.913765092354,0.913503094111,,,,,,
4,0.878292437444,0.863495726594,0.895695473844,0.88863899528,,,,,,
5,0.851005830387,0.849003711221,0.86060638915,0.868552748359,,,,,,
6,0.826143569053,0.833991992973,0.838726141624,0.845240763144,,,,,,
7,0.809656059955,0.821381082522,0.825934471376,0.829865795562,,,,,,
8,0.784197853653,0.804811264233,0.810042577738,0.80764293201,,,,,,
9,0.770277396862,0.781810366575,0.790873580318,0.792324262726,,,,,,
10,0.758551298092,0.770201200113,0.776844332363,0.785121324889,,,,,,
11,0.743893473613,0.758085209604,0.762374566566,0.765783318417,,,,,,
12,0.728257249334,0.742546534376,0.744163544432,0.753165088067,,,,,,
13,0.706602935999,0.730426565257,0.727426061987,0.731609664436,,,,,,
14,0.688417988276,0.723701765893,0.717372455115,0.712748603191,,,,,,
15,0.674215754995,0.714400716774,0.710039063297,0.696698513606,,,,,,
16,0.659061584277,0.705689356189,0.702025916873,0.677249289396,,,,,,
17,0.649031003679,0.690956071355,0.687059703415,0.668124970223,,,,,,
18,0.641068124614,0.682402373152,0.678743273776,0.66123656635,,,,,,
19,0.633207308827,0.679338072661,0.666966836447,0.655333512029,,,,,,
20,0.626666421452,0.674323764185,0.660490133624,0.648455226123,,,,,,
21,0.621500815209,0.666950494308,0.653932467149,0.64399346986,,,,,,
22,0.613395085357,0.663751849702,0.647778576344,0.634083431304,,,,,,
23,0.607296172114,0.656463455802,0.637725636612,0.629980825499,,,,,,
24,0.599289679296,0.655166364773,0.634939440283,0.624068129391,,,,,,
25,0.591237232571,0.649186507435,0.624501546751,0.616613080197,,,,,,
26,0.585013666962,0.646580895736,0.618431126316,0.611210795235,,,,,,
27,0.576437192922,0.640646758455,0.609803249557,0.597750422529,,,,,,
28,0.568421506094,0.636361145598,0.601035844658,0.588917679375,,,,,,
29,0.560290657579,0.628786217044,0.594272952961,0.579514346238,,,,,,
30,0.551651908928,0.622509423516,0.589662227611,0.574276197168,,,,,,
31,0.546499739105,0.619353828707,0.584426352212,0.568004854917,,,,,,
32,0.539371095286,0.614002496879,0.570575886792,0.563018807427,,,,,,
33,0.535174487696,0.61027720008,0.567088994104,0.558681719759,,,,,,
34,0.529918021691,0.604056126546,0.558471602796,0.552859010444,,,,,,
35,0.521974153697,0.591222530902,0.551379536381,0.544659802054,,,,,,
36,0.518121145504,0.581652801962,0.54935197989,0.54136672658,,,,,,
37,0.516107940659,0.580985971901,0.54683631418,0.539796498974,,,,,,
38,0.515002009471,0.576428715239,0.541910587347,0.536433890738,,,,,,
39,0.509776866796,0.573643554341,0.538307881498,0.531089964276,,,,,,
40,0.508725763418,0.57173245777,0.536939857038,0.529204413114,,,,,,
41,0.498017189481,0.567182040346,0.529894295447,0.523525293074,,,,,,
42,0.491883703071,0.562880175349,0.527854152394,0.517276836069,,,,,,
43,0.487937331846,0.559253097845,0.523610740497,0.513991248151,,,,,,
44,0.482358052316,0.557871723233,0.51954807031,0.507785817471,,,,,,
45,0.477590804007,0.552257170133,0.513080975143,0.503550596565,,,,,,
46,0.472437804351,0.549646615448,0.507073747772,0.497847214851,,,,,,
47,0.46743379262,0.546652759484,0.493885305741,0.491958364989,,,,,,
48,0.460049709711,0.542464619983,0.481762672148,0.485262628902,,,,,,
49,0.458382323078,0.5414548732,0.467328758094,0.481279962469,,,,,,
50,0.457473560486,0.538375259617,0.465138225949,0.478756426649,,,,,,
51,0.453785034317,0.536111315928,0.46178319958,0.475540162505,,,,,,
52,0.451275018341,0.533705285068,0.459058616859,0.473085853808,,,,,,
53,0.445575536667,0.529440477008,0.456976467809,0.4713603674,,,,,,
54,0.44445343932,0.525397865069,0.448006817325,0.470247668002,,,,,,
55,0.443772196112,0.521328836253,0.447472903214,0.468848910241,,,,,,
56,0.434952852796,0.512559386381,0.44145927061,0.462178095227,,,,,,
57,0.43203521624,0.510240457461,0.440149913096,0.460675663084,,,,,,
58,0.431122602543,0.508858054785,0.439801716833,0.459679385616,,,,,,
59,0.429191814617,0.505653609636,0.435715814979,0.457663692742,,,,,,
60,0.42832967379,0.502443810434,0.434231099039,0.45606268089,,,,,,
61,0.425972513338,0.49932816648,0.428188919073,0.454058008658,,,,,,
62,0.420488129748,0.497100779054,0.424567990034,0.451204130586,,,,,,
63,0.420267961874,0.495052511394,0.423403983355,0.450879232369,,,,,,
64,0.417384461389,0.49318786081,0.420695322238,0.447898932614,,,,,,
65,0.414580361141,0.49059782116,0.41776747626,0.445809017581,,,,,,
66,0.412220197705,0.488139714553,0.415395393894,0.444039034179,,,,,,
67,0.408246882622,0.4860264161,0.412259925982,0.443099300941,,,,,,
68,0.406921286075,0.485431795837,0.410520843828,0.442308819061,,,,,,
69,0.404947770914,0.481121795327,0.406609394239,0.441955831721,,,,,,
70,0.404242369481,0.478780581434,0.406198401163,0.441364770998,,,,,,
71,0.402312167386,0.477205990101,0.404303658373,0.439497792381,,,,,,
72,0.39804351123,0.474290722571,0.400512802522,0.437316420722,,,,,,
73,0.396411245745,0.467776074615,0.397093246504,0.435496491221,,,,,,
74,0.384991646393,0.466892510227,0.39369399575,0.43463164823,,,,,,
75,0.379083221404,0.464940764758,0.392294142227,0.433428931109,,,,,,
76,0.378095824472,0.46425052085,0.392255027923,0.432868301948,,,,,,
77,0.364534032452,0.457474608788,0.385679424886,0.431807757863,,,,,,
78,0.362254828651,0.449857099082,0.382879181673,0.424394588417,,,,,,
79,0.361323152466,0.442322179746,0.382703211638,0.414630481333,,,,,,
80,0.360652290128,0.441058432188,0.380559017578,0.414152233667,,,,,,
81,0.358289235293,0.439258454998,0.378753450519,0.41242015469,,,,,,
82,0.357530793467,0.437986106855,0.377961648325,0.411924065767,,,,,,
83,0.349790308458,0.435177938082,0.370429616335,0.410219244003,,,,,,
84,0.347402401751,0.433489335457,0.368903693646,0.408490866738,,,,,,
85,0.347505537236,0.433556082548,0.368889335454,0.408538910822,,,,,,
86,0.346084230868,0.43149266217,0.367257273346,0.407338364615,,,,,,
