Time(Iteration),CAB,CAB_original,LinUCB
0,7.09325681819,7.90827339053,6.13961694466
1,12.0896565953,11.5140412053,11.0232943756
2,17.6316376233,14.3540398822,14.7628796456
3,21.236096434,17.4739685027,18.0948635673
4,24.3137915563,19.4875085615,20.1285896686
5,27.6596968325,22.2578687149,22.3625115373
6,30.1432713584,24.5014397283,24.3022010211
7,32.0984994029,25.8293767066,25.3751162271
8,34.9414573666,27.195335768,27.7748201191
9,37.2452853858,28.3491446028,28.9656374573
10,40.9326939114,29.0062420028,30.7940040079
11,42.840233889,30.2804583265,31.6917209272
12,45.6864898044,31.5216080672,32.7152168764
13,47.8361397224,31.9726627541,33.2988121988
14,51.8842533856,32.4345862493,34.1121707865
15,54.5303829074,32.7507060868,34.3667883076
16,56.7918361256,33.156240205,34.9298552657
17,58.8463675752,33.53653019,35.5033077226
18,62.3910836669,34.0170676934,35.9705833403
19,64.7801154575,34.3089899783,36.2041463675
20,67.6065450351,34.4368676649,36.4262528732
21,69.5800190411,34.7753119287,36.8588041225
22,72.0902077946,35.0116513087,37.0311637049
23,74.507862086,35.5117697695,37.3691150986
24,76.9063172354,36.1265589786,37.8484621446
25,79.720793967,36.8138966784,38.3395297734
26,81.8683236805,37.6618543443,38.9803474611
27,83.4771819276,37.9610944901,39.5616758056
28,85.4708383328,38.2442388614,39.6312534689
29,87.7016586952,38.5560094075,39.9146902748
30,91.020231428,38.73348358,40.1675485433
31,93.2408144166,38.9073455221,40.4501646157
32,96.1473823476,39.1602810774,41.1194672639
33,97.9466970798,39.4114609428,41.3159416582
34,99.7126298445,40.1296507832,41.7943114564
35,102.142537516,40.6465702548,41.985781303
36,104.397211846,41.2172317859,42.4784873476
37,108.146689821,41.7208235693,43.1055110874
38,110.197859664,41.7513867849,43.3151807504
39,112.830744564,41.8892886524,43.4586549839
40,114.862170958,42.1408729598,43.6927822603
41,117.412048301,42.3439876065,44.0125906892
42,119.451914106,42.6915851988,44.3783549254
43,121.235193708,43.0785150584,44.6418544209
44,123.435428357,43.4618828353,44.9530485011
45,125.414820208,43.5311665123,45.1215957073
46,127.894222672,43.849215503,45.1703003896
47,130.070051237,43.8888494212,45.2005446013
48,132.713638363,43.9937913806,45.5532887704
