Time(Iteration),CAB_5_6CoTheta,,,,,,
0,0.971848371428,,,,,,
1,0.945074617766,,,,,,
2,0.923657639013,,,,,,
3,0.900984434867,,,,,,
4,0.878972300584,,,,,,
5,0.863183406942,,,,,,
6,0.825735196624,,,,,,
7,0.799837600026,,,,,,
8,0.783693750066,,,,,,
9,0.76782903333,,,,,,
10,0.750688850876,,,,,,
11,0.721933660008,,,,,,
12,0.707885321778,,,,,,
13,0.6931156254,,,,,,
14,0.675694119899,,,,,,
15,0.659830222731,,,,,,
16,0.650069223021,,,,,,
17,0.630656240581,,,,,,
18,0.622712413654,,,,,,
19,0.616129451368,,,,,,
20,0.598365235707,,,,,,
21,0.590622419297,,,,,,
22,0.573765559639,,,,,,
23,0.562718727878,,,,,,
24,0.551483528206,,,,,,
25,0.547054861308,,,,,,
26,0.544598718953,,,,,,
27,0.536409268013,,,,,,
28,0.522308112668,,,,,,
29,0.517155790115,,,,,,
30,0.508857518519,,,,,,
31,0.506528515167,,,,,,
32,0.499518354343,,,,,,
33,0.492811034319,,,,,,
34,0.48939751484,,,,,,
35,0.484180927829,,,,,,
36,0.478549221828,,,,,,
37,0.476330028319,,,,,,
38,0.473584748968,,,,,,
39,0.470464044989,,,,,,
40,0.46703540228,,,,,,
41,0.463933929943,,,,,,
42,0.459299969234,,,,,,
43,0.457912722749,,,,,,
44,0.451808039468,,,,,,
45,0.448307336169,,,,,,
46,0.444428019085,,,,,,
47,0.437360736251,,,,,,
48,0.435308303764,,,,,,
49,0.428022411207,,,,,,
50,0.425008226348,,,,,,
51,0.419891878356,,,,,,
52,0.416847753494,,,,,,
53,0.415432994719,,,,,,
54,0.41354035797,,,,,,
55,0.409495947104,,,,,,
56,0.408026648016,,,,,,
57,0.404741122937,,,,,,
58,0.400507250251,,,,,,
59,0.399496860317,,,,,,
60,0.398936235803,,,,,,
61,0.396402240052,,,,,,
62,0.39460221641,,,,,,
63,0.392346396865,,,,,,
64,0.389065092928,,,,,,
65,0.389043916361,,,,,,
66,0.386813662267,,,,,,
