Time(Iteration),LinUCB_new,LinUCB
180,58.2842745763,56.1094897596
181,58.2842745763,56.1094897596
182,58.2893479833,56.1301101438
183,58.3434997876,56.1842619482
184,58.3661751138,56.2069372743
185,58.3844855514,56.2252477119
186,58.3996200919,56.2403822524
187,58.3996200919,56.2441400586
188,58.4115489746,56.2560689413
189,58.4115489746,56.2699698365
190,58.4132325917,56.2716534536
191,58.4132325917,56.2716534536
192,58.4138116566,56.2722325186
193,58.4168679408,56.2752888027
194,58.4168679408,56.3000451101
195,58.4224841552,56.3056613245
196,58.4276347792,56.3108119485
197,58.4276347792,56.350646977
198,58.4407098218,56.3602735558
199,58.460152084,56.3797158179
