Time(Iteration),LinUCB_new,LinUCB
0,8.81254192252,8.69887663568
1,15.7207601563,15.2596779914
2,19.0145558176,19.3717021739
3,23.109641571,23.0196703288
4,26.3802633038,25.7783079996
5,29.8370417875,28.8844616851
6,32.1179277872,31.214022333
7,34.5110756888,33.371204845
8,35.8714238078,34.5536164948
9,37.7962314087,36.4907117674
10,38.9769595827,37.7202402584
11,40.1178455017,39.0149445658
12,41.4642962092,40.2305117249
13,42.3853417879,41.0132381377
14,43.1487833445,41.792959981
15,44.1096511458,42.5140801513
16,45.06847264,43.2439246614
17,45.7219159728,43.9313613136
18,45.8640776022,44.0735229429
19,46.6008991346,44.7054080562
20,47.3337539919,45.3391294544
21,47.814605238,45.8199807004
22,48.4754824933,46.3419992626
23,48.679027674,46.5699372541
24,49.1926714856,46.9891359258
25,49.6129715757,47.4513799996
26,49.9127236088,47.651134017
27,50.2271681556,48.1307221663
28,50.4368097112,48.5413278049
29,50.9358447765,48.9100518518
30,51.1509156558,49.0972939545
31,51.3810403139,49.3274186127
32,51.4722757568,49.3659115259
33,51.690866665,49.5845024341
34,51.72996361,49.6235993791
35,51.7535074969,49.647143266
36,51.757910345,49.6515461141
37,51.9051250776,49.8295229654
38,52.024357264,49.9811834319
39,52.2567130536,50.1309973236
40,52.3373390068,50.1963662322
41,52.3937997481,50.2528269735
42,52.5514700674,50.491305335
43,52.6898262526,50.6274333435
44,52.802501297,50.7143193868
45,52.918456437,50.8364753001
46,53.102853955,51.0208728181
47,53.1538656476,51.1357169796
48,53.3326835231,51.3326801951
49,53.3975315596,51.3975282316
50,53.4131666483,51.4131633203
51,53.5213513158,51.5213479878
52,53.5503357869,51.5503324589
53,53.6265444153,51.650308971
54,53.7089699621,51.7327345178
55,53.7983791995,51.8221437552
56,53.8720216775,51.8574266983
57,53.9867765513,52.0103281542
58,54.1475815719,52.2129408368
59,54.1864282394,52.2517875042
60,54.3393602507,52.338943911
61,54.427953429,52.3592386697
62,54.4845680291,52.3612244422
63,54.539777337,52.4164337501
64,54.6188593034,52.4955157165
65,54.6602846049,52.4970702143
66,54.7405325799,52.6067436428
67,54.8036828569,52.6861526808
68,54.9205048314,52.7616947716
69,55.0334521235,52.8584858897
70,55.087194444,52.9472918277
71,55.1546129051,53.0825280696
72,55.2480855654,53.128484937
73,55.2800979704,53.1745183057
74,55.3356049278,53.2300252631
75,55.3995720501,53.3271430986
76,55.4967050981,53.44676461
77,55.551056651,53.501116163
78,55.6003259681,53.5284678036
79,55.7616503751,53.6897922107
80,55.7941239851,53.7222658206
81,55.8358993205,53.764041156
82,55.8358993205,53.764041156
83,55.9279992066,53.796646993
84,55.9279992066,53.796646993
85,56.0015383751,53.85764306
86,56.0593398887,53.9154445735
87,56.0746012206,53.9694102659
88,56.1443444378,54.0566111257
89,56.2042096103,54.1182227047
90,56.2194785998,54.1443621696
91,56.2231332663,54.1480168361
92,56.2267443632,54.151627933
93,56.2663351479,54.1912187177
94,56.3994170604,54.2409865236
95,56.4150688344,54.2585098315
96,56.4569102704,54.283151767
97,56.6295496856,54.3800729627
98,56.6407646557,54.3912879328
99,56.6636452213,54.4141684984
100,56.7173368681,54.4678601452
101,56.764221407,54.5147446841
102,56.7782322416,54.520958484
103,56.7789372655,54.5236944663
104,56.8469146098,54.5916718106
105,56.9597383466,54.7044955474
106,56.9615010008,54.7196969301
107,56.9664019648,54.7245978941
108,56.9798981887,54.738094118
109,57.008476966,54.7762266819
110,57.008476966,54.7762266819
111,57.0196461118,54.7873958277
112,57.1023067758,54.8700564917
113,57.1064155665,54.8741652823
114,57.1483818818,54.914532843
115,57.1527791249,54.9189300861
116,57.1527791249,54.9189300861
117,57.1527791249,54.9189300861
118,57.1896878589,54.9558388201
119,57.2312599423,54.9974109035
120,57.348157998,55.1143089592
121,57.348462679,55.154289162
122,57.348462679,55.2183355938
123,57.3534107748,55.2232836896
124,57.4591360351,55.3290089499
125,57.4839288835,55.3538017983
126,57.4852551025,55.3551280173
127,57.5594088577,55.368658387
128,57.5715535066,55.368658387
129,57.5725209926,55.3927277006
130,57.5808237521,55.40103046
131,57.5846852953,55.4048512619
132,57.5903623168,55.4105282835
133,57.5903623168,55.4105282835
134,57.5903623168,55.4105282835
135,57.6077450162,55.4279109829
136,57.6414708203,55.461636787
137,57.6605884944,55.4807544611
138,57.6826322701,55.5027982368
139,57.7108686518,55.5549765208
140,57.7765823179,55.6206901869
141,57.7765823179,55.6376344757
142,57.7765823179,55.6376344757
143,57.7861699322,55.64722209
144,57.7861699322,55.64722209
145,57.8095749977,55.6706271555
146,57.8702051458,55.7312573036
147,57.8861114407,55.7334475542
148,57.8922505984,55.7334475542
149,57.934634763,55.7545532387
150,57.9379752549,55.7578937306
151,57.9774924283,55.7974109041
152,57.9846955567,55.8046140324
153,58.0050302274,55.8286975355
154,58.0068546983,55.8305220064
155,58.0240307452,55.8476980533
156,58.0241675049,55.847834813
157,58.0256063933,55.8492737014
158,58.0421277362,55.8657950442
159,58.0961027229,55.9165870254
160,58.1225656172,55.9430499196
161,58.1225656172,55.9430499196
162,58.1250356847,55.9455199871
163,58.1339361015,55.9544204039
164,58.160608843,55.9810931454
165,58.1719236895,55.9924079919
166,58.1721114154,55.9925957179
167,58.1721114154,55.9925957179
168,58.1721114154,55.9925957179
169,58.1848630177,56.0053473202
170,58.2201900248,56.0406743273
171,58.2201900248,56.0406743273
172,58.226171213,56.0513863963
173,58.226171213,56.0513863963
174,58.2492532498,56.0744684331
175,58.2494809121,56.0746960955
176,58.2494809121,56.0746960955
177,58.2526795839,56.0778947672
178,58.2588580848,56.0840732681
179,58.2588580848,56.0840732681
