Time(Iteration),CAB,CAB_original
0,1.67443639476,1.67443639476
1,3.20861401994,3.20861401994
2,5.14797023996,5.14797023996
3,6.62303614766,6.62303614766
4,7.82303607993,7.82303607993
5,9.0376521521,9.0376521521
6,10.2497343794,10.2497343794
7,11.5110790007,11.5110790007
8,12.6082556434,12.6082556434
9,13.5308778702,13.5308778702
10,14.627068364,14.627068364
11,15.4897988593,15.4897988593
12,16.4892586826,16.4892586826
13,17.1373973992,17.1373973992
14,17.8971719413,17.8971719413
15,18.5939322731,18.5939322731
16,19.2656048389,19.2656048389
17,19.7714860977,19.7714860977
18,20.3733798622,20.3733798622
19,20.800678133,20.800678133
20,21.3085347973,21.3085347973
21,21.8550716947,21.8550716947
22,22.4972295868,22.4972295868
23,23.0409363559,23.0409363559
24,23.4945275523,23.4945275523
25,23.9485174882,23.9485174882
26,24.3544370428,24.3544370428
27,24.8277572184,24.8277572184
28,25.2281281259,25.2281281259
29,25.6036781576,25.6036781576
30,26.0057415148,26.0057415148
31,26.3343946521,26.2984796843
32,26.7027164953,26.6954339462
33,26.9838210864,27.0051726178
34,27.2856865442,27.2597760517
35,27.7506769609,27.724930292
36,27.940922981,27.9667459006
37,28.2105104216,28.2776936092
38,28.4297956753,28.4636205436
39,28.7612101976,28.7443359234
40,29.1859670858,29.0874876529
41,29.3367911182,29.2907879094
42,29.5810543908,29.5453670116
43,29.7753093414,29.747452833
44,29.9772775123,29.9598817638
45,30.0526851331,30.0562971208
46,30.2880470035,30.3048732502
47,30.6436291909,30.6305164554
48,30.85678663,30.8224709286
49,30.9666362925,30.9323205912
50,31.1193013518,31.0849856504
51,31.1806620326,31.1463463312
52,31.3164361124,31.2915077101
53,31.4533350545,31.4284066523
54,31.6892522351,31.6179529961
55,31.8604834652,31.7624359822
56,31.9243223676,31.8262748845
57,32.0289050331,31.894449321
58,32.1940860862,32.0603071504
59,32.2492831198,32.115504184
60,32.4424684336,32.3395131922
61,32.604177646,32.4357828422
62,32.7645580574,32.5869987089
63,32.8687299411,32.7686709922
64,32.9991178274,32.8828521582
65,33.0573100604,32.9443253285
66,33.1452052047,33.0219431418
67,33.3535545993,33.2406814273
68,33.5235337004,33.3675881958
69,33.611734993,33.4557894884
70,33.748062198,33.58828947
71,33.8273096696,33.6675369416
72,33.957407638,33.8035409387
73,34.0916026647,33.9245185846
74,34.1819285463,34.0415684944
75,34.3073194972,34.1113838008
76,34.3522330737,34.1694110218
77,34.4861063643,34.2354065523
78,34.6380953356,34.362676649
79,34.7108657238,34.3750819864
80,34.8790533321,34.5313592077
81,35.0447481445,34.6628170406
82,35.1229818872,34.7847486938
83,35.226384839,34.8640144745
84,35.3544189832,34.9205608836
85,35.3649218163,34.9284472853
86,35.4549184518,35.0088640513
87,35.4913062629,35.0268652277
88,35.5240673882,35.0301539193
89,35.5950654272,35.0960452428
90,35.6573483341,35.1433892803
91,35.6755281996,35.1648501324
92,35.6861261918,35.1754481246
93,35.6911910055,35.2094834215
94,35.697466179,35.2231690002
95,35.7027603453,35.2306251672
96,35.7168300469,35.2517963961
97,35.7493065089,35.2725809934
98,35.8574723432,35.386610507
99,35.9307440121,35.4924963588
100,35.9688909629,35.5425216336
101,35.9918643331,35.5654950038
102,36.0178830923,35.591513763
103,36.0345043822,35.6009485554
104,36.0444680939,35.6109122672
105,36.1118300055,35.6635346381
106,36.125708218,35.6739309604
107,36.1539171618,35.7021399041
108,36.236381534,35.7566384847
109,36.2943437715,35.8116763061
110,36.3586896643,35.8810532737
111,36.4135163534,35.9357203059
112,36.4329456827,35.9582194669
113,36.4486364386,35.9819602143
114,36.462297832,35.9956216077
115,36.4812536918,36.0038819587
116,36.5064994864,36.0440491694
117,36.5449316064,36.0824812894
118,36.5713648415,36.0993510227
119,36.584948303,36.0993510227
120,36.60127819,36.1156809096
121,36.6236615832,36.1380643029
122,36.6252714101,36.1396741298
123,36.6551701047,36.1695728243
124,36.6996208073,36.2079667674
125,36.7240943931,36.2324403532
126,36.7431757054,36.2600709812
127,36.773359867,36.2715328187
128,36.792067164,36.2902401157
129,36.8053161815,36.2953846308
130,36.8101734119,36.3025012938
131,36.8313227188,36.3236506007
132,36.8496058714,36.3509364698
133,36.884867743,36.3861983414
134,36.9253353159,36.4254645106
135,36.9556531719,36.4301574631
136,36.9594957557,36.4340859349
137,36.9704580704,36.46140547
138,36.9854638034,36.4764112029
139,36.990099655,36.4851737262
140,37.0627503891,36.5537435208
141,37.0885949216,36.582842204
142,37.1105700399,36.6012790542
143,37.1679974086,36.6391280932
144,37.2203813981,36.6832388366
145,37.241099418,36.7039568566
146,37.2454538769,36.7139973117
147,37.2668208554,36.7364690119
148,37.2806778363,36.7574463107
149,37.2806778363,36.7637211639
150,37.2981264448,36.7683995875
151,37.3566685736,36.8269417163
152,37.4055086553,36.8707749178
153,37.4248640567,36.8901303192
154,37.4339416831,36.8951269139
155,37.4405047384,36.9032329201
156,37.4649201774,36.9260064889
157,37.5042555073,36.9796453371
158,37.5056310442,36.9847115583
159,37.5077134016,36.9881333966
160,37.5499588522,37.0302041755
161,37.5611625104,37.0362231002
162,37.609567171,37.0846277608
163,37.6265132746,37.1035745766
164,37.6475980349,37.1230435535
165,37.6566447134,37.1324841553
166,37.666084985,37.140662768
167,37.6796773228,37.1532498922
168,37.694452145,37.1669020004
169,37.7099950491,37.1815262839
170,37.7759848146,37.2475160494
171,37.779307867,37.2688807616
172,37.8488772691,37.3384501638
173,37.9194876071,37.3826389029
174,37.9299627233,37.3918477204
175,37.9607781442,37.4371832714
176,37.9860212669,37.479767125
177,37.9860212669,37.479767125
178,37.9978818441,37.5039897174
179,38.013576875,37.5196847483
180,38.0221347737,37.5278652388
181,38.0936566759,37.5781363912
182,38.1109075861,37.5953873013
183,38.135753548,37.6185127626
184,38.1502166444,37.6329758591
185,38.1921718822,37.6691647779
186,38.1922477497,37.6692406454
187,38.1998378844,37.6701839603
188,38.2069594895,37.6764214738
189,38.2298970038,37.6844508755
190,38.2337905035,37.6883443751
191,38.2372258482,37.6921848156
192,38.240881194,37.7016329586
193,38.2664212132,37.7210546823
194,38.3495556235,37.8041890926
195,38.3567408923,37.8107545299
196,38.3668446169,37.8242870234
197,38.3670106077,37.8244530142
198,38.4127565838,37.8701989903
199,38.4258216747,37.8795802439
200,38.4564865435,37.9368126744
201,38.4753428527,37.965548496
202,38.4798598609,37.9700655041
203,38.5156712205,38.0154453102
204,38.5329412008,38.0327152904
205,38.5759034419,38.0446755816
206,38.5777452794,38.0446755816
207,38.58414993,38.0558435967
208,38.5843586316,38.0575744986
209,38.7095311841,38.1584337063
210,38.7232761682,38.1705786359
211,38.738162874,38.1816071842
212,38.7917588911,38.2219394607
213,38.8099635532,38.2392610646
214,38.8319128151,38.2612103265
215,38.8421404827,38.2760414538
216,38.9005484299,38.3140069611
217,38.901377535,38.3148360662
218,38.9211935225,38.3392311798
219,38.9372824128,38.3588710504
220,38.9493709189,38.3693390981
221,38.9587384603,38.377079652
222,38.9769460995,38.3993637505
223,38.9992853403,38.4268604235
224,39.0038645144,38.4273655583
225,39.0307264456,38.46006544
226,39.0563548641,38.4878006664
227,39.0649936011,38.4972302999
228,39.0976518298,38.5298885285
229,39.1285733802,38.5570449766
230,39.1715413538,38.58169868
231,39.1812438729,38.6030358799
232,39.2017311851,38.6203099851
233,39.208055824,38.6243429307
234,39.2167846046,38.6330717113
235,39.2231605398,38.6339654909
236,39.2558293759,38.6713939671
237,39.2732345121,38.6885384237
238,39.2859855323,38.6927711196
239,39.2896955989,38.6991880313
240,39.2919233998,38.7014158322
241,39.29742122,38.7069136524
242,39.3146871009,38.718431041
243,39.3553247033,38.7753958059
244,39.3701719307,38.7902430334
245,39.3920977139,38.815327625
246,39.4269000906,38.8404849066
247,39.4347057663,38.8405228569
248,39.4468545982,38.8521389007
249,39.4550747348,38.8586276497
250,39.4581086745,38.8652731809
251,39.4593464205,38.8665109268
252,39.4923300285,38.8705752498
253,39.5158640778,38.8941092991
254,39.5198819332,38.8960389545
255,39.5263561359,38.9025131572
256,39.5575862498,38.9260558199
257,39.5654696377,38.9303641774
258,39.5729159894,38.9338957882
259,39.6285691845,38.9772958629
260,39.6353705208,38.9978072675
261,39.6372237112,39.0051056833
262,39.6438771873,39.0107583845
263,39.6552138197,39.0321712132
264,39.679392507,39.0533112259
265,39.6815944395,39.0681639471
266,39.6995003381,39.0863087336
267,39.7072312749,39.0893825954
268,39.7296162804,39.1133792236
269,39.7309462635,39.1147092067
270,39.7336345325,39.118115905
271,39.7336345325,39.118115905
272,39.734052504,39.1185338764
273,39.7384905791,39.1299383849
274,39.7879724114,39.157376703
275,39.7900155739,39.1594198655
276,39.7970635529,39.1623360103
277,39.7970635529,39.1623360103
278,39.8029990084,39.1678671355
279,39.8092910205,39.1738697721
280,39.819251571,39.195679459
281,39.8623450336,39.2042569252
282,39.8683732668,39.2105126561
283,39.9058873791,39.2141422106
284,39.9168571064,39.2163967464
285,39.9168571064,39.2189362883
286,39.9274385575,39.2512615477
287,39.9302028346,39.2566487907
288,39.9410990068,39.2606464068
289,39.9756233863,39.262719094
290,39.981923209,39.2679003576
291,40.0036160228,39.3016663167
292,40.0054539488,39.3041679871
293,40.0569055439,39.311343529
294,40.0759342324,39.3230838373
295,40.0933647742,39.3268376937
296,40.0961159367,39.3486936429
297,40.1039597567,39.349603595
298,40.1160903527,39.3543992792
299,40.1455690299,39.3549542365
300,40.1511983065,39.3549542365
301,40.1575541448,39.3563921344
302,40.1575541448,39.3563921344
303,40.1594168288,39.3582548185
304,40.1859897952,39.3848277849
305,40.1921837477,39.3898392401
306,40.1987765037,39.3898392401
307,40.2005665735,39.3916293099
308,40.2210375958,39.418780279
309,40.2340945198,39.4292674735
310,40.2344508257,39.4323115561
311,40.2873874656,39.4334905641
312,40.2911962411,39.4365528596
313,40.3023167486,39.4441841033
314,40.3310047584,39.4728721131
315,40.3321540349,39.4822711131
316,40.3461513863,39.4855658485
317,40.3470326031,39.4864470653
318,40.3481284338,39.4864470653
319,40.3523423085,39.4866275466
320,40.3675489026,39.4875521564
321,40.4101199882,39.5046705324
322,40.4250891056,39.5221884066
323,40.4266761219,39.5271419659
324,40.4440894382,39.5516890123
325,40.4570346144,39.5519919687
326,40.4590535737,39.5627917027
327,40.4652195922,39.5656844704
328,40.4761653315,39.5756592287
329,40.4866595453,39.582068741
330,40.494950299,39.5872599319
331,40.5090965493,39.6047395809
332,40.5192565008,39.6148995324
333,40.5325334989,39.6279424276
334,40.5325334989,39.6297820069
335,40.5331408264,39.6414009206
336,40.5627503047,39.6414009206
337,40.5696665915,39.6521885629
338,40.5779099794,39.6604319508
339,40.6445658831,39.6965332517
340,40.653353571,39.7053209396
341,40.6743736333,39.7221794156
342,40.7266014991,39.7287485201
343,40.7286442556,39.7363013631
344,40.8002176784,39.7416320217
345,40.8025870252,39.7440013685
346,40.8091233306,39.7562151117
347,40.8206296534,39.7569804596
348,40.8281632758,39.7622816587
349,40.8305188813,39.7646372641
350,40.8805604888,39.7714551495
351,40.8849675886,39.7718599257
352,40.8921847805,39.7843446866
353,40.8936077662,39.7927003042
354,40.9024106245,39.7993244558
355,40.9035853523,39.8004991836
356,40.9109004938,39.807814325
357,40.9452717608,39.8184325369
358,40.976098614,39.8485986202
359,40.9887799457,39.8612799519
360,41.0108891293,39.8612799519
361,41.0122430706,39.8680041207
362,41.0297045741,39.8680041207
363,41.0697921248,39.8682371205
364,41.0875960095,39.8845891183
365,41.0904717608,39.8874648697
366,41.136272204,39.9007693303
367,41.1430543312,39.9129262181
368,41.1430543312,39.9199652493
369,41.1553460664,39.930263154
370,41.1576346214,39.9453792873
371,41.1576346214,39.9458468692
372,41.1653862684,39.9554835657
373,41.1774050653,39.9659064127
374,41.1833739107,39.9718752581
375,41.1930670248,40.0011829513
376,41.2212973184,40.0480088411
377,41.2282943371,40.0481007928
378,41.2394727079,40.0735932509
379,41.2426162126,40.0793510556
380,41.2561898002,40.085676045
381,41.263718275,40.0995728522
382,41.274789694,40.1191772834
383,41.2759735082,40.124695446
384,41.2912325323,40.1399544701
385,41.3129796839,40.1532841158
386,41.322939127,40.163243559
387,41.3292421876,40.1695466195
388,41.334523065,40.1751188677
389,41.334523065,40.1777673521
390,41.3549704922,40.1902348554
391,41.3597535704,40.1945902602
392,41.3881875059,40.2007513539
393,41.4484109931,40.2056709503
394,41.4599769239,40.2113282962
395,41.4731651113,40.2172225203
396,41.4761627457,40.2203636877
397,41.4771596647,40.2236200063
398,41.4780745548,40.2245348964
399,41.518393521,40.2255142135
400,41.5212186385,40.228339331
401,41.5371815348,40.2435099943
402,41.5390016287,40.2435099943
403,41.565056446,40.2587873027
404,41.5785034926,40.2656069534
405,41.57860832,40.2657117809
406,41.5912701456,40.2657117809
407,41.631368814,40.26610445
408,41.631368814,40.2686378374
409,41.6332973504,40.2737578628
410,41.6384082069,40.2788687193
411,41.7063780972,40.3038615128
412,41.7188101161,40.3252856602
413,41.7242931191,40.3411512389
414,41.7254794132,40.3451417621
415,41.7412429701,40.3646163269
416,41.7501350941,40.3730070818
417,41.7513239541,40.3776232469
418,41.7582669745,40.3862525015
419,41.7582669745,40.3862525015
420,41.7601876587,40.3882564522
421,41.7640445764,40.3921133699
422,41.7802061533,40.4082749467
423,41.7898674947,40.4121298197
424,41.8149061697,40.4188782405
425,41.828278487,40.4208884226
426,41.8359461835,40.4250525161
427,41.8395585176,40.4491384981
428,41.8410080336,40.4504919995
429,41.8485636997,40.4583139931
430,41.8537100627,40.4634603561
431,41.894424885,40.4672038361
432,41.9190782837,40.4708886363
433,41.9224185566,40.4742289092
434,41.9363467859,40.5003843793
435,41.9370658321,40.5011034256
436,41.9370658321,40.5017284576
437,41.9509898317,40.5063664816
438,41.9565876308,40.5116342194
439,41.9829770879,40.5130669018
440,41.9882869317,40.5183767456
441,41.9911217139,40.5212115279
442,41.9911217139,40.5212115279
443,41.9936191024,40.5296958907
444,42.0111730269,40.5412402918
445,42.0118273886,40.5412402918
446,42.0164570458,40.545869949
447,42.0426701622,40.5503008407
448,42.0446404814,40.5522711599
449,42.0494779125,40.5630391695
450,42.0517675997,40.5653288568
451,42.0674178084,40.566169518
452,42.1003994783,40.5690617737
453,42.1003994783,40.5710179457
454,42.1024557076,40.5932321984
455,42.1076484027,40.5941666516
456,42.1105271445,40.5993088609
457,42.1127704164,40.6015521328
458,42.1151651724,40.6039468889
459,42.1151651724,40.604851228
460,42.1193109112,40.6110100654
461,42.1193109112,40.6110100654
462,42.1258930348,40.617592189
463,42.1258930348,40.617592189
464,42.1518978005,40.6209464879
465,42.1534754449,40.6218230054
466,42.1571279718,40.6275962477
467,42.1606331727,40.6311014486
468,42.1606331727,40.6311014486
469,42.1649127116,40.6366583563
470,42.1669888558,40.6412554137
471,42.1912685874,40.6668365361
472,42.1928396529,40.6736163989
473,42.1969339545,40.6736163989
474,42.1976656468,40.6743480911
475,42.1984764059,40.6808284242
476,42.209561314,40.6834716104
477,42.2122790545,40.6834716104
478,42.2149089013,40.6903424765
479,42.2149089013,40.6903424765
480,42.2437279961,40.722417341
481,42.269096272,40.742241323
482,42.3050243145,40.7572250747
483,42.3094740755,40.763046138
484,42.3185330206,40.7640492122
485,42.3185330206,40.7640492122
486,42.3242759262,40.7813430781
487,42.3249628053,40.7820299572
488,42.3284530415,40.7924674161
489,42.329591462,40.7939339492
490,42.329591462,40.7983777212
491,42.3372443993,40.8072745733
492,42.338053625,40.8111911479
493,42.338053625,40.8127134538
494,42.3549730811,40.8325969935
495,42.3549730811,40.8325969935
496,42.3779977053,40.8342092265
497,42.3818558928,40.8389730212
498,42.3875691702,40.8437747712
499,42.3875691702,40.8437747712
500,42.3875691702,40.8554599563
501,42.3882830066,40.8554599563
502,42.4405977244,40.8779958411
503,42.4405977244,40.8843807638
504,42.4538699032,40.9091593548
505,42.4763024544,40.928973631
506,42.4775577009,40.9318960577
507,42.4781767782,40.9445635624
508,42.4910164679,40.9445635624
509,42.4910164679,40.9454607037
510,42.5005931741,40.9572680217
511,42.5114682059,40.9572680217
512,42.5282283315,40.9746918917
513,42.5405632987,40.9870268589
514,42.5835031589,41.0165539748
515,42.615715162,41.0188315209
516,42.6302211008,41.02257796
517,42.6370302763,41.0362709961
518,42.6370302763,41.0394581963
519,42.6702885862,41.0560291259
520,42.6829161806,41.0682295919
521,42.6882052854,41.0735186966
522,42.6882052854,41.0735186966
523,42.6882052854,41.0735186966
524,42.6894101782,41.0803927371
525,42.6931700334,41.0824716256
526,42.71198645,41.0846603189
527,42.71198645,41.0846603189
528,42.7195575823,41.0960552979
529,42.720311106,41.0971986142
530,42.7401200385,41.1136514753
531,42.7401200385,41.1136514753
532,42.747222987,41.1158780782
533,42.7889270257,41.1372384196
534,42.7889270257,41.1372384196
535,42.7937557169,41.1379531307
536,42.7982835636,41.1379531307
537,42.8136733179,41.1424883508
538,42.8191097243,41.1429770578
539,42.8211782031,41.1453571353
540,42.8211782031,41.1525150148
541,42.8234353654,41.1564317403
542,42.8301646368,41.1564317403
543,42.8301646368,41.1564317403
544,42.8397436723,41.1564317403
545,42.8407695476,41.1574576156
546,42.8420892608,41.1574576156
547,42.8475752824,41.1629436371
548,42.8475752824,41.1629436371
549,42.8489801957,41.1638760142
550,42.8564955973,41.1702328286
551,42.8583390533,41.1828402831
552,42.8620383394,41.2002008096
553,42.863928254,41.2022052944
554,42.8651662493,41.2034432897
555,42.8718735574,41.2088524269
556,42.8718735574,41.2088524269
557,42.9071377797,41.2431267099
558,42.9071377797,41.2431267099
559,42.9184866543,41.2528927188
560,42.9219239555,41.2563300201
561,42.9296359067,41.2602529934
562,42.9336077082,41.2602529934
563,42.9336077082,41.2602529934
564,42.9342499671,41.2608952522
565,42.9464712804,41.2711874172
566,42.9481659248,41.2711874172
567,42.9481659248,41.2711874172
568,42.9483423368,41.2733693706
569,42.9522561469,41.2762135862
570,42.9522561469,41.2762135862
571,42.9581183212,41.2851389487
572,42.9769770144,41.2911356941
573,42.9775884564,41.2917471361
574,42.9804407656,41.2949362212
575,42.9819264823,41.2964219379
576,42.9833338686,41.3068241716
577,42.9833338686,41.3068241716
578,43.0042922604,41.3248139886
579,43.0089427225,41.3326512302
580,43.0099540483,41.3356427624
581,43.0124606151,41.3381493292
582,43.0124606151,41.3381493292
583,43.018048404,41.3614177706
584,43.0195745392,41.3629439059
585,43.0262538108,41.3696231775
586,43.0262538108,41.3696231775
587,43.0346072446,41.3730775261
588,43.0437312999,41.3775652556
589,43.0463595258,41.379037409
590,43.0512288886,41.3839067718
591,43.0512288886,41.3839922286
592,43.0512288886,41.3839922286
593,43.0512288886,41.3839922286
594,43.0512288886,41.3884343079
595,43.0794507837,41.4159647142
596,43.0800225017,41.4159647142
597,43.0996953513,41.4356375638
598,43.102434992,41.4441553187
599,43.102434992,41.4441553187
