Time(Iteration),CAB,CAB_original,LinUCB
0,8.3909602787,8.3909602787,8.3909602787
1,14.4146771278,14.4146771278,14.5136623207
2,19.5311842609,19.5311842609,19.858486913
3,23.6084773824,23.6084773824,23.7081087028
4,27.1736523078,27.1736523078,26.9980334991
5,30.0763440377,30.1762073012,30.2757906026
6,33.7081753662,34.1369554874,34.0336058399
7,36.0364602039,36.4728299081,36.5853429005
8,38.3487129627,38.9132518503,38.9281979996
9,41.2408407401,41.9014676498,41.637956338
10,43.5831523815,44.1125503118,43.6091133219
11,45.8403038568,46.0044893495,46.1445108066
12,47.2245725846,47.4179569336,47.6952648158
13,48.6453112768,49.2825744955,49.2179316614
14,50.2443506674,50.612110689,51.0420756644
15,51.1763990512,51.337182246,52.161090396
16,52.2556055142,52.2613953814,53.3182187054
17,53.5340317691,53.4330991251,54.5197971785
18,54.7642035483,54.2547099904,55.8313023828
19,55.7823289189,55.26102222,56.8494277533
20,56.0920693501,55.6569959838,57.3355957508
21,56.8681632681,56.5519549306,58.2609672061
22,57.2424521322,56.8791863653,58.8825026778
23,57.5468854294,57.2207560819,59.4329993283
24,57.744690388,57.4598647491,60.0004420071
25,58.06288981,57.7965509496,60.5045689527
26,58.6365245497,58.5849248454,61.1774003455
27,59.0699750033,59.2991615162,61.8187576963
28,59.5080489456,59.7990699384,62.4642587376
29,60.1651281093,60.3720905793,63.1518753596
30,60.840390682,60.9347749216,64.0909324184
31,61.1817692712,61.2568511093,64.5439037881
32,61.9703074711,61.480723953,64.8351477643
33,62.5728355873,62.0872682068,65.2931190903
34,62.7208525147,62.2543067204,65.5858090779
35,63.2397139806,62.9005452755,66.092338207
36,63.4431094624,63.1066900587,66.2815195434
37,64.0054909962,63.9986844649,66.9466017158
38,64.124072794,64.127891385,67.0775831176
39,64.3563541903,64.6751499242,67.4456812103
40,64.7191856692,65.2271812495,67.8760466777
41,64.8496950067,65.3662526495,68.0661397931
42,65.0120405487,65.7518595406,68.3640671858
43,65.0597131825,65.890969453,68.6316102439
44,65.1949760267,66.0523296532,69.0757179449
45,65.4121397753,66.2417887693,69.3383380252
46,65.5303615549,66.4327459645,69.5516533985
47,65.7662005295,66.6476445845,69.7968368064
48,66.1416078149,66.7827772072,70.2951397451
49,66.2911651475,66.896427427,70.3770847632
50,66.292307305,66.9243406052,70.5775461691
51,66.3991766667,67.029830564,70.6567713507
52,66.3991766667,67.0536324185,70.8722830507
53,66.6350526844,67.1165698373,71.2209314693
54,66.7231324421,67.2230276515,71.5471833053
55,66.7807852355,67.2806804449,71.6273299728
