Time(Iteration),CAB,CAB_original
0,1.63975017603,1.63975017603
1,3.3432575305,3.3432575305
2,4.88070851962,4.88070851962
3,6.45200651384,6.45200651384
4,7.60440659202,7.60440659202
5,8.84400577864,8.84400577864
6,10.1331023173,10.1331023173
7,11.1832189241,11.1832189241
8,12.0910929879,12.0910929879
9,12.9905082822,12.9905082822
10,14.0701195461,14.0701195461
11,15.0118432308,15.0118432308
12,15.7152083744,15.7152083744
13,16.4821265087,16.4821265087
14,17.4619478469,17.4619478469
15,18.0827555803,18.0827555803
16,18.5514277126,18.5514277126
17,19.2132780572,19.2132780572
18,20.0821728555,20.0821728555
19,20.4651833429,20.4651833429
20,21.1627702509,21.1627702509
21,21.7667898882,21.7667898882
22,22.1945302516,22.1945302516
23,22.7614371692,22.7614371692
24,23.2906289062,23.2906289062
25,23.6767909805,23.6767909805
26,24.0497814442,24.0497814442
27,24.3320062755,24.3320062755
28,24.6638289322,24.6638289322
29,24.9484804682,24.9484804682
30,25.2227287231,25.2227287231
31,25.5991234794,25.5991234794
32,25.8558102584,25.8558102584
33,26.248737554,26.248737554
34,26.5654198456,26.5654198456
35,26.7383979305,26.7383979305
36,27.0318836585,27.0318836585
37,27.2710298538,27.2710298538
38,27.5691491632,27.5691491632
39,27.7211413956,27.7211413956
40,27.9318755886,27.9181646424
41,28.1693329315,28.1556219853
42,28.2841315277,28.2704205814
43,28.5504278221,28.5367168759
44,28.6135150777,28.5998041315
45,28.667568126,28.6538571797
46,28.7002106217,28.6864996755
47,28.7916821807,28.7779712344
48,28.8515202807,28.8378093344
49,28.9998218774,28.9917518528
50,29.1000613467,29.091991322
51,29.2242937247,29.2162237
52,29.4537806398,29.3665840486
53,29.512088173,29.4248915818
54,29.5940954319,29.5158089678
55,29.6756864701,29.5974000061
56,29.7274868391,29.6709890477
57,29.8092452747,29.7807447243
58,29.8653684543,29.8591449971
59,29.972573973,29.9806837367
60,30.0794728572,30.0732601582
61,30.1651213193,30.1390049321
62,30.2081676402,30.1639834604
63,30.2116540252,30.1814261297
64,30.2969956206,30.2962112032
65,30.3715219112,30.3551326897
66,30.5476267978,30.5411112028
67,30.6304480445,30.6523122249
68,30.7162990391,30.737568076
69,30.7904451909,30.8179782799
70,30.8422783243,30.8782704238
71,30.9340830508,30.9534825645
72,31.0281579668,31.0628731381
73,31.1102996489,31.107883281
74,31.13988207,31.1374657021
75,31.1550648003,31.1463234772
76,31.1842352977,31.1845205745
77,31.2808433239,31.2706512743
78,31.3332669176,31.323074868
79,31.4234325988,31.401700914
80,31.4782366776,31.4523739882
81,31.5495566588,31.5129638952
82,31.6082213174,31.5680842755
83,31.6571812424,31.6331840821
84,31.6880616576,31.6786634232
85,31.8217287388,31.8123305045
86,31.8938864064,31.8794123174
