Time(Iteration),CABCoTheta,CAB_originalCoTheta,,,,,,
0,0.299712236283,0.299712236283,,,,,,
1,0.291559183087,0.291559183087,,,,,,
2,0.282583857097,0.282583857097,,,,,,
3,0.277646257973,0.277646257973,,,,,,
4,0.270386351173,0.270386351173,,,,,,
5,0.263438718611,0.263438718611,,,,,,
6,0.258019697017,0.258019697017,,,,,,
7,0.25435646775,0.25435646775,,,,,,
8,0.251035480585,0.251035480585,,,,,,
9,0.245320851225,0.245320851225,,,,,,
10,0.238393957767,0.238393957767,,,,,,
11,0.235190136502,0.235190136502,,,,,,
12,0.227600357277,0.227600357277,,,,,,
13,0.225230697349,0.225230697349,,,,,,
14,0.22117425458,0.22117425458,,,,,,
15,0.215152244382,0.215152244382,,,,,,
16,0.211934543223,0.211934543223,,,,,,
17,0.210579516782,0.210579516782,,,,,,
18,0.208940411021,0.208940411021,,,,,,
19,0.203759965035,0.203759965035,,,,,,
20,0.200521994049,0.200521994049,,,,,,
21,0.194887607917,0.194887607917,,,,,,
22,0.19232877036,0.19232877036,,,,,,
23,0.188351831239,0.188351831239,,,,,,
24,0.186562041284,0.186562041284,,,,,,
25,0.184234996633,0.184234996633,,,,,,
26,0.182594555265,0.182594555265,,,,,,
27,0.181504726798,0.181504726798,,,,,,
28,0.178368582763,0.178368582763,,,,,,
29,0.174221464935,0.174221464935,,,,,,
30,0.170926324654,0.170926324654,,,,,,
31,0.16817299504,0.16817299504,,,,,,
32,0.164013731075,0.164013731075,,,,,,
33,0.163145010037,0.163145010037,,,,,,
34,0.160835095782,0.160865687709,,,,,,
35,0.15790102329,0.157928178291,,,,,,
36,0.157312739197,0.1573378899,,,,,,
37,0.155829375709,0.155854450318,,,,,,
38,0.15480076123,0.154824145892,,,,,,
39,0.152631368825,0.152650653584,,,,,,
40,0.148883635486,0.148915384074,,,,,,
41,0.147102291207,0.147129872148,,,,,,
42,0.146445159487,0.14647473812,,,,,,
43,0.144265067198,0.144297523588,,,,,,
44,0.142809129999,0.142843173306,,,,,,
45,0.141277650549,0.141317035165,,,,,,
46,0.140558822564,0.140594310841,,,,,,
47,0.139080819357,0.139145741459,,,,,,
48,0.138287346746,0.138298904511,,,,,,
49,0.137283797637,0.137345016473,,,,,,
50,0.136639499335,0.136728800606,,,,,,
51,0.134749484736,0.134814755136,,,,,,
52,0.13297313126,0.133144199498,,,,,,
53,0.132774895983,0.132918568008,,,,,,
54,0.132351630807,0.132564943508,,,,,,
55,0.131025452388,0.131335421232,,,,,,
56,0.13040908747,0.13074097831,,,,,,
57,0.129948929158,0.130212079142,,,,,,
58,0.129150875849,0.129390479642,,,,,,
59,0.128000464784,0.128244118266,,,,,,
