Time(Iteration),CAB,CAB_original,LinUCB
0,1.54619273445,1.54619273445,1.54619273445
1,2.99649532936,2.99649532936,2.99649532936
2,4.12457470498,4.12457470498,4.12457470498
3,5.16594662096,5.16594662096,5.16594662096
4,6.24192272384,6.24192272384,6.24192272384
5,7.14114057013,7.14114057013,7.14114057013
6,8.36309646526,8.36309646526,8.36309646526
7,9.27244604222,9.27244604222,9.27244604222
8,10.2410888035,10.2410888035,10.3055432497
9,11.2909727486,11.2909727486,11.3018086263
10,12.2133127545,12.2133127545,11.9960085871
11,13.2165167764,13.2165167764,12.8584807705
12,13.8445125766,13.8445125766,13.4655657306
13,14.6461548276,14.6461548276,14.1764099716
14,15.546524755,15.546524755,15.0374378051
15,16.2771558952,16.2771558952,15.728605582
16,16.8667523534,16.8667523534,16.1303918758
17,17.4640003818,17.4640003818,16.6932687268
18,18.0580335564,18.0580335564,17.1684673366
19,18.6354220142,18.6354220142,17.6828458508
20,19.1663032626,19.1663032626,18.0578890917
21,19.9720331807,19.9720331807,18.7122599889
22,20.7497264307,20.7497264307,19.3624023394
23,21.3499612281,21.3499612281,19.8704458506
24,21.7953005493,21.7953005493,20.2860573851
25,22.4231277814,22.4231277814,20.7763132683
26,22.8558087347,22.8558087347,21.1188450377
27,23.4075538386,23.4075538386,21.5599160494
28,23.9164465545,23.9164465545,21.930224055
29,24.3933015861,24.3933015861,22.262697912
30,24.9451505946,24.9451505946,22.7073838761
31,25.5318288724,25.5318288724,23.0526022618
32,26.2004287108,26.2004287108,23.5758431813
33,26.5382568901,26.5370741467,23.8585558013
34,26.9073063208,26.9061235775,24.1543791662
35,27.2093946062,27.2199744264,24.4329568443
36,27.6511133693,27.6616931895,24.7953749617
37,28.051841398,28.0624212182,25.1077700421
38,28.4776592862,28.4882391064,25.4001238416
39,28.9540546579,28.9646344781,25.7512220854
40,29.2706671091,29.2797055256,26.0540915314
41,29.5386348932,29.6001532004,26.2324841389
42,29.9105049265,30.0021734744,26.4307001978
43,30.2527414468,30.4615565745,26.7235307295
44,30.6422314473,30.8587731773,27.0821919267
45,31.0617578789,31.4428168096,27.4290760538
46,31.3323464598,31.7288954669,27.6808142852
47,31.5662023167,32.0300915233,27.9084346342
48,31.6701995485,32.1803092443,28.0621349793
49,31.8181473358,32.4284638179,28.2060209348
50,32.086774453,32.6816651019,28.4627036761
51,32.3344100567,33.0559522101,28.811265954
52,32.5651643941,33.3937327556,29.1066631112
53,32.6879942678,33.5006995968,29.2759654074
54,32.8383638244,33.6262375132,29.4578502949
55,33.0935719584,33.9092044717,29.7473532525
56,33.201621024,34.096311587,29.9440953518
57,33.3805266471,34.3648064944,30.1828344114
58,33.6289059698,34.6349052488,30.4890009765
59,33.7145607948,34.8209727697,30.596547912
60,33.8227063357,34.9411026411,30.7205741147
61,33.9479058577,35.1399851043,30.915541892
62,34.0434378237,35.295137819,31.0795676687
63,34.1617855702,35.4785121565,31.195600245
64,34.2913404774,35.6422896021,31.3084846764
65,34.4201938458,35.7682251785,31.4247369021
66,34.5024198705,35.9128822619,31.5259304151
67,34.6119596126,36.0527457191,31.6330666368
68,34.729043532,36.2001496266,31.7512065227
69,34.8108388923,36.2726131432,31.8640674179
70,34.9594488147,36.4496711827,31.9923603317
71,35.0098829307,36.5243944367,32.0693851595
72,35.093604886,36.6840548162,32.1950622612
73,35.2314416266,36.8733207014,32.3202417612
74,35.4133392322,37.014053669,32.5079077113
75,35.4510412405,37.0711321793,32.633770719
76,35.5819558204,37.1791495999,32.7802528029
77,35.6828431753,37.2937137914,32.8531846465
78,35.7440940196,37.3802358996,32.9147988123
79,35.798659072,37.4549419555,32.9670379526
80,35.8712594673,37.5566504986,33.1026942696
81,35.9501763266,37.7042529216,33.2476168623
