Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,8.38572281694,7.23532978831,7.23532978831,6.82893211752
1,14.3838593748,10.633386589,9.47112744477,11.828222939
2,19.055661145,14.4997486534,12.097829467,16.4069875548
3,21.6329110781,16.9172415124,14.0288784442,20.3409410189
4,23.7913912118,18.5501337717,16.3297754933,22.8953527352
5,26.250209832,20.5043125645,18.1825529251,24.9746319071
6,28.4728619872,21.8943823954,20.5019377941,27.1431648535
7,29.2429320891,22.8172979793,21.8165933105,29.294568596
8,30.3395334005,23.3937656063,22.6530304764,30.9254534918
9,32.0450217523,23.7798814563,23.9905936468,32.9444755659
10,33.3475919464,24.3477817908,25.1933429415,34.1405584445
11,34.4638372514,24.3584644797,25.4246876345,35.6196559434
12,36.1618403254,24.783352545,26.4454231168,37.3088656844
13,37.5337139438,25.1680509789,27.4608557531,38.8697959885
14,38.5618164752,25.5611904135,27.6847482593,39.7420202002
15,39.383714604,26.1481128799,28.359616895,40.5696543885
16,40.008949532,26.3078581218,28.6813500031,41.3307481997
17,41.0708957841,26.5171364355,28.93718464,42.0621132754
18,41.8725471631,26.7702368456,29.4883505183,42.9336370249
19,42.3157295695,26.9495746595,29.8925937802,43.3827129824
20,42.9919463596,26.9874571143,30.100725487,43.5981816553
21,43.3888471744,27.0268459582,30.1587237172,44.1085405136
22,44.3340802679,27.1780124279,30.9494147164,44.906739866
23,44.5714367749,27.3581932695,31.1808639238,45.3183940722
24,45.082187983,27.5839514949,31.2610473736,45.8713744904
25,45.7656669857,27.686895137,31.6547984497,46.3978543921
26,46.2792170906,27.7755893285,31.9590176038,46.8410368306
27,46.7714492621,27.8230722558,32.2202680696,47.2983392798
28,47.1116485757,27.9390216428,32.2303083918,47.4792977363
29,47.5442881393,28.0196951419,32.3234279929,47.734599573
30,47.6395821652,28.0196951419,32.4772142561,48.0391850398
31,47.9543466552,28.0326373401,32.5359405131,48.3376985001
32,48.2684468432,28.1240745821,32.6341287981,48.654784254
33,48.5970427268,28.1679621318,32.7901737112,48.9492771701
34,48.8094743493,28.2612673143,32.827996118,49.0277049241
35,49.0163813382,28.3193327461,32.9032065534,49.3929789216
36,49.2437591232,28.3904309852,33.055574564,49.7913633166
37,49.5788402445,28.4358044115,33.1009479903,50.1784364317
38,49.6547036034,28.4499025128,33.1418583545,50.2655674516
39,49.7645235894,28.522004534,33.2502128645,50.6398107282
40,49.9256083297,28.547961994,33.3593751512,51.0057330069
41,50.1040140362,28.5579709572,33.3922658824,51.1098066508
42,50.1961110948,28.5674705858,33.3922658824,51.1942241835
43,50.333520823,28.5964301817,33.4242769687,51.2496775672
44,50.5175855467,28.6341152762,33.5048178698,51.4802322393
45,50.5875832307,28.6438837926,33.5586940277,51.701312401
46,50.8435480766,28.6901644831,33.6677554373,51.8972261726
47,50.9900154645,28.7153928206,33.7355485153,52.0172716067
48,51.1078576348,28.7383130376,33.8518815629,52.1653255381
49,51.2600985705,28.7627403194,33.8780463235,52.2822987847
50,51.5447178229,28.8027845272,33.9937123698,52.4083642852
51,51.5990298489,28.8027845272,34.0476758625,52.5400284528
52,51.6299693218,28.815576752,34.0905805277,52.5803756299
53,51.6915692257,28.815576752,34.1106123837,52.7312708202
54,51.7464821057,28.8510445377,34.1325867897,52.7873705747
55,51.8401991528,28.8803925774,34.207776209,52.9304707478
56,51.8649047283,28.901932663,34.2371506575,52.9805446956
57,51.8773223554,28.9058731194,34.2673252258,52.9805446956
58,51.9142686689,28.9299640056,34.2694246879,53.0394824332
59,51.9214084426,28.9319639742,34.281901127,53.0720327871
60,52.0951213498,28.9817436802,34.4186091349,53.2502724206
61,52.1122843381,28.9817436802,34.4421016345,53.2737649202
62,52.2494710545,29.003529507,34.4638874613,53.5254138796
63,52.4185503667,29.0214635542,34.5617362918,53.6657951437
64,52.5428484074,29.0362292845,34.5752077638,53.8040645451
65,52.6968281943,29.0389581312,34.6720594553,53.8947083691
66,52.7838951387,29.1010818731,34.8177528349,53.9748358961
67,52.8378257076,29.1041637495,34.8716834038,54.0234131981
68,52.8439426398,29.1041637495,34.8716834038,54.07501366
69,52.8439426398,29.1041637495,34.8716834038,54.0766494344
70,52.855778098,29.1041637495,34.8891911885,54.1558015587
71,52.855778098,29.1041637495,34.96876948,54.2134862119
72,52.8696317133,29.1124248739,34.9826230953,54.2465727334
73,52.8817860757,29.1124248739,35.0024207354,54.278524736
74,52.9099432643,29.118697757,35.0142057211,54.2794218611
75,53.0078077509,29.1380107498,35.1120702077,54.4019439733
76,53.0313094857,29.1380107498,35.1217240543,54.4157918616
77,53.0710963675,29.1522916418,35.1360049462,54.4796262863
78,53.1017717619,29.164612892,35.1666803407,54.5103016807
79,53.1514115266,29.1931061771,35.198225642,54.541846982
80,53.1637611099,29.209943649,35.2105752253,54.5543702798
81,53.1984831927,29.2103774836,35.233944898,54.584063683
82,53.2178485716,29.2103774836,35.233944898,54.6247470441
83,53.2372937432,29.2151294873,35.2363682188,54.7019432314
84,53.2820001921,29.2405933552,35.2701396735,54.7466496803
85,53.2958190025,29.2544121656,35.2839584839,54.7604684907
86,53.3144214717,29.2547901673,35.2893453842,54.7933213297
87,53.3899990785,29.2658047994,35.3376797065,54.8324218749
88,53.3899990785,29.2658047994,35.3426128024,54.8873221389
89,53.4162467393,29.2716549596,35.3688604633,54.8931722991
90,53.4471761014,29.2793826921,35.3826929207,55.0586652798
91,53.6063187329,29.2870503574,35.4251451568,55.1084007155
92,53.6435281293,29.3242597539,35.4623545532,55.2109162857
93,53.6733391367,29.3295046514,35.4630832179,55.2372047167
94,53.6733391367,29.3379336142,35.4630832179,55.2372047167
95,53.7261557909,29.3417929718,35.4729329316,55.3135162246
96,53.7659431467,29.3423748787,35.5127202873,55.3140981315
97,53.8489744346,29.374592746,35.5633096761,55.3543688905
98,53.8878325107,29.413450822,35.6021677522,55.4366934763
99,53.907840648,29.4334589593,35.6221758895,55.5239651241
100,53.9124830446,29.4381013559,35.6268182861,55.5750571282
101,53.9357768294,29.4381013559,35.6268182861,55.6040290224
102,53.9708339744,29.473158501,35.658964086,55.658656671
103,54.0271744667,29.4856969796,35.6722611091,55.7288684618
104,54.0326567372,29.4911792501,35.6777433796,55.7774538186
105,54.0326567372,29.4929106095,35.6777433796,55.7774538186
106,54.0549126988,29.5051046422,35.7012361654,55.7959476956
107,54.1423824579,29.5061763147,35.7022892107,55.8406197645
108,54.1943825442,29.5070924862,35.7088168239,55.8577214429
109,54.2096651941,29.5081236921,35.7354018578,55.9192295668
110,54.2373917985,29.5358502965,35.7446327158,55.9580407219
111,54.2788803529,29.5397033841,35.7484858034,56.003593354
112,54.4712415711,29.542672005,35.7514544243,56.0065619749
113,54.5768679903,29.5488657847,35.7659303816,56.1117057344
114,54.6745537779,29.564142973,35.78120757,56.1269829228
115,54.6811127367,29.7920331038,36.013024448,56.3819758752
116,54.6811127367,29.7920331038,36.013024448,56.4451926144
