Time(Iteration),LinUCBCoTheta,CAB_originalCoTheta,CAB_decreaseCoTheta,CAB_optimalCoTheta,CAB_increaseCoTheta,,,,,,
105,0.345152217056,0.342895485408,0.374842142157,0.375893036353,0.342621522983,,,,,,
106,0.344826084505,0.342457523054,0.373824831816,0.374887583133,0.342297044636,,,,,,
107,0.34390999624,0.34197396345,0.372961686439,0.374073589495,0.341328317949,,,,,,
108,0.343606098272,0.341118380519,0.372452248571,0.37349208731,0.340400434332,,,,,,
109,0.342936629428,0.34020659832,0.371999808817,0.37293541153,0.340016717363,,,,,,
110,0.342576470134,0.339922514626,0.371639478032,0.372641308867,0.339601703319,,,,,,
111,0.342141915988,0.339019261389,0.371404569198,0.372221227623,0.339167627098,,,,,,
112,0.341375417932,0.338357693063,0.37120829088,0.372009049953,0.338601912705,,,,,,
113,0.340875667887,0.337314810892,0.37064333387,0.371442212324,0.338248141547,,,,,,
114,0.340679109377,0.336922378265,0.370181840683,0.371148017205,0.337947870952,,,,,,
115,0.340576802699,0.33663777904,0.370018303402,0.371088173078,0.337828285925,,,,,,
116,0.339690696301,0.336016616888,0.369340451919,0.370349326331,0.337579155815,,,,,,
117,0.34000045972,0.335222673318,0.369238611146,0.370187291976,0.337522278,,,,,,
118,0.337546376865,0.333380334874,0.368578099233,0.369710750924,0.335892146883,,,,,,
119,0.337813097492,0.333623917663,0.368446345911,0.369624791398,0.335845537015,,,,,,
120,0.335508092143,0.331032790095,0.36457323715,0.367695933675,0.334679962775,,,,,,
121,0.334648618348,0.330511955534,0.364509181509,0.367607078877,0.333717212513,,,,,,
122,0.334515801194,0.330171365016,0.364083428817,0.367184041941,0.333779979829,,,,,,
123,0.333932119053,0.329670369937,0.363540347875,0.366714301503,0.333214901885,,,,,,
124,0.333095583166,0.328789065385,0.362704801823,0.365840019764,0.332378226787,,,,,,
125,0.332741872099,0.328342319874,0.3622441505,0.365390396476,0.332244147187,,,,,,
126,0.33235465534,0.328150333909,0.3613795362,0.364570877316,0.331771195772,,,,,,
127,0.332199550877,0.328246781957,0.361479017683,0.364674380876,0.331516579654,,,,,,
128,0.330629063932,0.327702401321,0.360877463359,0.364049176989,0.331151070379,,,,,,
129,0.330952091737,0.327774238896,0.360275398416,0.363544545878,0.331762711731,,,,,,
130,0.330657705682,0.327462329422,0.359466518425,0.362993316466,0.331390400601,,,,,,
131,0.330353959864,0.327490433573,0.359613248248,0.363122693316,0.331428951674,,,,,,
132,0.329804110789,0.326670941125,0.358073523017,0.36168645592,0.330391464369,,,,,,
133,0.329229623885,0.325945516369,0.357477038611,0.361160446654,0.329786666452,,,,,,
134,0.328266014316,0.325902332364,0.357116507737,0.360727313586,0.329480416443,,,,,,
135,0.328312376949,0.325622689134,0.356817138466,0.360339267979,0.329917271582,,,,,,
136,0.327732768141,0.325582430216,0.356658992536,0.360160395985,0.329283387892,,,,,,
137,0.32650424582,0.324937378446,0.355400519816,0.358806484077,0.327766651989,,,,,,
138,0.326247043139,0.324387647718,0.35472935494,0.357909495511,0.32651945828,,,,,,
139,0.325649921523,0.324393148406,0.354558711276,0.357745291771,0.326160478331,,,,,,
140,0.325155128855,0.323614767237,0.353654012803,0.356871907688,0.325514847215,,,,,,
141,0.324778389667,0.323551756431,0.353486039852,0.356734086553,0.325027621956,,,,,,
142,0.324743979765,0.323392693656,0.353066277817,0.356289072211,0.324863231626,,,,,,
143,0.322838458508,0.323356731116,0.352484859216,0.355646561152,0.322639674026,,,,,,
144,0.322425901507,0.322567557732,0.352110058185,0.35529229443,0.322047355229,,,,,,
145,0.322222019868,0.322801987141,0.351757614261,0.354820478833,0.322084092441,,,,,,
146,0.321764752116,0.322189310836,0.350956069852,0.354064263384,0.321488734877,,,,,,
147,0.321939448887,0.322364442605,0.350981098429,0.354051637746,0.321034254873,,,,,,
148,0.321171451129,0.322135207225,0.350111777898,0.353756299696,0.320928259703,,,,,,
149,0.320873928331,0.32123102538,0.349787334278,0.353427573028,0.320625423325,,,,,,
150,0.320412932114,0.320324173543,0.349219947616,0.35280046419,0.320284233022,,,,,,
151,0.320105376099,0.319593680695,0.348609308421,0.352185967981,0.319789901722,,,,,,
152,0.319222982415,0.319342172327,0.348306075187,0.351874621012,0.319214028802,,,,,,
153,0.318878376501,0.319069188198,0.346936395645,0.351802840138,0.318516985354,,,,,,
154,0.31870595651,0.319034335228,0.346737591837,0.351568844818,0.318176384982,,,,,,
155,0.318432791803,0.319705894793,0.346632598345,0.351857619302,0.318242227502,,,,,,
156,0.318310611206,0.319461695241,0.346764008401,0.351943076009,0.318029363175,,,,,,
157,0.317770565372,0.318792613346,0.345945916079,0.351140619682,0.317371906573,,,,,,
158,0.317500562756,0.318655802579,0.345566179504,0.350731808148,0.317083565784,,,,,,
159,0.31722994938,0.318615145914,0.345575505014,0.350783950677,0.316860346311,,,,,,
160,0.316513632635,0.318461815751,0.345274756673,0.350419880746,0.316373399082,,,,,,
161,0.316185362491,0.317946468492,0.344831929812,0.34993841696,0.315837464357,,,,,,
162,0.316308088853,0.31805059013,0.344805647871,0.349890652686,0.31594771031,,,,,,
163,0.315888752615,0.31785752769,0.344347850046,0.34977463295,0.315417057181,,,,,,
164,0.315006561211,0.317589296629,0.343959076178,0.349444308144,0.314657717558,,,,,,
165,0.314918615776,0.31688123773,0.343595334964,0.349075175793,0.31446135803,,,,,,
166,0.314784359788,0.316606861565,0.342988693094,0.348438623632,0.314048610417,,,,,,
167,0.314259559544,0.316482352998,0.342810037141,0.348066340346,0.313321971849,,,,,,
168,0.314066957289,0.316401425953,0.342800499886,0.348053517944,0.313222176077,,,,,,
169,0.312975415109,0.315240624654,0.34108326665,0.347149380813,0.311749575885,,,,,,
170,0.312860640003,0.314659715939,0.340505048642,0.346548946437,0.311189537965,,,,,,
171,0.312026534373,0.313106152862,0.338098122937,0.344223305457,0.31039325879,,,,,,
172,0.311346283695,0.312832636628,0.337912623796,0.344103260878,0.309882616302,,,,,,
173,0.31158284593,0.312850426386,0.338034847318,0.344188444382,0.310025940462,,,,,,
174,0.311078551455,0.312383111331,0.337494556552,0.343623949533,0.309596117966,,,,,,
175,0.310635178837,0.312210903741,0.337416672062,0.343535640658,0.309175620914,,,,,,
176,0.310394936195,0.311981943768,0.337229871839,0.343432205229,0.308962827878,,,,,,
177,0.307997115446,0.311212130259,0.336723749993,0.343056164474,0.307288311974,,,,,,
178,0.307566568319,0.310605774882,0.336529611081,0.342858447963,0.306957932991,,,,,,
179,0.306783535949,0.309929161304,0.336157832471,0.342341760682,0.305964128389,,,,,,
180,0.306791334141,0.309446224522,0.335821725748,0.342031665346,0.305561569096,,,,,,
181,0.306360860812,0.309428287299,0.335708796164,0.34195239417,0.305293414964,,,,,,
182,0.306606967431,0.309454063723,0.335743146518,0.341981060725,0.305523987551,,,,,,
183,0.302559461748,0.30799529516,0.33413138387,0.34055338585,0.301639306429,,,,,,
184,0.30163434164,0.307392891127,0.333557919181,0.33992411752,0.300817777322,,,,,,
185,0.300523800989,0.307121223121,0.333233266024,0.339570877462,0.299979527029,,,,,,
186,0.300402762361,0.306906535532,0.332910288825,0.339271404237,0.299883326888,,,,,,
187,0.300305147798,0.306864246331,0.332907147968,0.339200672678,0.299848738835,,,,,,
188,0.300074558534,0.306826760144,0.332820376247,0.339084367279,0.299543535054,,,,,,
189,0.299810378819,0.306401978152,0.332534801029,0.338771753179,0.299360227097,,,,,,
190,0.299481157383,0.306299035011,0.332303156361,0.338617909804,0.299087695675,,,,,,
191,0.298617093683,0.305155812111,0.331211020535,0.337703444116,0.298153447894,,,,,,
192,0.298004065133,0.304359836875,0.330628791563,0.336986645192,0.297566570058,,,,,,
193,0.297033519692,0.30410072646,0.330267141391,0.336640567109,0.296711829977,,,,,,
194,0.296643182129,0.303813843365,0.329998404214,0.336307697361,0.296268560611,,,,,,
195,0.296346872948,0.303595734066,0.32982113291,0.336073985964,0.296004032114,,,,,,
196,0.296361101472,0.303452783065,0.329509499195,0.335532348489,0.295916531562,,,,,,
197,0.296443960067,0.30341111301,0.329660375741,0.335740620866,0.295923187649,,,,,,
198,0.296180362392,0.303555214518,0.329672044211,0.335708010112,0.295788576088,,,,,,
199,0.295977722375,0.303465623203,0.329632664807,0.335692907668,0.295532768771,,,,,,
