Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,CAB_cbjCoTheta,CAB_cbijCoTheta,,,,,,
0,0.970238499053,0.969032292451,0.969032292451,0.969420808068,0.969032292451,0.969032292451,,,,,,
1,0.931314815389,0.926597798161,0.919825947775,0.928041693448,0.929210637968,0.92681943517,,,,,,
2,0.890802290181,0.891095853045,0.876994146978,0.896060557229,0.883637883148,0.88191358923,,,,,,
3,0.862264501466,0.851200231518,0.846758091912,0.870592457425,0.849193488851,0.854620955895,,,,,,
4,0.835697356919,0.821238569824,0.81400780902,0.834768487897,0.821475420934,0.823873378981,,,,,,
5,0.815977894068,0.79948355087,0.789939224869,0.810938626912,0.796470409764,0.797554681142,,,,,,
6,0.796222529136,0.769703822246,0.765040710396,0.780454288131,0.762868799067,0.766587588074,,,,,,
7,0.776033589257,0.750888312175,0.745438811455,0.764776939904,0.753739443648,0.752619816958,,,,,,
8,0.758897696799,0.736555460621,0.723092253598,0.742597904352,0.734882009078,0.731584966864,,,,,,
9,0.737971806892,0.719304038892,0.708802059441,0.726758868994,0.717890378303,0.719615044901,,,,,,
10,0.723450084944,0.702672598434,0.693184319878,0.705587366295,0.688253489616,0.70392537704,,,,,,
11,0.705508522338,0.677738199227,0.677671324756,0.687843364838,0.674164260012,0.687274239215,,,,,,
12,0.694788891553,0.664638344865,0.665640025353,0.674881542455,0.662690998526,0.673288693533,,,,,,
13,0.6855725633,0.655563542423,0.656537385589,0.667327218903,0.652076100139,0.658871084757,,,,,,
14,0.672646280864,0.632858455535,0.646643457331,0.652810214292,0.639885528667,0.648525884903,,,,,,
15,0.655019688657,0.615037644337,0.634373545904,0.642298273142,0.623488105826,0.63463346405,,,,,,
16,0.646226887004,0.601745664175,0.621148172583,0.62965228348,0.608871014156,0.621902778402,,,,,,
17,0.629557746013,0.587753675311,0.60280646653,0.612882149291,0.599412120184,0.611283187841,,,,,,
18,0.618000307479,0.573235357566,0.590065705495,0.598392103365,0.590983570853,0.602230888949,,,,,,
19,0.60858955706,0.56427998712,0.576090293629,0.586623225929,0.582512279479,0.594457127115,,,,,,
20,0.601881039117,0.557122348363,0.56724666678,0.576141997941,0.56463251491,0.583033787927,,,,,,
21,0.596184622579,0.548049457614,0.561430912704,0.567029991774,0.555549535398,0.573924502611,,,,,,
22,0.584172415438,0.537693205451,0.549947113157,0.553273807466,0.541828764022,0.563130027081,,,,,,
23,0.574876589491,0.528714048189,0.539875462571,0.547726990964,0.532538327123,0.552118298796,,,,,,
24,0.568724598609,0.516223020523,0.530830107645,0.531809331787,0.519832407472,0.536820662132,,,,,,
