Time(Iteration),CAB_User,CAB,CAB_original,LinUCB
55,16.8992474794,16.9580682898,16.8992474794,18.5074747803
56,17.0032589393,17.0500451839,17.0032589393,18.5544582672
57,17.005528549,17.0500451839,17.005528549,18.5846299883
58,17.0613531076,17.0962679782,17.0613531076,18.6946807232
59,17.101438821,17.1506727914,17.101438821,18.8112181119
60,17.1851164006,17.234350371,17.1851164006,18.868638083
61,17.1972390781,17.2464730485,17.1972390781,18.8818597911
62,17.2981410413,17.3634760489,17.2981410413,18.9380662676
63,17.3176303515,17.3829653591,17.3176303515,18.9734752501
64,17.4186160644,17.5146295992,17.4186160644,19.0707433532
65,17.4725516469,17.5692727112,17.4725516469,19.1500889329
66,17.5318629074,17.6352944658,17.5318629074,19.1558610456
67,17.608147044,17.692883758,17.608147044,19.1789200642
68,17.642356774,17.727093488,17.642356774,19.2224457307
69,17.6816370867,17.7461081299,17.6816370867,19.2570984796
70,17.7119069154,17.7756486704,17.7119069154,19.3037214809
71,17.7381042791,17.8018460341,17.7381042791,19.3209826032
72,17.8120924189,17.875834174,17.8120924189,19.3757418676
73,17.8196021734,17.8833439284,17.8196021734,19.3901787678
74,17.8570387804,17.9227088222,17.8570387804,19.4057209339
75,17.8613198669,17.928173503,17.8613198669,19.4588901131
76,17.8758245257,17.9426781619,17.8758245257,19.4714096286
77,17.9155228287,17.9855339911,17.9155228287,19.4770644991
78,17.9531087546,18.0452755044,17.9531087546,19.5145463218
79,17.9600646354,18.057385513,17.9600646354,19.5251495428
80,18.0905057308,18.1862929043,18.0905057308,19.6300084579
81,18.1004338181,18.1962209916,18.1004338181,19.6889163323
82,18.1687935915,18.2531347042,18.1687935915,19.7159846214
83,18.2324780193,18.3094351678,18.2324780193,19.7469246398
84,18.2636478952,18.34684131,18.2636478952,19.820560758
85,18.341253371,18.4244467858,18.341253371,19.8429557805
86,18.453762171,18.531361871,18.453762171,19.8923216035
87,18.5120949311,18.5583226889,18.5120949311,19.9224284208
88,18.5345233249,18.5660472771,18.5345233249,19.9225224496
89,18.5946476305,18.6176164101,18.5946476305,19.9279056363
90,18.6402959574,18.6743083979,18.6402959574,19.952801985
91,18.7343498097,18.750681345,18.7343498097,20.0149772762
92,18.7343498097,18.7564205939,18.7343498097,20.0430334973
93,18.771634611,18.7937053952,18.771634611,20.0807647782
94,18.7797001856,18.8017709698,18.7797001856,20.0856260421
95,18.8169680802,18.8375117572,18.8169680802,20.119835792
96,18.8449099831,18.8654536602,18.8449099831,20.1478261769
97,18.8944051454,18.8974792882,18.8944051454,20.1916153615
98,18.9472865414,18.9503606841,18.9472865414,20.2844139697
99,19.0066898068,19.0097639496,19.0066898068,20.3431879984
100,19.0675064456,19.0439166428,19.0675064456,20.3573227063
101,19.1008681085,19.0772783057,19.1008681085,20.3954087698
102,19.1063601741,19.0796393216,19.1063601741,20.4059112692
103,19.1125550623,19.0922462925,19.1125550623,20.4207573375
104,19.1455785956,19.1084793982,19.1455785956,20.4413515465
105,19.1793893225,19.139448758,19.1793893225,20.4422143911
106,19.1850335866,19.1639894885,19.1850335866,20.4538047547
107,19.192029219,19.1663039587,19.192029219,20.4741509172
108,19.2558927725,19.2300387508,19.2558927725,20.5034274635
109,19.2911297557,19.2511199476,19.2911297557,20.5072070928
110,19.2958102,19.2558003919,19.2958102,20.5218303878
111,19.3067387226,19.2643219275,19.3067387226,20.5269159508
112,19.3158408291,19.273424034,19.3158408291,20.5340142198
113,19.3331219619,19.2874255079,19.3331219619,20.5584826271
114,19.3690527698,19.3065078209,19.3690527698,20.5868118226
115,19.4556007323,19.3950263435,19.4556007323,20.5980035027
116,19.5022639143,19.4090514298,19.5022639143,20.6209099121
117,19.5064665132,19.4132540287,19.5064665132,20.6219020546
118,19.5864270515,19.4942201953,19.5864270515,20.6250440827
119,19.6526565925,19.5565479471,19.6526565925,20.6309208251
120,19.6694770691,19.5685747471,19.6694770691,20.6402048447
121,19.6728893451,19.5719870232,19.6728893451,20.6512753821
122,19.7189332405,19.6170259477,19.7189332405,20.6582886743
123,19.7449742374,19.6471943045,19.7449742374,20.6600675916
124,19.7580124955,19.6641087944,19.7580124955,20.6762761752
125,19.7844440424,19.6935678622,19.7844440424,20.6944358958
126,19.7957323074,19.7048561272,19.7957323074,20.7333372566
127,19.8180786411,19.7318739945,19.8180786411,20.7628709132
128,19.8407548128,19.7545501662,19.8407548128,20.7628709132
129,19.8500742604,19.7638696137,19.8500742604,20.777190791
130,19.8944001909,19.7769053955,19.8944001909,20.7814150245
131,19.8944001909,19.7769053955,19.8944001909,20.7814150245
132,19.9032761104,19.7897798361,19.9032761104,20.7971204904
133,19.906907708,19.7995354715,19.906907708,20.8068761257
134,19.9118023303,19.8136031481,19.9118023303,20.8163275682
135,19.9308792945,19.8196189965,19.9308792945,20.8475668814
136,19.9443170872,19.8359761254,19.9443170872,20.8579281873
137,19.9523439965,19.8440030347,19.9523439965,20.8659550966
138,19.9611568243,19.8526264174,19.9611568243,20.8740511215
139,19.9709985646,19.8624681577,19.9709985646,20.8955286565
140,19.9899809621,19.8674385559,19.9899809621,20.8984432969
141,19.9950541931,19.8725117868,19.9950541931,20.902548311
142,20.0256807951,19.8913137582,20.0256807951,20.9162741394
143,20.0267644975,19.8913137582,20.0267644975,20.9162741394
144,20.0377951738,19.8971600728,20.0377951738,20.9324350615
145,20.0433281123,19.9097334578,20.0433281123,20.9343671212
146,20.058372189,19.9269626037,20.058372189,20.9595128821
147,20.0701932381,19.9269626037,20.0701932381,20.9876326032
148,20.0728195871,19.9295889527,20.0728195871,20.9876326032
149,20.0788285776,19.9410856948,20.0788285776,20.9925082764
150,20.0824499988,19.9458247166,20.0824499988,21.0036904306
151,20.0920814418,19.9458247166,20.0920814418,21.0133218736
152,20.0922055246,19.9459487994,20.0922055246,21.0133218736
153,20.0931698509,19.9469131256,20.0931698509,21.0198328627
154,20.1166344233,19.9471489325,20.1166344233,21.0405031509
155,20.116913085,19.9471489325,20.116913085,21.0419171081
156,20.1256645855,19.955900433,20.1256645855,21.0653309679
157,20.1256645855,19.9577507902,20.1256645855,21.0653309679
158,20.1301756136,19.9632383149,20.1301756136,21.0758403826
159,20.1399590226,19.9681821682,20.1399590226,21.0861875171
160,20.1418428862,19.9700660318,20.1418428862,21.0861875171
161,20.1552683786,19.9834915242,20.1552683786,21.0863190634
162,20.1638865997,19.9867459854,20.1638865997,21.1005193736
163,20.166455541,19.9893149267,20.166455541,21.1065751108
164,20.1772080451,20.0000674308,20.1772080451,21.1257052476
165,20.1814227316,20.0042821173,20.1814227316,21.1420427428
166,20.216049594,20.0389089797,20.216049594,21.1518452753
167,20.2212525802,20.0426217758,20.2212525802,21.1570097971
168,20.2248393061,20.0500510585,20.2248393061,21.1801165423
169,20.2411037624,20.0663155148,20.2411037624,21.1807038185
170,20.2462096224,20.0812249749,20.2462096224,21.1845611294
171,20.2749387176,20.10995407,20.2749387176,21.1990091341
172,20.2749387176,20.10995407,20.2749387176,21.1990091341
173,20.2778813639,20.10995407,20.2778813639,21.2047998602
174,20.2815667471,20.1136394533,20.2815667471,21.2079485837
175,20.2902867613,20.1136394533,20.2902867613,21.2166685978
176,20.3008869429,20.113860063,20.3008869429,21.2270481697
177,20.3068590151,20.1198321352,20.3068590151,21.2287144951
178,20.3085163158,20.124904986,20.3085163158,21.2287144951
179,20.3103926533,20.1254292615,20.3103926533,21.2329983524
180,20.3106633993,20.1257000075,20.3106633993,21.2332690984
181,20.3106633993,20.1257000075,20.3106633993,21.2332690984
182,20.314347972,20.1293845802,20.314347972,21.2456679878
183,20.3229509888,20.137987597,20.3229509888,21.2486055112
184,20.3280222526,20.1430588608,20.3280222526,21.2519253701
185,20.3280222526,20.1430588608,20.3280222526,21.2519253701
186,20.3346858512,20.1630844582,20.3346858512,21.2685441027
187,20.3436600619,20.1642616344,20.3436600619,21.2697212789
188,20.3443994494,20.1642616344,20.3443994494,21.2805849844
189,20.3563060974,20.1642616344,20.3563060974,21.2819503839
190,20.3572456472,20.1676387736,20.3572456472,21.285939498
191,20.3593284453,20.1697215718,20.3593284453,21.3174868783
192,20.3852164701,20.177751303,20.3852164701,21.3263035728
193,20.407664207,20.1806800656,20.407664207,21.3263035728
194,20.4136625065,20.1952310192,20.4136625065,21.3323018723
195,20.427135248,20.2087037607,20.427135248,21.3457746138
196,20.4443474996,20.2241875643,20.4443474996,21.3795344003
197,20.4469847142,20.2268140974,20.4469847142,21.3807216655
198,20.4608046657,20.2355005213,20.4608046657,21.3858551931
199,20.4766239508,20.248449719,20.4766239508,21.3982185301
200,20.4766239508,20.248449719,20.4766239508,21.3982185301
201,20.4799422012,20.2486633005,20.4799422012,21.401750362
202,20.4911045935,20.2598256929,20.4911045935,21.4041367457
203,20.4953607174,20.2626107434,20.4953607174,21.4069217962
204,20.4953607174,20.2626107434,20.4953607174,21.4069217962
205,20.5015691307,20.2688191566,20.5015691307,21.4131302095
206,20.5086924215,20.2718754103,20.509698426,21.4268596383
207,20.5146481011,20.27783109,20.5156541057,21.4286431497
208,20.5203407278,20.292847302,20.5213467324,21.4286431497
209,20.5203407278,20.292847302,20.5213467324,21.4435438123
210,20.5309932532,20.3034998274,20.5319992577,21.472127998
211,20.5408438929,20.3133504671,20.5418498975,21.4777458686
212,20.5483827668,20.320889341,20.5493887714,21.4874568684
213,20.5585554433,20.3243304172,20.5595614478,21.4928479899
214,20.5634486702,20.3345025403,20.5644546748,21.498738014
215,20.5673036329,20.338357503,20.5683096375,21.498738014
216,20.5726154454,20.3469849635,20.57362145,21.5164364876
217,20.5730065527,20.3583922731,20.5850287597,21.5286303949
218,20.5870675507,20.3618721627,20.5990897577,21.5326359711
219,20.5875926843,20.3623972964,20.5996148913,21.5331611047
220,20.5998637197,20.3746683317,20.6118859266,21.5331611047
221,20.6016681516,20.3764727637,20.6136903586,21.5426617506
222,20.6026244767,20.3774290887,20.6146466836,21.5456438029
223,20.6105322393,20.3853368513,20.6225544462,21.5456438029
224,20.6105322393,20.3853368513,20.6225544462,21.5521835593
225,20.6113884739,20.3934963037,20.6234106809,21.5540737509
226,20.6135629117,20.3956707415,20.6255851187,21.5588966186
227,20.6178078133,20.3999156431,20.6298300203,21.5698777482
228,20.6263865692,20.4084943989,20.6384087761,21.5784565041
229,20.6290296086,20.4114283469,20.6410518156,21.5896072014
230,20.6338037857,20.416202524,20.6458259927,21.5923173619
231,20.6380488744,20.4187543879,20.6500710814,21.5985427298
232,20.6380488744,20.4187543879,20.6500710814,21.5985427298
233,20.6488182639,20.4295237773,20.6608404708,21.6184030226
234,20.6562712257,20.4344288392,20.6682934327,21.6261930705
235,20.6562712257,20.4344288392,20.6682934327,21.6261930705
236,20.6628992266,20.4816939433,20.6749214336,21.6328210714
237,20.6692965893,20.4880913059,20.6813187962,21.6463227729
238,20.6955979789,20.5119092027,20.7076201858,21.670580714
239,20.6985426879,20.5143766805,20.7105648949,21.6710579453
240,20.7053589074,20.5211929,20.7173811144,21.6789568862
241,20.7079633643,20.5237973568,20.7199855712,21.6819654484
242,20.7079633643,20.523991766,20.7199855712,21.6882899909
243,20.7079633643,20.523991766,20.7199855712,21.6908884433
244,20.7079633643,20.5272377625,20.7199855712,21.6939610355
245,20.7270116063,20.5402082835,20.7390338132,21.6956493109
246,20.7563421155,20.5623803974,20.7683643225,21.7072562072
247,20.7604375891,20.5664758709,20.772459796,21.7113516808
248,20.7733610845,20.5804374576,20.7853832914,21.7119391012
249,20.7733610845,20.5842264607,20.7853832914,21.7216664106
250,20.7733610845,20.5842264607,20.7853832914,21.7343652862
251,20.7773591502,20.5846396429,20.7893813572,21.7383633519
252,20.7884766683,20.5974142108,20.8004988753,21.7511379198
253,20.7927755944,20.6047293146,20.8047978013,21.7667734921
254,20.802142917,20.6140966372,20.814165124,21.7736705138
255,20.8039409273,20.6158946475,20.8159631342,21.7778360485
256,20.8087478284,20.6207015486,20.8207700354,21.7939350515
257,20.8141276042,20.6237825738,20.8261498111,21.7961163944
258,20.8181088446,20.6277638142,20.8301310516,21.7961164953
259,20.8189436498,20.6277638142,20.8309658567,21.7961164953
260,20.821545898,20.6303660625,20.833568105,21.7968691634
261,20.8238468475,20.6381872761,20.8358690544,21.8038771993
262,20.8278140595,20.6381872761,20.8398362665,21.8078444114
263,20.8345370947,20.6381872761,20.8465593017,21.8078444114
264,20.859120528,20.6434238088,20.871142735,21.8139626235
265,20.8622949323,20.6445499355,20.8743171393,21.816010901
266,20.8870963981,20.6693514013,20.899118605,21.8231628217
267,20.8912224789,20.6734774821,20.9032446859,21.8269489047
268,20.8987975579,20.6734774821,20.9108197649,21.8297524338
269,20.8987975579,20.6734774821,20.9108197649,21.8297524338
270,20.9028952479,20.6748159439,20.9149174548,21.8309662039
271,20.9164544741,20.6849710684,20.9284766811,21.8474798937
272,20.9164544741,20.6849710684,20.9284766811,21.8591241202
273,20.924024138,20.6849710684,20.936046345,21.8591241202
274,20.9245541575,20.6855010879,20.9365763645,21.862679036
275,20.926955894,20.6945426744,20.9369603849,21.8650807725
276,20.926955894,20.6945426744,20.9369603849,21.8693318666
277,20.9381178508,20.7057046311,20.9481223416,21.8832291222
278,20.9459192307,20.7067134607,20.9559237216,21.8860874719
279,20.9521956222,20.7129898521,20.962200113,21.8896512992
280,20.9535304844,20.7143247144,20.9635349753,21.8999740983
281,20.9560173525,20.7143247144,20.9660218434,21.9005394363
282,20.9560173525,20.7143247144,20.9660218434,21.9005394363
283,20.9561233808,20.7144307426,20.9661278716,21.9006454646
284,20.958353465,20.7207589109,20.9683579559,21.9069736328
285,20.9871073574,20.7495128033,20.9971118482,21.9106293648
286,20.9891119076,20.761770008,20.9991163985,21.9149095492
287,20.9901209456,20.762779046,21.0001254365,21.9494189886
288,21.0033889425,20.762779046,21.0133934333,21.9554973846
289,21.0043914247,20.7637815282,21.0143959155,21.9614784479
290,21.0052927519,20.7666170653,21.0152972428,21.9645089723
291,21.0071445003,20.7684688136,21.0171489911,21.9666829472
292,21.0084281012,20.7684688136,21.018432592,21.9770818168
293,21.0084281012,20.7684688136,21.018432592,21.9770818168
294,21.0120231397,20.771834573,21.0220276305,21.9770818168
295,21.0120231397,20.771834573,21.0220276305,21.9854265428
296,21.0120231397,20.775748985,21.0220276305,21.9854265428
297,21.0120231397,20.7826793993,21.0220276305,21.9882874297
298,21.0200382279,20.7826793993,21.0300427187,21.9889123196
299,21.021602139,20.7842433104,21.0316066299,21.9889123196
300,21.0241974735,20.7868386449,21.0342019644,21.9915076541
301,21.0269369188,20.7868386449,21.0369414096,21.9915076541
302,21.0379479138,20.7881417703,21.0479524046,21.9943752981
303,21.0400264573,20.7902203139,21.0500309482,21.9943752981
304,21.0410973332,20.7912911897,21.051101824,21.9943752981
305,21.0410973332,20.7912911897,21.051101824,21.9995819223
306,21.0410973332,20.7964574786,21.0562681129,22.0047482111
307,21.0457496757,20.7979052669,21.0609204554,22.0061959994
308,21.0585815251,20.7993425876,21.0737523048,22.0061959994
309,21.0589347623,20.7996958247,21.074723519,22.0071672136
310,21.0599681312,20.8007291936,21.0757568879,22.0082005825
311,21.0626591213,20.8051976398,21.0784478781,22.011101283
312,21.0693095036,20.8093046088,21.0850982603,22.0200126696
313,21.0836939032,20.8243419748,21.0976813021,22.0352665712
314,21.0848930162,20.8255410877,21.098880415,22.0402911521
315,21.0953883278,20.8340813118,21.1093757267,22.0417134617
316,21.0955663014,20.8342592853,21.1095537002,22.0418914353
317,21.0955663014,20.8342592853,21.1095537002,22.0418914353
318,21.1004839383,20.8391769222,21.1144713371,22.0472662949
319,21.1024224346,20.8411154186,21.1164098335,22.0544976233
320,21.1259850511,20.8652978785,21.1399724499,22.0651447766
321,21.1259850511,20.8652978785,21.1399724499,22.0746990944
322,21.1259850511,20.8652978785,21.1399724499,22.0746990944
323,21.1302407885,20.8669864634,21.1422452451,22.0746990944
324,21.1326783018,20.8694239767,21.1446827584,22.0752257127
325,21.1409036103,20.8802679365,21.1539881867,22.0789244838
326,21.1412916593,20.8806559855,21.1549652238,22.0793125328
327,21.1412916593,20.8806559855,21.1549652238,22.0827596402
328,21.1483239511,20.8806559855,21.1549652238,22.0941031441
329,21.1497532289,20.8820852632,21.1563945016,22.0961221479
330,21.149961113,20.8857870653,21.1566023858,22.0977090354
331,21.156625258,20.8888048451,21.1632665308,22.1105072742
332,21.1569301567,20.8891097438,21.1635714295,22.1129590923
333,21.1569301567,20.8916936951,21.1635714295,22.1129590923
334,21.1569301567,20.8926017905,21.1635714295,22.1170573791
335,21.16286564,20.8985372738,21.1695069128,22.1209143703
336,21.16286564,20.8985372738,21.1695069128,22.1209143703
337,21.1644230888,20.9000947226,21.1710643616,22.1245378452
338,21.1712298042,20.9078935254,21.1778710769,22.1281603266
339,21.1743720975,20.9110358187,21.1810133703,22.1329979698
340,21.1796455797,20.9210075136,21.1862868525,22.1364088703
341,21.1819091548,20.9232710887,21.1885504276,22.1365122206
342,21.1856304008,20.9297222221,21.1922716736,22.1552143032
343,21.1881055798,20.9297222221,21.1947468525,22.1552143032
344,21.1881055798,20.9297222221,21.1947468525,22.1630249153
345,21.1927798731,20.9343965154,21.1994211459,22.1630249153
346,21.1935509573,20.9351675996,21.2001922301,22.1637959995
347,21.1989013341,20.9405179764,21.2055426069,22.1637959995
348,21.2030011731,20.9423354194,21.2096424459,22.1665167792
349,21.2030011731,20.9423354194,21.2096424459,22.1665167792
350,21.2030011731,20.9445247767,21.2096424459,22.1665167792
351,21.2073460353,20.9875525959,21.2139873081,22.1924522956
352,21.2073460353,20.9880719165,21.2139873081,22.1929716162
353,21.210442747,20.9911686282,21.2170840198,22.1929716162
354,21.2115444487,20.9922703299,21.2181857215,22.1929716162
355,21.2133857554,20.9922703299,21.2200270282,22.1951246581
356,21.2139978289,20.9922703299,21.2206391017,22.2012263954
357,21.2170622191,20.9922703299,21.2237034919,22.2064097342
358,21.219774132,20.9949822428,21.2264154047,22.2089314648
359,21.2231390389,21.0008176341,21.2297803116,22.2122963718
360,21.2242179753,21.0018965705,21.2308592481,22.2133753082
361,21.2242179753,21.0018965705,21.2308592481,22.2148024555
362,21.2242179753,21.0023380933,21.2308592481,22.2212399288
363,21.2442931916,21.0224133096,21.2509344644,22.2413151451
364,21.2442931916,21.0224133096,21.2509344644,22.2413151451
365,21.2442931916,21.0224133096,21.2509344644,22.2413151451
366,21.2442931916,21.0275620157,21.2550775422,22.2413151451
367,21.249222191,21.0277449737,21.2600065416,22.2469995495
368,21.2509121125,21.0277449737,21.2616964631,22.2497474382
369,21.262707205,21.0395400662,21.2734915555,22.2550505118
370,21.262707205,21.0395400662,21.2734915555,22.2601409563
371,21.270219741,21.0409882843,21.2810040916,22.2616184208
372,21.2723154266,21.0409882843,21.2830997772,22.2616184208
373,21.2775203808,21.0409882843,21.2883047314,22.2725890814
374,21.2775203808,21.044098043,21.2883047314,22.2839269377
375,21.2866774712,21.044098043,21.2974618217,22.2839269377
376,21.2891299513,21.0465505231,21.2999143018,22.2839269377
377,21.299178463,21.0564336049,21.3099628136,22.2857394101
378,21.3028100678,21.0579583006,21.3135944184,22.2978677482
379,21.3031532072,21.0582603824,21.3139375577,22.2982108875
380,21.3047736436,21.0598808188,21.3139375577,22.299831324
381,21.3076145636,21.0602803994,21.3167784777,22.3002309046
382,21.3109063266,21.0635721624,21.3200702407,22.3002622925
383,21.3129077968,21.0655736327,21.322071711,22.3022637628
384,21.3140822637,21.0665380549,21.3232461778,22.3034382296
385,21.3288572726,21.0665380549,21.3232461778,22.3239396328
386,21.3288572726,21.0669063115,21.3232461778,22.3239396328
387,21.3381709084,21.0762199473,21.3325598136,22.3239396328
388,21.3381709084,21.0788667579,21.3325598136,22.3265864434
389,21.3381709084,21.0788667579,21.3325598136,22.3281294174
390,21.3399969989,21.0788667579,21.3343859041,22.3351202043
391,21.3399969989,21.0788667579,21.3343859041,22.3377909104
392,21.3399969989,21.0788667579,21.3343859041,22.3377909104
393,21.3399969989,21.080494898,21.3360140441,22.3377909104
394,21.3399969989,21.080494898,21.3360140441,22.3399416499
395,21.3399969989,21.080494898,21.3360140441,22.3427205632
396,21.3439631091,21.0811981221,21.3399801544,22.3434237872
397,21.3439631091,21.0811981221,21.3399801544,22.3465117338
398,21.3447177431,21.0886470664,21.3407347883,22.3539606782
399,21.3498841214,21.0886470664,21.3459011666,22.3603830264
400,21.3502450321,21.0886470664,21.3462620773,22.3678853187
401,21.3506610693,21.0890631037,21.3466781145,22.370372777
402,21.3506610693,21.09141798,21.3466781145,22.3727276533
403,21.3524665089,21.0951625275,21.350422662,22.3727276533
404,21.3566993564,21.0951625275,21.3546555095,22.3769605008
405,21.3617681614,21.1054929687,21.3597243145,22.3785494569
406,21.3678541073,21.1115789146,21.3658102604,22.3806276173
407,21.3772087402,21.1209335476,21.3751648934,22.3899822503
408,21.3772087402,21.1209335476,21.3751648934,22.3979642858
409,21.3789882174,21.1211992549,21.3769443705,22.3979642858
410,21.3832287066,21.1211992549,21.3811848598,22.3979642858
411,21.3833644994,21.1213350476,21.3813206525,22.3979642858
412,21.3833644994,21.1213350476,21.3813206525,22.3979642858
413,21.3929729646,21.1219805778,21.3909291177,22.398609816
414,21.3965574321,21.1261308238,21.3945135852,22.4021942835
415,21.4038249053,21.1275182361,21.4017810584,22.4021942835
416,21.4038249053,21.1275182361,21.4017810584,22.412888101
417,21.4038249053,21.1275182361,21.4017810584,22.412888101
418,21.40503543,21.1287287609,21.4029915832,22.412888101
419,21.4134873317,21.1328686204,21.4114434848,22.4176586701
420,21.4223084411,21.1424658699,21.4202645942,22.4288224385
421,21.4261678446,21.1463252734,21.4241239977,22.4326818419
422,21.4261678446,21.1463252734,21.4241239977,22.4326818419
423,21.4271575267,21.1473149556,21.4251136799,22.4370256047
424,21.4300794387,21.1502368675,21.4280355918,22.4370256047
425,21.4342976219,21.1544550507,21.4323687109,22.4412437879
426,21.4431950385,21.1564968314,21.4412661275,22.4412437879
427,21.4537969985,21.1670987914,21.4518680875,22.4449313944
428,21.4537969985,21.1670987914,21.4518680875,22.4449313944
429,21.4541288499,21.1705711317,21.4521999389,22.4475397654
430,21.4545611079,21.1741452979,21.4526321969,22.4500322593
431,21.4546078274,21.1741452979,21.4526789164,22.4533809053
432,21.4572006701,21.1767381406,21.4552717591,22.4554534432
433,21.4572006701,21.1767381406,21.4552717591,22.4632639058
434,21.461029912,21.1805673826,21.4591010011,22.4670931478
435,21.4675552028,21.182890606,21.4656262918,22.4718336648
436,21.468315385,21.182890606,21.466386474,22.4728171238
437,21.468315385,21.182890606,21.4693058102,22.4728171238
438,21.4692135599,21.182890606,21.4702039851,22.4779579891
439,21.4725538064,21.182890606,21.4735442317,22.4838578651
440,21.4769419156,21.1872787151,21.4779323408,22.4876692857
441,21.4769419156,21.1872787151,21.4779323408,22.5019912555
442,21.4836212815,21.1922126965,21.4846117067,22.5126617525
443,21.4842748544,21.1928662694,21.4852652797,22.5153599959
444,21.4865327565,21.1951241715,21.4875231817,22.5216442975
445,21.4876586018,21.1951241715,21.4917795625,22.5379229713
446,21.4891173235,21.1951613418,21.4932382843,22.544620173
447,21.4911517165,21.1971957348,21.4952726772,22.5465503312
448,21.4996569216,21.2057009399,21.5037778823,22.5474785192
449,21.5005394169,21.2065834352,21.5046603776,22.5474785192
450,21.5056556264,21.208565253,21.5051608841,22.549601611
451,21.5056556264,21.208565253,21.5051608841,22.549601611
452,21.5122469312,21.208565253,21.5117521889,22.5578346373
453,21.5177736757,21.208565253,21.5172789335,22.5673663855
454,21.5204823975,21.2112739748,21.5199876553,22.5700751073
455,21.5283310836,21.2187133356,21.5278363413,22.5721537039
456,21.5283310836,21.2187133356,21.5278363413,22.5721537039
457,21.5444051339,21.2207277564,21.5435436289,22.5741681247
458,21.5444051339,21.2207277564,21.5435436289,22.5741681247
459,21.5485244974,21.2248471198,21.5476629923,22.5782874882
460,21.5624668029,21.2329458387,21.5616052979,22.5810454106
461,21.5797662905,21.2476716759,21.5789047855,22.5822584461
462,21.5810355302,21.2489409156,21.5801740252,22.5822584461
463,21.5810355302,21.2566526706,21.5801740252,22.5833519253
464,21.5820668792,21.2566526706,21.5812053742,22.5849017571
465,21.5894401746,21.2583422114,21.5885786696,22.586714355
466,21.5894401746,21.2583422114,21.5885786696,22.5873106606
467,21.5894401746,21.2583422114,21.5885786696,22.5981994012
468,21.5937796378,21.2602064956,21.5929181327,22.6070097957
469,21.5937796378,21.2602064956,21.5929181327,22.6070097957
