Time(Iteration),CAB_original
0,5.61374105871
1,11.3350123864
2,16.0035852342
3,20.0114387235
4,23.5025478047
5,26.7619750547
6,29.5314988511
7,31.0369955302
8,32.3897469467
9,33.9025348626
10,35.7433072216
11,37.226838531
12,38.9100786855
13,40.5362700025
14,41.3783944067
15,42.1411939728
16,42.9390413236
17,44.3905890776
18,45.2731657356
19,45.9884273448
20,46.4424896993
21,47.1353349881
22,47.8067455075
23,48.229177372
24,49.4780902142
25,50.3257339289
26,50.8563119157
27,51.3733688942
28,52.5031494963
29,53.0725520046
30,53.5180793004
31,53.9161546159
32,54.4653230611
33,55.2523009539
34,55.5413567305
35,56.1068047577
36,56.2721286728
37,56.5186138092
38,57.3502075219
39,57.7452678187
40,58.3445127284
41,58.7381708568
42,59.2522095994
43,59.7129081115
44,59.9668295986
45,60.2700974083
46,60.6795252845
47,60.8123888676
48,61.0948669458
49,61.4204639833
50,61.532707707
51,61.6519890435
52,62.3062854768
53,62.6305503078
54,62.7760266118
55,62.9723229624
56,63.0781266814
57,63.1628570335
58,63.2008082493
59,63.5892369343
60,63.8778732643
61,64.0324633451
62,64.0860036115
63,64.229095384
64,64.2862203013
65,64.3690113468
66,64.4706759498
67,64.5121464907
68,64.6770056887
69,64.8526215193
70,64.9913163132
71,65.1147964396
72,65.1479857012
73,65.1993088944
74,65.2391396356
75,65.348585719
76,65.4862760712
77,65.4862760712
78,65.5513863804
79,65.5818811002
80,65.6307708665
81,65.8268672692
82,65.8629074336
83,65.8743626975
84,65.9680209956
85,66.1051744236
86,66.360714882
87,66.690389535
88,66.7516090252
89,66.7516090252
90,66.8149874505
91,66.8280404391
92,67.023978959
93,67.1015061115
94,67.1367030285
95,67.4031627288
96,67.410880013
97,67.6210988811
98,67.6297280906
99,67.7358940266
