Time(Iteration),CABCoTheta,LinUCBCoTheta,,,,,,
0,0.345309467358,0.348312756903,,,,,,
1,0.338457719509,0.341441659954,,,,,,
2,0.331738874836,0.333989561231,,,,,,
3,0.322963361155,0.32711802055,,,,,,
4,0.31419254321,0.320577600795,,,,,,
5,0.30712959319,0.314843383507,,,,,,
6,0.303712184435,0.307518890793,,,,,,
7,0.293780016045,0.301258945888,,,,,,
8,0.285095088254,0.292654906802,,,,,,
9,0.277521181027,0.284039405609,,,,,,
10,0.27436792316,0.281761043906,,,,,,
11,0.268797774285,0.276922250503,,,,,,
12,0.263402048991,0.272141868212,,,,,,
13,0.256395180654,0.264869950629,,,,,,
14,0.251748999268,0.260901944564,,,,,,
15,0.249334521454,0.257432188942,,,,,,
16,0.247101754074,0.254692057789,,,,,,
17,0.240252621825,0.248287302309,,,,,,
18,0.231775595018,0.243609894914,,,,,,
19,0.226989450515,0.239398320613,,,,,,
20,0.22193814266,0.234563257105,,,,,,
21,0.214413921853,0.230065198239,,,,,,
22,0.211315897107,0.22601147451,,,,,,
23,0.207514871969,0.221787736272,,,,,,
24,0.203569040872,0.216631743805,,,,,,
25,0.200862405734,0.212444397945,,,,,,
26,0.197908276777,0.210879977441,,,,,,
27,0.195815078466,0.20820149908,,,,,,
28,0.191549748638,0.203953190821,,,,,,
29,0.190484334567,0.202061093395,,,,,,
30,0.188164038169,0.199406455956,,,,,,
31,0.183266186016,0.198144175842,,,,,,
32,0.18157343228,0.196693603714,,,,,,
33,0.178415034386,0.194777463445,,,,,,
34,0.177043909756,0.193997395864,,,,,,
35,0.174848160815,0.192238638743,,,,,,
36,0.172860462015,0.190844037337,,,,,,
37,0.169981411496,0.188590589805,,,,,,
38,0.167369909344,0.185746203308,,,,,,
39,0.165618770245,0.183764449818,,,,,,
40,0.164171471415,0.181548751831,,,,,,
41,0.16175868912,0.180645810182,,,,,,
42,0.158919914204,0.178685267575,,,,,,
43,0.156407825578,0.175869213464,,,,,,
44,0.155367350707,0.174252920194,,,,,,
45,0.154257767368,0.172632464534,,,,,,
46,0.153373424934,0.171175738245,,,,,,
47,0.152471548456,0.17076549635,,,,,,
48,0.150961145289,0.168258753568,,,,,,
49,0.1489718649,0.166556630963,,,,,,
50,0.147892397166,0.16544429091,,,,,,
51,0.147586028911,0.164844541229,,,,,,
52,0.146846286755,0.16431203492,,,,,,
53,0.145624473474,0.161979456539,,,,,,
54,0.144031857362,0.16074699357,,,,,,
55,0.142858062563,0.158932488147,,,,,,
56,0.141308130812,0.157907764883,,,,,,
57,0.139834134657,0.155961042622,,,,,,
58,0.139774008513,0.155063308664,,,,,,
59,0.137813948582,0.152772774722,,,,,,
60,0.134924825948,0.151436157353,,,,,,
61,0.134248208324,0.149725385921,,,,,,
62,0.132322841664,0.14730241557,,,,,,
63,0.131887139164,0.147111215489,,,,,,
64,0.131697105304,0.146894902979,,,,,,
65,0.131271772462,0.146070943308,,,,,,
66,0.129795232291,0.143266658875,,,,,,
67,0.125034076338,0.140567589167,,,,,,
68,0.124326091257,0.139479298239,,,,,,
69,0.124089365455,0.139440266443,,,,,,
70,0.123184608904,0.138552806638,,,,,,
71,0.123012102043,0.137840222187,,,,,,
72,0.121971481535,0.136913893056,,,,,,
73,0.121057637206,0.1355311464,,,,,,
74,0.120610070688,0.134937512448,,,,,,
75,0.119403195831,0.134108688133,,,,,,
76,0.11846581835,0.133577508553,,,,,,
77,0.117706520291,0.12992636361,,,,,,
78,0.116020587063,0.128157608797,,,,,,
79,0.115582828037,0.12764876902,,,,,,
80,0.115131916987,0.126326137272,,,,,,
81,0.114437091946,0.125780686032,,,,,,
