Time(Iteration),LinUCB_new,LinUCB
0,7.15162962618,7.15162962618
1,12.1304598586,13.3356626732
2,16.7307011612,18.8626998658
3,21.9126718466,24.0703997838
4,26.7542349023,28.1692660056
5,30.7613198506,33.1112849222
6,33.6381172344,37.2109482857
7,35.8758993893,39.8229434585
8,38.9897547013,43.420508851
9,40.8733682637,46.0928339499
10,43.208909174,48.6094065862
11,45.3457737545,51.4090780516
12,47.1346963656,53.5462074786
13,48.4629487025,55.4998088146
14,49.5984630299,56.7225104385
15,50.4558155397,57.9232891324
16,51.7579354625,59.2112645531
17,52.3765226617,60.3162769166
18,53.6527470713,61.2644405919
19,54.118672303,61.9141145328
20,55.0445000445,62.6168190711
21,55.7546754631,63.4824632869
22,56.2020490051,63.9350728716
23,56.8559153052,64.9680989449
24,57.3537721092,65.5746056508
25,57.9345655347,66.1650753088
26,58.5694510218,66.9654630694
27,59.2302331209,67.6867499267
28,60.1169877219,68.357089266
29,60.5516584208,69.0473916145
30,60.9189009839,69.5052090171
31,61.2880787041,70.1745427837
32,61.6118271761,70.3783800719
33,61.9624729272,70.8756788407
34,62.35180688,71.1565170174
35,62.6025371961,71.6838900767
36,63.1557615929,72.4648153864
37,63.915002407,73.0259607777
38,64.23255504,73.3162385915
39,64.4185720558,73.5445671803
40,64.6069370894,73.6637753631
41,64.6105844584,73.690756887
42,64.822793519,74.0591272095
43,65.2525900373,74.5444981146
44,65.4159836381,74.7685430797
45,65.5771707567,74.9894244073
46,65.7025299209,75.0805082851
47,65.7490499666,75.2476980462
48,65.7678437097,75.2476980462
49,65.7993558587,75.4240182574
50,65.8357342188,75.5281471268
51,66.1510442492,76.0247635984
52,66.2676659614,76.1912494396
53,66.5440510727,76.2782195574
54,66.763200684,76.568476807
55,66.8827798534,76.7001849485
56,66.8827798534,76.7609982464
57,66.9090885855,76.8002813925
58,66.9659706947,76.8571635017
59,67.0043748878,77.0247249618
60,67.2014265139,77.1896443855
61,67.2960835504,77.2240217662
62,67.3385325122,77.2727186494
63,67.3533479726,77.3458100687
64,67.4247761576,77.4272070078
65,67.4754152748,77.4735982862
66,67.7922308062,77.5510937151
67,67.9770553502,77.6372845845
68,68.0126492489,77.6396414345
69,68.0259003253,77.6598464197
70,68.0374554825,77.7466694604
71,68.1286405487,77.8739495338
72,68.1812548032,77.9852931392
73,68.1947777049,77.9981238392
74,68.3005712261,78.0706516871
75,68.4655865465,78.2085178945
76,68.5587769976,78.2460046689
77,68.5587769976,78.2705334109
78,68.5638321082,78.2873851122
79,68.5963781643,78.3606055009
80,68.6661485336,78.3871787475
81,68.7657021588,78.3976026205
82,68.8345029702,78.4423372755
83,68.87556053,78.5010907241
84,68.9609899241,78.5674783763
85,68.9995545753,78.5730875237
86,68.9995545753,78.5837579684
87,69.0041490684,78.6484691356
88,69.019065641,78.6793990902
89,69.0553388682,78.6906166414
90,69.0833178841,78.7185956574
91,69.1166807234,78.7434092753
92,69.1595456934,78.7764076152
93,69.2553318984,78.8331206803
