Time(Iteration),CAB,CAB_original,LinUCB
0,5.46724492853,6.3334832326,6.08168346342
1,10.0215049667,12.431498139,10.4969696085
2,15.0775524116,16.920541736,15.7276553832
3,19.1096426937,21.284116328,20.5090829225
4,22.0332084161,24.6352324707,23.4186647847
5,26.028878301,27.1803154435,26.0727998902
6,29.5366564881,30.1133582296,29.3319647743
7,31.7776288165,32.4244333638,31.2595358473
8,33.8068414193,34.5231618602,33.5868400251
9,35.8814901796,35.9027123779,36.1505482233
10,37.4054538308,38.2506760665,38.4784225455
11,38.799659777,39.61204344,40.4390846561
12,40.5347385952,41.4219428804,41.6227847522
13,42.1407690672,43.0015527721,42.744657834
14,43.0732233739,43.9980339616,43.8654748449
15,44.0752557724,45.3575749438,44.7541787325
16,45.0612706833,46.2669619254,45.7593787149
17,45.9974101581,46.9290240414,46.4465501086
18,47.0749167983,47.6272486847,47.2833813147
19,47.7913449067,48.4470394697,48.0585727414
20,48.0506761,48.8170854354,48.085836295
21,48.5004442424,49.218085278,48.7438041809
22,49.1903635487,49.867782653,49.5502062383
23,49.7374566888,50.2732701595,49.7873214393
24,50.6685722932,51.0961757989,50.7776191038
25,51.4025849812,51.8017770056,51.2549217193
26,51.7686308114,52.5946755483,51.889228865
27,52.1165361483,53.5878694565,52.3452692981
28,52.3229787567,54.0999988996,52.5972226676
29,52.5389167539,54.8275971425,52.8139146867
30,52.9135405665,55.1959526537,53.1521671761
31,53.0149210978,55.486233748,53.6311424527
32,53.4488977143,56.1348569622,53.9209050888
33,53.9542632406,56.4832672012,54.1968672981
34,54.2173725117,56.9104449725,54.5777228717
35,54.4706897514,57.3087807104,54.7519483453
36,54.6187119542,57.5725512055,54.997497163
37,54.693691765,57.7105690107,55.1410017055
38,55.0354099371,58.1533856904,55.5367277515
39,55.2641531911,58.4880971781,55.6759094468
40,55.3033971719,58.5267584458,56.0056931555
41,55.3224595785,58.6198982226,56.1117837762
42,55.6012652709,58.8163708796,56.2016686137
43,55.6725071658,58.9408094943,56.3976790268
44,55.8731411647,59.1653588805,56.5330281902
45,55.934530165,59.2196521433,56.6415702979
46,56.1316358575,59.2429604248,56.7541549343
47,56.2872956157,59.4519132634,56.890571551
48,56.4443844203,59.672650293,57.1298054535
49,56.5549451602,59.8381341561,57.3241112308
50,56.6307631925,59.9032250221,57.4527879243
51,56.739335411,59.993370732,57.5471928999
52,56.8798787239,60.0987390634,57.7070937549
53,57.0647707869,60.2488839445,57.8458689466
54,57.0779404091,60.308401852,57.8710470001
55,57.2912077126,60.317906282,58.0685454384
56,57.4385771286,60.3684234277,58.1190625841
57,57.4825644404,60.401029414,58.1946657386
58,57.4911766334,60.4016274245,58.2489328925
59,57.5259691786,60.4321626252,58.309777163
60,57.6202021373,60.5102875338,58.395576579
61,57.7102072209,60.598786175,58.4781049487
62,57.8603797648,60.7798231719,58.6311701225
63,57.9852856942,60.8490173166,58.6899231317
64,58.0224502729,60.8490173166,58.7567418502
65,58.2641659479,61.0701906322,58.8408518338
66,58.3257030171,61.1034585005,58.8809021128
67,58.3812624337,61.1212707413,58.8928298089
68,58.4508872616,61.1959789335,58.9904241291
69,58.4820131385,61.2271048104,59.0383555444
70,58.4944559548,61.2393015144,59.0414145336
71,58.5093402926,61.2446129445,59.0725889391
72,58.6747732806,61.3609243404,59.1993213833
73,58.6747732806,61.3609243404,59.1993213833
74,58.6748278152,61.3609788749,59.1993759178
75,58.7329177228,61.4324836426,59.2634732287
76,58.7400558569,61.551548002,59.4036542742
77,58.7507638257,61.5522027503,59.48564549
78,58.7507638257,61.5522027503,59.48564549
79,58.9112896112,61.682367793,59.6632429266
80,59.0059072371,61.7412087234,59.7248269085
81,59.0415338898,61.8045541474,59.8194762062
82,59.1214476484,61.8393142532,59.8993899648
83,59.1297938697,61.8637428503,59.9077361861
84,59.2312040241,61.919412412,60.0510149466
85,59.2312040241,61.9337695052,60.0682773743
86,59.2359338047,61.9852175579,60.1331033094
87,59.2799456016,62.0050911626,60.187952037
88,59.3603586316,62.0765561577,60.3444585342
89,59.373487711,62.0792668086,60.3543343472
90,59.373487711,62.0792668086,60.3785993569
91,59.4863262526,62.1921053501,60.4511841818
92,59.5751106636,62.2930337171,60.5562244724
93,59.5821882029,62.3164698194,60.5686009659
94,59.5821882029,62.3226074643,60.5747386107
95,59.6138682197,62.387529705,60.597712859
96,59.7319724967,62.4782399943,60.6881643958
97,59.8656697062,62.5313751445,60.7155305042
98,59.9174407884,62.5514950114,60.7394575463
99,59.9535812103,62.5831414498,60.7734229147
100,59.9658097838,62.7144327,60.8251154853
101,60.0084867215,62.7627277941,60.8504099996
102,60.0252102733,62.8049880221,60.8504099996
103,60.0777804919,62.8771768028,60.9297360452
104,60.1081585507,62.8993262955,60.9710241415
105,60.1315182336,62.9054734836,60.9943838245
106,60.2353574687,63.0112272752,61.0982230596
107,60.3075682377,63.0496409793,61.1550476306
108,60.3455918704,63.1616977968,61.2389478034
109,60.4220314896,63.2425152085,61.3441378881
110,60.4321137841,63.252597503,61.3542201826
111,60.4520953279,63.4315438319,61.3742017264
112,60.4610749268,63.4849484666,61.410070691
