Time(Iteration),CAB,LinUCB
0,1.62641110564,1.62641110564
1,3.43897600534,3.43897600534
2,5.05526126134,4.9154613092
3,7.08534621988,6.79017799106
4,8.80510609316,8.18068884815
5,11.0990103918,9.90372793211
6,12.8053217212,11.5334796686
7,14.9058216745,12.9265314958
8,16.6634108476,14.540511919
9,18.4252408424,15.8459805904
10,20.392111868,17.2219241923
11,22.2607600753,18.2173800812
12,24.055648182,19.5260894168
13,25.8807548131,20.5484218709
14,27.2945595316,21.5684526143
15,28.6188362669,22.742293019
16,30.2790918393,23.760226193
17,32.1560183087,24.602463037
18,33.9615663871,25.4800241078
19,35.7737851386,26.3851072192
20,37.0290221795,27.3775300432
21,38.7292843434,28.322304167
22,40.6706243549,29.1835871398
23,42.5768191773,30.2427520849
24,43.9238019565,31.032134738
25,45.185077188,32.0041111209
26,46.9335213188,32.7335927654
27,48.2922617464,33.4570345542
28,49.6064420469,34.1470151635
29,51.4833435212,34.8448978064
30,52.6512248452,35.5439418052
31,54.1042296014,35.9826408302
32,55.6207564705,36.6345477285
33,57.0605615296,37.2234767927
34,58.3998158924,37.900625151
35,60.3756579474,38.5574152965
36,61.5066556927,38.9122489642
37,62.92587582,39.5043168142
38,64.3998599584,40.0003360215
39,65.8994270336,40.616215842
40,67.5372939066,41.2898947926
41,69.246617402,42.007559618
42,70.508426205,42.4841809031
43,71.7080015027,42.9135938036
44,73.0204604044,43.6984374237
45,74.1741573113,44.2030155351
46,75.7155511882,44.5684622952
47,76.6934905018,44.8170430726
48,77.7022609928,45.128277935
49,79.0390956984,45.4405969962
50,80.6345935314,45.7967049184
51,81.6232897091,46.1826987005
52,82.9999992505,46.4809124257
53,84.2449802024,46.8193918429
54,85.4635133907,47.4643687156
55,86.6388597822,47.778582758
56,87.7004992285,48.0465881197
57,89.0135902295,48.2818795676
58,90.3873649775,48.6286239695
59,91.7492795523,48.8780920413
60,92.4361316874,48.9933993784
61,93.4395476153,49.2948201987
62,94.7949255994,49.7277755958
63,96.0727627369,50.0139791461
64,97.1625069007,50.2748683032
65,98.0023615912,50.6061886284
66,99.0587896104,51.2373855164
67,100.208703812,51.6564243821
68,101.119713818,51.9632600217
69,102.076152046,52.4557976188
70,103.130253866,53.0847744493
71,103.930412345,53.3212181213
72,105.138918781,53.4744991939
73,106.039393579,53.7649517656
74,107.190652769,54.116159847
75,108.013104204,54.3923283988
76,108.972554181,54.5745184819
77,109.9213637,54.8920179268
78,110.580153415,55.1484544725
79,111.430988948,55.2977392991
80,112.388161105,55.4783782218
81,113.197276297,55.746297914
82,114.180094015,55.8943219156
83,115.208324852,56.0788441481
84,116.140082387,56.4493065193
85,117.18179614,56.6187724835
86,118.122509568,56.9993849497
87,118.899590404,57.2273685757
88,120.093693115,57.3818218173
89,121.105792155,57.7122932184
90,121.595254918,57.9052510032
91,122.288693693,58.0315925545
92,122.500958756,58.1830552105
93,123.181134572,58.3951394552
94,123.910094934,58.6578530491
95,124.634344857,58.9181057974
96,125.281981086,59.0218320721
97,125.916486917,59.1600307781
98,127.08385051,59.4209225087
99,127.791352874,59.6108692019
