Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
72,58.8067776927,15.1433254679,39.3482714042,63.5945206703,22.8481867507,22.9976554645
73,58.8814287617,15.1582603666,39.351647709,63.6608979577,22.8481867507,23.0010317693
74,58.9903629354,15.1702055463,39.4106163532,63.6821453531,22.8557980602,23.0061872429
75,59.1576213846,15.1746987021,39.4970840465,63.8514132745,22.8557980602,23.0061872429
76,59.2785453367,15.1893033857,39.7324101961,64.193373888,22.8644890105,23.0257743065
77,59.6589596966,15.2327537026,39.8466124764,64.5227217296,22.9048997558,23.0714398855
78,59.8335409267,15.2527876846,39.9386821829,64.7776748456,23.0022919627,23.1022882713
79,60.118943708,15.2527876846,40.0692024383,65.1190917416,23.0046109893,23.1022882713
80,60.194944993,15.2588745039,40.1400662169,65.3792513981,23.0046109893,23.1022882713
81,60.2552544921,15.3102317381,40.1766525748,65.4926097709,23.0378791303,23.1338841951
82,60.2965733853,15.3318208372,40.2373876935,65.5580073849,23.0531408489,23.1436422558
83,60.427063959,15.3632809614,40.4590875539,65.774718234,23.0598940322,23.1655628433
84,60.4954986453,15.3667213423,40.543327559,65.858958239,23.0726967417,23.184808543
85,60.6643315414,15.3789601677,40.5916008351,65.9746685987,23.0726967417,23.1891063361
86,60.8770435241,15.4031763825,40.6628773411,66.1087818745,23.0726967417,23.2019461145
87,61.1700558869,15.4141947753,40.8689565231,66.3658856986,23.0801821039,23.2094314767
88,61.2661976804,15.4210348056,40.9488716153,66.4544223045,23.0888036176,23.2180529904
89,61.3571531466,15.4817786242,41.0832893281,66.6777923504,23.1270758649,23.2180529904
90,61.4481725607,15.5361734383,41.1924484863,66.7916473481,23.1586350954,23.2409850779
91,61.5049196233,15.5458794762,41.2491955489,66.8647851951,23.1708991351,23.2982946377
92,61.561120841,15.5725665985,41.2697951459,67.1176321895,23.1901892189,23.3174309751
93,61.8467435111,15.5725665985,41.4017289052,67.4669901082,23.2121906624,23.3394324187
94,61.9138013733,15.5725665985,41.4507191077,67.5073312429,23.2166453155,23.3394324187
95,62.0351268284,15.6094146596,41.5119545179,67.6884468274,23.2166453155,23.3394324187
96,62.1091178159,15.647974262,41.5787079248,67.8185376053,23.23385479,23.4016150474
97,62.1413555283,15.6517905106,41.6049635397,67.847991692,23.234019906,23.4017801634
98,62.1855682005,15.6517905106,41.6651137433,67.8922043642,23.234019906,23.4017801634
99,62.1952845797,15.657103301,41.6704265337,67.9205188859,23.2393326965,23.4070929539
100,62.2220952573,15.6730133791,41.6835288077,67.961768181,23.2524349705,23.4230030319
101,62.2778336882,15.6847874154,41.7176570178,68.133970084,23.2547406975,23.4347770682
102,62.3185667006,15.6977145741,41.7779611437,68.1871341512,23.2676678562,23.4477042269
103,62.3497392946,15.728887168,41.7924237493,68.2552041482,23.2988404502,23.4621668326
104,62.389664134,15.7632598886,41.8252921108,68.327315097,23.3332131708,23.4621668326
105,62.6088911058,15.7802805111,42.0043341496,68.6288856344,23.3332131708,23.5102435807
106,62.6251810966,15.7813197968,42.0196372572,68.644188742,23.3342524565,23.5102959832
107,62.639231242,15.7953699422,42.0336874026,68.7539967914,23.3342524565,23.5102959832
108,62.690396351,15.8282197893,42.0909547311,68.8369841901,23.3605446834,23.5365882102
109,62.7578363568,15.8282197893,42.1583947369,69.0058926661,23.4279846892,23.5365882102
110,62.7889134283,15.8413625349,42.1823079701,69.0298058993,23.4279846892,23.5365882102
111,63.1529079092,15.8609013375,42.3999399042,69.1379599028,23.430483202,23.5584594225
112,63.2634285386,15.8616086743,42.4273610733,69.2303735493,23.4311905388,23.5591667592
113,63.4074783972,15.8748404873,42.4273610733,69.3913197669,23.4311905388,23.5723985722
114,63.4792016265,15.8748404873,42.4273610733,69.4588882268,23.4425031564,23.5723985722
115,63.5481347153,15.8748404873,42.4513775323,69.4829046859,23.4425031564,23.5723985722
116,63.6734199205,15.9175533323,42.4599403636,69.6476404535,23.4519082852,23.5865819008
117,63.7267521836,15.9250389526,42.4643958698,69.760887599,23.4593939056,23.5940675212
118,63.8774678721,15.9339171845,42.5269591296,69.8518900452,23.467409182,23.5954791814
119,63.9401361088,15.9530409817,42.5896273664,69.926721683,23.4865329792,23.6146029786
120,63.9526413027,15.9655461756,42.6021197577,70.0742976475,23.4990253706,23.6271081725
121,63.9707476405,15.9787488175,42.6160775837,70.2500207747,23.5129831966,23.6320118683
122,63.9901672432,15.9958514235,42.6160775837,70.2574048094,23.5129831966,23.6320118683
123,64.0083743474,15.9958514235,42.6342846879,70.411777601,23.5129831966,23.6383614622
124,64.0341017604,15.9990245588,42.6631508493,70.4732956154,23.5161563318,23.6446733458
125,64.1245212612,16.0256106785,42.6869588511,70.6031044522,23.5328018538,23.6613188677
126,64.1556073668,16.046685267,42.7220627421,70.625498128,23.5679057448,23.6924049733
127,64.2859086066,16.0576325757,42.7916993568,70.6971818282,23.5749952097,23.7095707369
128,64.3638406421,16.0674396691,42.8696313923,70.719078842,23.5821394211,23.7167149482
129,64.379143003,16.0834393283,42.8698523097,70.734381203,23.5823603386,23.7169358657
130,64.540154182,16.0834393283,42.9960652078,70.8270653776,23.5857109459,23.7169358657
131,64.6043015767,16.1280483217,43.0610212395,70.9742263789,23.6256081559,23.7568330756
132,64.6043015767,16.1280483217,43.1115037849,71.0247089242,23.6256081559,23.7568330756
133,64.6584601433,16.143793833,43.1142802421,71.0763059768,23.6283846131,23.7596095329
134,64.7885782451,16.143793833,43.1176295649,71.2833890996,23.6283846131,23.7596095329
135,64.8490836172,16.143793833,43.1176295649,71.2833890996,23.6283846131,23.7596095329
136,64.9778383929,16.1655334755,43.1463484855,71.4170340312,23.6571035337,23.7665888109
137,64.9935664404,16.1655334755,43.1463484855,71.4486352323,23.6571035337,23.7665888109
138,65.035975491,16.1894726389,43.1884278726,71.484285176,23.6735414873,23.807949177
139,65.0788506083,16.1970035973,43.2237282826,71.5586061045,23.6810724457,23.8154801354
140,65.0842392304,16.2155548036,43.2319963817,71.5635005896,23.6810724457,23.8154801354
141,65.117782084,16.2155548036,43.2499054167,71.6298675187,23.6847475013,23.8154801354
142,65.3244388968,16.223931982,43.2582825952,71.6382446972,23.6931246798,23.8238573138
143,65.3375373602,16.2250338178,43.2976366735,71.6775987755,23.6942265156,23.8249591497
144,65.5443421858,16.2416519825,43.3423092728,71.7932402631,23.6942265156,23.8249591497
145,65.5443421858,16.2416519825,43.3423092728,71.7932402631,23.6942265156,23.8249591497
146,65.5464703721,16.2437801688,43.3444374591,71.8760488073,23.7092345515,23.8249591497
147,65.6536928429,16.2487980271,43.3662588045,71.9825431111,23.7196163404,23.8353409385
148,65.7211091808,16.2555325933,43.3662588045,71.9833232344,23.7203964637,23.8361210619
149,65.7266550743,16.2555325933,43.371804698,71.9871757096,23.7203964637,23.8520207729
150,65.7306299491,16.2633052787,43.3766306481,71.9911505843,23.7203964637,23.8549675082
151,65.7805160797,16.2751949062,43.3766306481,72.0270496118,23.7267516877,23.8549675082
152,65.8128160505,16.2871497388,43.4082665701,72.0531950101,23.7528970861,23.8614318171
153,65.8173640119,16.2871497388,43.4128145316,72.0632764988,23.7528970861,23.8614318171
154,65.9436815547,16.2952058059,43.4176160855,72.1647703413,23.7609531532,23.8662333711
155,65.9903999269,16.2952058059,43.4176160855,72.2114887135,23.7609531532,23.8662333711
156,66.0477882597,16.311593576,43.4418463478,72.299409276,23.7759027789,23.8893655579
157,66.0568432088,16.3253567894,43.4767747983,72.3427863472,23.784957728,23.898420507
158,66.0906229153,16.3546039481,43.5002691713,72.3765660537,23.8084521011,23.92191488
159,66.0978218669,16.3606338333,43.5074681229,72.3837650053,23.8144819863,23.9279447653
160,66.1262517301,16.3606338333,43.5181560421,72.4434855109,23.8144819863,23.9279447653
161,66.1394185202,16.3826570649,43.5340588322,72.4593883009,23.8365052179,23.9527039968
162,66.140504648,16.388410987,43.5376480491,72.5086304682,23.8375913457,23.9537901246
163,66.2235368772,16.3908943516,43.5376480491,72.5860027524,23.8375913457,23.9537901246
164,66.2502128703,16.3937384757,43.5521415035,72.6429502757,23.8404806799,23.9566794588
165,66.3457414857,16.4114377901,43.5606629692,72.745224572,23.8490021456,23.9566794588
166,66.3558194911,16.4215157954,43.5707409746,72.7553025774,23.859080151,23.9667574641
167,66.3582350219,16.4218412254,43.5777775176,72.7644292213,23.8594055809,23.9670828941
168,66.3647371426,16.4264738728,43.5824101651,72.7688629275,23.8640382284,23.9717155416
169,66.3647371426,16.4264738728,43.5824101651,72.7688629275,23.8640382284,23.9717155416
170,66.3807623793,16.4347350611,43.5824101651,72.8600851599,23.8640382284,23.9717155416
171,66.4144733847,16.4347350611,43.5971269133,72.8705833959,23.8787549766,23.9717155416
172,66.4215864603,16.4374579064,43.6042399889,72.8715494767,23.8797210574,23.9726816223
173,66.4418252383,16.4482337409,43.6191628156,72.9405945012,23.8946438842,23.9834574568
174,66.4680989963,16.4482337409,43.6191628156,73.0002070492,23.8946438842,23.9834574568
175,66.4680989963,16.4482337409,43.6191628156,73.0002070492,23.8946438842,23.9834574568
176,66.5287849908,16.4609776642,43.6660719905,73.1182999833,23.8946438842,23.9834574568
177,66.6810356186,16.4635219296,43.7303848594,73.1923941486,23.8946438842,23.9834574568
178,66.6835474898,16.4706398215,43.7328967307,73.2882169089,23.8971557554,23.9859693281
179,66.6916204307,16.4787127623,43.7328967307,73.2882169089,23.8971557554,23.994042269
180,66.7241638292,16.4787127623,43.7521292081,73.2993872036,23.8971557554,23.994042269
181,66.7924326575,16.4787127623,43.7521292081,73.3182822156,23.8971557554,23.994042269
182,66.7924326575,16.4916029385,43.7521292081,73.3892979345,23.8971557554,24.0069324451
183,66.8529663964,16.4970856576,43.7576119272,73.4629705454,23.9026384746,24.0105275998
184,66.974801718,16.4970856576,43.7576119272,73.584805867,23.9026384746,24.0183588549
185,66.9911742329,16.4970856576,43.7739844421,73.6124798809,23.9026384746,24.0183588549
186,67.0183283571,16.5242397818,43.8011385663,73.6478649321,23.9247711284,24.0455129791
187,67.0183283571,16.5242397818,43.8011385663,73.699810601,23.9247711284,24.0455129791
188,67.045980425,16.5518918497,43.8287906342,73.7274626689,23.9247711284,24.0455129791
189,67.0941214304,16.5624252007,43.8344249849,73.7756036744,23.9247711284,24.0455129791
190,67.1151949467,16.5676999764,43.8396997605,73.7966771907,23.9247711284,24.0507877548
191,67.1323572388,16.5848622685,43.8568620526,73.8138394828,23.9247711284,24.0507877548
192,67.1527950277,16.5904983921,43.8624981762,73.8538339343,23.9248900692,24.0509066956
193,67.1551985191,16.5904983921,43.8649016676,73.8562374258,23.9248900692,24.0509066956
194,67.2121001019,16.5926982938,43.8726792612,73.8562374258,23.9270899709,24.0531065973
195,67.2714158507,16.5926982938,43.8752017069,73.9310100677,23.9296124166,24.055629043
196,67.2979416861,16.5963138154,43.8788172285,73.961463751,23.9332279383,24.0592445647
197,67.3706008378,16.6070613862,43.8921595392,73.9801780558,23.9332279383,24.0592445647
198,67.4052053701,16.6119519884,43.906109355,74.0098919859,23.9332279383,24.0592445647
199,67.440819796,16.6119519884,43.9064762139,74.0102588449,23.9332279383,24.0592445647
