Time(Iteration),CABCoTheta,CAB_originalCoTheta,,,,,,
0,0.981597081186,0.98382938791,,,,,,
1,0.959016375993,0.968289047584,,,,,,
2,0.934338453077,0.945036105899,,,,,,
3,0.908328979778,0.917344892281,,,,,,
4,0.879350667733,0.890940713275,,,,,,
5,0.867194609137,0.875735259297,,,,,,
6,0.841895304584,0.852402454542,,,,,,
7,0.824137046722,0.834697837476,,,,,,
8,0.818324849462,0.811943548697,,,,,,
9,0.800338587989,0.792178176065,,,,,,
10,0.7816995338,0.774992388761,,,,,,
11,0.771299605778,0.762771636508,,,,,,
12,0.760179947336,0.753720985387,,,,,,
13,0.748471563211,0.737621669745,,,,,,
14,0.73599284937,0.72462922756,,,,,,
15,0.727226059815,0.707410703487,,,,,,
16,0.716540299428,0.695492561134,,,,,,
17,0.704560912785,0.681043958429,,,,,,
18,0.691348106677,0.667444399067,,,,,,
19,0.674634557732,0.659163432726,,,,,,
20,0.65543917508,0.646692160431,,,,,,
21,0.647411032722,0.637279771471,,,,,,
22,0.635577522007,0.627952349442,,,,,,
23,0.627377037202,0.623397924025,,,,,,
24,0.621035467811,0.618504181706,,,,,,
25,0.606041406778,0.606992942661,,,,,,
26,0.594093624988,0.596201033556,,,,,,
27,0.587613948955,0.590053716083,,,,,,
28,0.582564196321,0.582264011426,,,,,,
29,0.570623212099,0.575157707773,,,,,,
30,0.56128824429,0.567221665738,,,,,,
31,0.555721508576,0.558501412869,,,,,,
32,0.551076766649,0.552021851273,,,,,,
33,0.545211160977,0.54696343237,,,,,,
34,0.53935355662,0.537907603953,,,,,,
35,0.532402950663,0.526947932264,,,,,,
36,0.528468589004,0.521270285047,,,,,,
37,0.519259728816,0.515112114869,,,,,,
38,0.515535075224,0.512536014832,,,,,,
39,0.510387174293,0.507171604113,,,,,,
40,0.505218868613,0.502072022175,,,,,,
41,0.50035738999,0.49972393165,,,,,,
42,0.495671474762,0.496561887031,,,,,,
43,0.490976331975,0.49243864337,,,,,,
44,0.486524426654,0.486526601833,,,,,,
45,0.484732888631,0.483823978664,,,,,,
46,0.480303918863,0.482693514443,,,,,,
47,0.470267284798,0.478826082461,,,,,,
48,0.468303069417,0.473206979435,,,,,,
49,0.462837382368,0.469008903171,,,,,,
50,0.461213515029,0.465455407183,,,,,,
51,0.45890667793,0.463670876816,,,,,,
52,0.45518892514,0.461340113885,,,,,,
53,0.452380551001,0.45874602605,,,,,,
54,0.451586094915,0.456546140113,,,,,,
55,0.448897474335,0.455441038,,,,,,
56,0.447768039562,0.452972287107,,,,,,
57,0.442396934327,0.449505791578,,,,,,
58,0.440900176428,0.447893752073,,,,,,
59,0.4365794284,0.446167208899,,,,,,
60,0.434965580208,0.443985070966,,,,,,
61,0.434244717365,0.442897326609,,,,,,
62,0.431326400634,0.436079099141,,,,,,
63,0.425009574544,0.43397859393,,,,,,
64,0.423398571449,0.431589889701,,,,,,
65,0.420583628736,0.428759624727,,,,,,
66,0.416260525557,0.426193483658,,,,,,
67,0.414674969701,0.424887693587,,,,,,
68,0.404194614973,0.421236752872,,,,,,
69,0.399272068673,0.420047440042,,,,,,
70,0.398683737403,0.419346384484,,,,,,
71,0.398167521091,0.418669907894,,,,,,
72,0.394244914581,0.416377360483,,,,,,
73,0.39137677625,0.414410850925,,,,,,
74,0.389567055424,0.409325856008,,,,,,
75,0.385259224119,0.407077772935,,,,,,
76,0.383888888899,0.403924186898,,,,,,
77,0.380489663535,0.402805132873,,,,,,
78,0.377080074276,0.401331952585,,,,,,
79,0.374245205181,0.400281744148,,,,,,
80,0.370905338688,0.397728400426,,,,,,
81,0.370424572924,0.39577178063,,,,,,
82,0.368984441882,0.393615098162,,,,,,
83,0.367465047529,0.392163050701,,,,,,
84,0.366798098712,0.391626999647,,,,,,
85,0.364435832065,0.390173034891,,,,,,
86,0.362924039229,0.385446336756,,,,,,
87,0.362187941922,0.38492004159,,,,,,
88,0.360938788558,0.381458429441,,,,,,
89,0.360602858577,0.381211163199,,,,,,
90,0.359067495698,0.380581387158,,,,,,
91,0.357743891011,0.379541481036,,,,,,
92,0.357241548226,0.378431301729,,,,,,
93,0.356848899278,0.375352907347,,,,,,
94,0.354569851163,0.368875991665,,,,,,
95,0.354063096416,0.367108691958,,,,,,
96,0.353464582467,0.365357003695,,,,,,
97,0.351947575461,0.364100005254,,,,,,
98,0.35131553901,0.363146048666,,,,,,
99,0.350297337511,0.361703199002,,,,,,
