Time(Iteration),CAB_originalCoTheta,,,,,,
0,0.977673665319,,,,,,
1,0.964547003196,,,,,,
2,0.950348934167,,,,,,
3,0.923253038602,,,,,,
4,0.898062648063,,,,,,
5,0.87847925208,,,,,,
6,0.857920179342,,,,,,
7,0.837647018352,,,,,,
8,0.813561984403,,,,,,
9,0.792499816379,,,,,,
10,0.767673968363,,,,,,
11,0.741192424945,,,,,,
12,0.724049228063,,,,,,
13,0.70465270193,,,,,,
14,0.688172887857,,,,,,
15,0.673468345027,,,,,,
16,0.649215458096,,,,,,
17,0.632428761694,,,,,,
18,0.616615391023,,,,,,
19,0.603560143362,,,,,,
20,0.589378376769,,,,,,
21,0.580589633378,,,,,,
22,0.56380610367,,,,,,
23,0.552321378122,,,,,,
24,0.533273286107,,,,,,
25,0.52406320522,,,,,,
26,0.513985926261,,,,,,
27,0.499853165382,,,,,,
28,0.492553593665,,,,,,
29,0.482183209276,,,,,,
30,0.469328195593,,,,,,
31,0.458108638321,,,,,,
32,0.452271196344,,,,,,
33,0.445472338965,,,,,,
34,0.437741500633,,,,,,
35,0.429217391215,,,,,,
36,0.42434364004,,,,,,
37,0.418509078214,,,,,,
38,0.409355275522,,,,,,
39,0.396585081343,,,,,,
40,0.39005400413,,,,,,
41,0.383969599619,,,,,,
42,0.378379335535,,,,,,
43,0.375616161218,,,,,,
44,0.367714709296,,,,,,
45,0.362107688782,,,,,,
46,0.355814276234,,,,,,
47,0.350802369512,,,,,,
48,0.347470492809,,,,,,
49,0.34381423538,,,,,,
50,0.340084526408,,,,,,
51,0.336709722916,,,,,,
52,0.333116288783,,,,,,
53,0.325853844695,,,,,,
54,0.322383167671,,,,,,
55,0.318661591278,,,,,,
56,0.314242412308,,,,,,
57,0.311622459247,,,,,,
58,0.306284729544,,,,,,
59,0.303126885634,,,,,,
60,0.299301678606,,,,,,
61,0.297691637707,,,,,,
62,0.296391696527,,,,,,
63,0.29235236066,,,,,,
64,0.289703175238,,,,,,
65,0.287720731658,,,,,,
66,0.285582034508,,,,,,
67,0.283199468579,,,,,,
68,0.281149989995,,,,,,
69,0.274422060763,,,,,,
70,0.27295438935,,,,,,
71,0.271570813053,,,,,,
72,0.269127677491,,,,,,
73,0.266009174386,,,,,,
74,0.262074305955,,,,,,
75,0.257417531821,,,,,,
76,0.254656223345,,,,,,
77,0.251639369021,,,,,,
78,0.249439906729,,,,,,
79,0.246711180636,,,,,,
80,0.244209949494,,,,,,
81,0.241820440236,,,,,,
82,0.240476289948,,,,,,
83,0.238935776259,,,,,,
84,0.237621580124,,,,,,
85,0.236201343061,,,,,,
86,0.23491701754,,,,,,
87,0.23409583426,,,,,,
88,0.233287096924,,,,,,
89,0.231964861101,,,,,,
90,0.231152722873,,,,,,
91,0.229185949273,,,,,,
92,0.22642201978,,,,,,
93,0.225232346838,,,,,,
94,0.222011313889,,,,,,
95,0.221192513681,,,,,,
96,0.217279125763,,,,,,
97,0.216441654304,,,,,,
98,0.214666408426,,,,,,
99,0.212728718959,,,,,,
100,0.211287446701,,,,,,
101,0.209693981631,,,,,,
102,0.209240928128,,,,,,
103,0.208613401227,,,,,,
104,0.207927905316,,,,,,
105,0.207186591331,,,,,,
106,0.20507436496,,,,,,
107,0.204434509446,,,,,,
108,0.203825538266,,,,,,
109,0.203223957541,,,,,,
110,0.202025562491,,,,,,
111,0.200367523482,,,,,,
112,0.198322568809,,,,,,
113,0.197081217965,,,,,,
114,0.196377184821,,,,,,
115,0.195784594991,,,,,,
116,0.195069857174,,,,,,
117,0.194572994131,,,,,,
118,0.193992635531,,,,,,
119,0.193557755073,,,,,,
120,0.192738065915,,,,,,
121,0.192036640431,,,,,,
122,0.191811371731,,,,,,
123,0.191357253248,,,,,,
124,0.190576349783,,,,,,
125,0.189801331899,,,,,,
126,0.189010587085,,,,,,
127,0.188515679161,,,,,,
128,0.18777578354,,,,,,
129,0.187208048642,,,,,,
130,0.186748507698,,,,,,
131,0.186408435809,,,,,,
132,0.183703942213,,,,,,
133,0.182969731213,,,,,,
134,0.182065886735,,,,,,
135,0.180867570773,,,,,,
136,0.180004233861,,,,,,
137,0.179788434353,,,,,,
138,0.179173711021,,,,,,
139,0.17897930112,,,,,,
140,0.178613340334,,,,,,
