Time(Iteration),LinUCB_new,LinUCB
130,54.9822127165,55.2835292567
131,55.0588510283,55.3601675684
132,55.1099311799,55.4112477201
133,55.2183887713,55.5197053115
134,55.219413346,55.5207298862
135,55.2693072572,55.5562824355
136,55.2798710302,55.5668462085
137,55.3604202646,55.6473954429
138,55.3650126204,55.6519877987
139,55.478329944,55.7653051223
140,55.4805366847,55.767511863
141,55.5597421245,55.7765503332
142,55.5872523488,55.8069130682
143,55.5894879984,55.8535440082
144,55.7050959669,55.9735064223
145,55.7168372915,55.9852477469
146,55.7492948768,56.0177053322
147,55.8385376616,56.1223737001
148,55.8449866491,56.1288226876
149,55.8514524382,56.1352884768
150,55.8864728993,56.1882212982
151,55.892782972,56.1945313709
152,55.9853198838,56.2604537255
153,55.9953015283,56.2704353701
154,56.0149761479,56.2901099897
155,56.1469056133,56.4220394551
156,56.2369789709,56.4520723252
157,56.2709915434,56.4860848977
158,56.2930057968,56.4975952942
159,56.368635123,56.5732246204
160,56.3756167869,56.584451846
161,56.420493343,56.6293284022
162,56.4214951234,56.6303301825
163,56.4493580319,56.6398582187
164,56.4889878035,56.6794879903
165,56.4889878035,56.6794879903
166,56.4994984941,56.6899986809
167,56.5506943719,56.7450067391
168,56.5506943719,56.7450067391
169,56.5763106826,56.7706230497
170,56.5948655998,56.7782978268
171,56.624079309,56.8075115359
172,56.714274171,56.897706398
173,56.7988492707,56.9822814977
174,56.817477775,57.0000361065
175,56.9223217922,57.1045231441
176,56.9365290518,57.1187304038
177,56.9365290518,57.1187304038
178,56.9427420426,57.1249433946
179,57.0196612136,57.2018625656
180,57.0235239689,57.2057253208
181,57.036348492,57.2290221446
182,57.0502931109,57.230661734
183,57.0797365071,57.2601051302
184,57.0886381226,57.2690067456
185,57.1004877451,57.2808563681
186,57.1149953433,57.2953639663
187,57.1149953433,57.2953639663
188,57.1297924496,57.3101610726
189,57.2111245796,57.39142047
190,57.2138081223,57.3941040127
191,57.2739441463,57.4542400367
192,57.2739441463,57.4542400367
193,57.3064953781,57.4867912686
194,57.3205579007,57.5008537911
195,57.3205579007,57.5008537911
196,57.4952039134,57.6754998039
197,57.5502541517,57.7305500421
198,57.5639183055,57.7442141959
199,57.578765742,57.7590616325
